match_id,date,patch,tournament,blue_team,red_team,winner,blue_bans,red_bans,blue_picks,red_picks,blue_roster,red_roster,blue_win,data_source,red_win
LEC/2026 Season/Spring Season_Week 6_3_1,2026-05-03 15:08:00,26.09,LEC 2026 Spring,Team Heretics,Shifters,Shifters,"[""Nautilus"", ""Jarvan IV"", ""Varus"", ""Ziggs"", ""Bard""]","[""Orianna"", ""Karma"", ""Ryze"", ""Xin Zhao"", ""Wukong""]","[""Seraphine"", ""Ashe"", ""Rumble"", ""Pantheon"", ""Anivia""]","[""Aurora"", ""Nocturne"", ""Jayce"", ""Zeri"", ""Yuumi""]",[],[],0,leaguepedia_cargo_patch_range,1
CBLOL/2026 Season/Split 1_Week 6_3_1,2026-05-03 16:10:00,26.09,CBLOL 2026 Split 1,Fluxo W7M,LØS,LØS,"[""Orianna"", ""Nocturne"", ""Caitlyn"", ""Vayne"", ""Ezreal""]","[""Karma"", ""Rumble"", ""Jarvan IV"", ""Sylas"", ""Jayce""]","[""Pantheon"", ""Sivir"", ""Bard"", ""Cassiopeia"", ""K'Sante""]","[""Varus"", ""Trundle"", ""Alistar"", ""Ryze"", ""Gnar""]",[],[],0,leaguepedia_cargo_patch_range,1
LEC/2026 Season/Spring Season_Week 6_3_2,2026-05-03 16:12:00,26.09,LEC 2026 Spring,Team Heretics,Shifters,Shifters,"[""Nautilus"", ""Milio"", ""Karma"", ""Vayne"", ""Renekton""]","[""Orianna"", ""Ryze"", ""Jarvan IV"", ""LeBlanc"", ""Vi""]","[""Varus"", ""Neeko"", ""Ambessa"", ""Skarner"", ""Annie""]","[""Ezreal"", ""Bard"", ""Wukong"", ""Ahri"", ""Gnar""]",[],[],0,leaguepedia_cargo_patch_range,1
CBLOL/2026 Season/Split 1_Week 6_3_2,2026-05-03 16:54:00,26.09,CBLOL 2026 Split 1,LØS,Fluxo W7M,Fluxo W7M,"[""Orianna"", ""Caitlyn"", ""Nocturne"", ""Vayne"", ""Jayce""]","[""Karma"", ""Rumble"", ""Jarvan IV"", ""Akali"", ""LeBlanc""]","[""Vi"", ""Lucian"", ""Milio"", ""Renekton"", ""Zoe""]","[""Xin Zhao"", ""Ezreal"", ""Nautilus"", ""Ahri"", ""Kennen""]",[],[],0,leaguepedia_cargo_patch_range,1
LEC/2026 Season/Spring Season_Week 6_4_1,2026-05-03 17:08:00,26.09,LEC 2026 Spring,Natus Vincere,G2 Esports,G2 Esports,"[""Nautilus"", ""Jarvan IV"", ""Varus"", ""Gnar"", ""Jayce""]","[""Orianna"", ""Seraphine"", ""Bard"", ""Anivia"", ""Renekton""]","[""Karma"", ""Caitlyn"", ""Xin Zhao"", ""Ryze"", ""Rumble""]","[""Ezreal"", ""Pantheon"", ""Nami"", ""Annie"", ""Ornn""]",[],[],0,leaguepedia_cargo_patch_range,1
CBLOL/2026 Season/Split 1_Week 6_3_3,2026-05-03 17:44:00,26.09,CBLOL 2026 Split 1,LØS,Fluxo W7M,LØS,"[""Orianna"", ""Caitlyn"", ""Jayce"", ""Aurora"", ""Vayne""]","[""Karma"", ""Rumble"", ""Seraphine"", ""Akali"", ""Twisted Fate""]","[""Aatrox"", ""Yunara"", ""Lulu"", ""Ambessa"", ""Azir""]","[""Corki"", ""Nami"", ""Nocturne"", ""Viktor"", ""Camille""]",[],[],1,leaguepedia_cargo_patch_range,0
LEC/2026 Season/Spring Season_Week 6_4_2,2026-05-03 17:58:00,26.09,LEC 2026 Spring,G2 Esports,Natus Vincere,G2 Esports,"[""Nautilus"", ""Varus"", ""Seraphine"", ""Gwen"", ""Gnar""]","[""Jarvan IV"", ""Nocturne"", ""Vi"", ""Aatrox"", ""Sion""]","[""Orianna"", ""Yunara"", ""Lulu"", ""K'Sante"", ""Trundle""]","[""Lucian"", ""Milio"", ""Viktor"", ""Wukong"", ""Ambessa""]",[],[],1,leaguepedia_cargo_patch_range,0
Arabian League 2nd Division/2026 Season/Spring Split_Week 4_6_1,2026-05-03 18:23:00,26.09,Arabian League 2nd Division 2026 Spring,3BL Galaxy Academy,Pegasus Esports,Pegasus Esports,"[""Zaahen"", ""Pantheon"", ""Yunara"", ""Ryze"", ""Syndra""]","[""Anivia"", ""Ivern"", ""Gwen"", ""Zac"", ""Akali""]","[""Karma"", ""Caitlyn"", ""Aatrox"", ""Orianna"", ""Xin Zhao""]","[""Sion"", ""Ezreal"", ""Bard"", ""Jarvan IV"", ""Sylas""]",[],[],0,leaguepedia_cargo_patch_range,1
CBLOL/2026 Season/Split 1_Week 6_4_1,2026-05-03 18:39:00,26.09,CBLOL 2026 Split 1,LOUD,Vivo Keyd Stars,LOUD,"[""Jarvan IV"", ""Naafiri"", ""Caitlyn"", ""Bard"", ""Seraphine""]","[""Varus"", ""Twisted Fate"", ""Akali"", ""Lucian"", ""Nautilus""]","[""Nocturne"", ""Rumble"", ""Ahri"", ""Corki"", ""Nami""]","[""Pantheon"", ""Orianna"", ""K'Sante"", ""Neeko"", ""Ezreal""]",[],[],1,leaguepedia_cargo_patch_range,0
Arabian League 2nd Division/2026 Season/Spring Split_Week 4_6_2,2026-05-03 19:11:00,26.09,Arabian League 2nd Division 2026 Spring,Pegasus Esports,3BL Galaxy Academy,Pegasus Esports,"[""Anivia"", ""Gwen"", ""Ivern"", ""Akali"", ""Viktor""]","[""Zaahen"", ""Yunara"", ""Pantheon"", ""Ryze"", ""Syndra""]","[""K'Sante"", ""Kai'Sa"", ""Nautilus"", ""Lillia"", ""Zed""]","[""Ashe"", ""Seraphine"", ""Zac"", ""Camille"", ""Cho'Gath""]",[],[],1,leaguepedia_cargo_patch_range,0
CBLOL/2026 Season/Split 1_Week 6_4_2,2026-05-03 19:41:00,26.09,CBLOL 2026 Split 1,LOUD,Vivo Keyd Stars,LOUD,"[""Jarvan IV"", ""Ashe"", ""Karma"", ""Lee Sin"", ""Naafiri""]","[""Varus"", ""Twisted Fate"", ""Nautilus"", ""Skarner"", ""Gnar""]","[""Caitlyn"", ""Milio"", ""Akali"", ""Aatrox"", ""Ornn""]","[""Ryze"", ""Bard"", ""Jhin"", ""Renekton"", ""Qiyana""]",[],[],1,leaguepedia_cargo_patch_range,0
LCS/2026 Season/Spring Season_Week 5_3_1,2026-05-03 20:08:00,26.09,LCS 2026 Spring,LYON (2024 American Team),Sentinels,LYON (2024 American Team),"[""Anivia"", ""Bard"", ""Pantheon"", ""Jhin"", ""Seraphine""]","[""Nocturne"", ""Orianna"", ""Ezreal"", ""Neeko"", ""Karma""]","[""Varus"", ""Ryze"", ""Xin Zhao"", ""Nautilus"", ""K'Sante""]","[""Jarvan IV"", ""Rumble"", ""Yone"", ""Lucian"", ""Braum""]",[],[],1,leaguepedia_cargo_patch_range,0
LCS/2026 Season/Spring Season_Week 5_3_2,2026-05-03 21:04:00,26.09,LCS 2026 Spring,LYON (2024 American Team),Sentinels,LYON (2024 American Team),"[""Nocturne"", ""Azir"", ""Ezreal"", ""Jhin"", ""Miss Fortune""]","[""Skarner"", ""Caitlyn"", ""Anivia"", ""Poppy"", ""Lee Sin""]","[""Orianna"", ""Corki"", ""Nami"", ""Renekton"", ""Dr. Mundo""]","[""Pantheon"", ""Bard"", ""Akali"", ""Sivir"", ""Gnar""]",[],[],1,leaguepedia_cargo_patch_range,0
LCS/2026 Season/Spring Season_Week 5_4_1,2026-05-03 22:08:00,26.09,LCS 2026 Spring,Shopify Rebellion,FlyQuest,FlyQuest,"[""Varus"", ""Jarvan IV"", ""Nautilus"", ""Rumble"", ""Aurora""]","[""Orianna"", ""Karma"", ""Seraphine"", ""Ryze"", ""Taliyah""]","[""Bard"", ""Pantheon"", ""Jhin"", ""Viktor"", ""Anivia""]","[""Ezreal"", ""Neeko"", ""Nocturne"", ""Annie"", ""Gragas""]",[],[],0,leaguepedia_cargo_patch_range,1
LCS/2026 Season/Spring Season_Week 5_4_2,2026-05-03 22:55:00,26.09,LCS 2026 Spring,Shopify Rebellion,FlyQuest,Shopify Rebellion,"[""Jarvan IV"", ""Lucian"", ""Nautilus"", ""Naafiri"", ""Sylas""]","[""Orianna"", ""Varus"", ""Karma"", ""Ryze"", ""Xin Zhao""]","[""Seraphine"", ""Ashe"", ""Rumble"", ""Shen"", ""Ahri""]","[""Corki"", ""Nami"", ""Aurora"", ""Vi"", ""K'Sante""]",[],[],1,leaguepedia_cargo_patch_range,0
LCS/2026 Season/Spring Season_Week 5_4_3,2026-05-03 23:45:00,26.09,LCS 2026 Spring,Shopify Rebellion,FlyQuest,FlyQuest,"[""Lucian"", ""Naafiri"", ""Sivir"", ""Morgana"", ""Elise""]","[""Orianna"", ""Karma"", ""Varus"", ""Cassiopeia"", ""Ryze""]","[""Jarvan IV"", ""Nautilus"", ""Jayce"", ""Smolder"", ""Hwei""]","[""Caitlyn"", ""Xin Zhao"", ""Sion"", ""Alistar"", ""Akali""]",[],[],0,leaguepedia_cargo_patch_range,1
LCK CL/2026 Season/Rounds 1-2_Week 6_1_1,2026-05-04 05:10:00,26.09,LCK CL 2026 Rounds 1-2,DN SOOPers Challengers,Dplus Kia Challengers,DN SOOPers Challengers,"[""Ashe"", ""Varus"", ""Jarvan IV"", ""Azir"", ""Yorick""]","[""Rumble"", ""Karma"", ""Pantheon"", ""Xin Zhao"", ""Vi""]","[""Orianna"", ""Yunara"", ""Lulu"", ""Sion"", ""Lee Sin""]","[""Nocturne"", ""Neeko"", ""Ezreal"", ""Aurelion Sol"", ""Gwen""]",[],[],1,leaguepedia_cargo_patch_range,0
LCK CL/2026 Season/Rounds 1-2_Week 6_1_2,2026-05-04 05:54:00,26.09,LCK CL 2026 Rounds 1-2,DN SOOPers Challengers,Dplus Kia Challengers,DN SOOPers Challengers,"[""Ashe"", ""Varus"", ""Lucian"", ""Nautilus"", ""Nami""]","[""Karma"", ""Rumble"", ""Azir"", ""Anivia"", ""Twisted Fate""]","[""Pantheon"", ""Yorick"", ""Bard"", ""Annie"", ""Caitlyn""]","[""Jayce"", ""Jarvan IV"", ""Ryze"", ""Jhin"", ""Leona""]",[],[],1,leaguepedia_cargo_patch_range,0
LCK CL/2026 Season/Rounds 1-2_Week 6_2_1,2026-05-04 07:07:00,26.09,LCK CL 2026 Rounds 1-2,KT Rolster Challengers,Kiwoom DRX Challengers,Kiwoom DRX Challengers,"[""Varus"", ""Karma"", ""Nocturne"", ""Ryze"", ""Aurora""]","[""Rumble"", ""Orianna"", ""Jarvan IV"", ""Ahri"", ""Akali""]","[""Vi"", ""Yunara"", ""Lulu"", ""Jayce"", ""Anivia""]","[""Ezreal"", ""Pantheon"", ""Neeko"", ""Annie"", ""Yorick""]",[],[],0,leaguepedia_cargo_patch_range,1
Esports World Cup 2026/Online Qualifiers/Korea_Play-In_1_1,2026-05-04 07:16:00,26.09,Esports World Cup 2026 Online Qualifier: Korea,Kiwoom DRX,DN SOOPers,Kiwoom DRX,"[""Varus"", ""Nautilus"", ""Ryze"", ""Lee Sin"", ""Jayce""]","[""Orianna"", ""Karma"", ""Rumble"", ""Ezreal"", ""Jhin""]","[""Bard"", ""Akali"", ""Pantheon"", ""Miss Fortune"", ""Gnar""]","[""Lucian"", ""Annie"", ""Milio"", ""Xin Zhao"", ""Renekton""]",[],[],1,leaguepedia_cargo_patch_range,0
LCK CL/2026 Season/Rounds 1-2_Week 6_2_2,2026-05-04 08:03:00,26.09,LCK CL 2026 Rounds 1-2,Kiwoom DRX Challengers,KT Rolster Challengers,Kiwoom DRX Challengers,"[""Varus"", ""Karma"", ""Orianna"", ""Azir"", ""Xin Zhao""]","[""Rumble"", ""Jarvan IV"", ""Nocturne"", ""Vayne"", ""Lee Sin""]","[""Ryze"", ""Lucian"", ""Milio"", ""Twisted Fate"", ""Dr. Mundo""]","[""Ashe"", ""Seraphine"", ""Gnar"", ""Corki"", ""Maokai""]",[],[],1,leaguepedia_cargo_patch_range,0
LJL/2026 Season/Spring Series_Week 2_1_1,2026-05-04 08:13:00,26.09,LJL 2026 Spring Series,Arneb,Rising Gaming,Arneb,"[""Rumble"", ""Neeko"", ""Yunara"", ""Kai'Sa"", ""Rell""]","[""Jarvan IV"", ""Ambessa"", ""Ezreal"", ""Gnar"", ""K'Sante""]","[""Ryze"", ""Nautilus"", ""Lee Sin"", ""Ashe"", ""Ornn""]","[""Orianna"", ""Nocturne"", ""Renekton"", ""Seraphine"", ""Jhin""]",[],[],1,leaguepedia_cargo_patch_range,0
Esports World Cup 2026/Online Qualifiers/Korea_Play-In_1_2,2026-05-04 08:17:00,26.09,Esports World Cup 2026 Online Qualifier: Korea,Kiwoom DRX,DN SOOPers,DN SOOPers,"[""Varus"", ""Rumble"", ""Karma"", ""Vi"", ""Ambessa""]","[""Orianna"", ""Ryze"", ""Jarvan IV"", ""Nocturne"", ""Jayce""]","[""Aurora"", ""Yunara"", ""Lulu"", ""Sion"", ""Wukong""]","[""Ezreal"", ""Neeko"", ""Ahri"", ""Lee Sin"", ""Gwen""]",[],[],0,leaguepedia_cargo_patch_range,1
Esports World Cup 2026/Online Qualifiers/Korea_Play-In_1_3,2026-05-04 09:05:00,26.09,Esports World Cup 2026 Online Qualifier: Korea,Kiwoom DRX,DN SOOPers,DN SOOPers,"[""Varus"", ""Ashe"", ""Karma"", ""Alistar"", ""Yorick""]","[""Orianna"", ""Rumble"", ""Ryze"", ""LeBlanc"", ""Lissandra""]","[""Jarvan IV"", ""Sivir"", ""Nautilus"", ""Jayce"", ""Cassiopeia""]","[""Ziggs"", ""Vi"", ""Yone"", ""Rell"", ""K'Sante""]",[],[],0,leaguepedia_cargo_patch_range,1
LJL/2026 Season/Spring Series_Week 2_1_2,2026-05-04 09:05:00,26.09,LJL 2026 Spring Series,Rising Gaming,Arneb,Rising Gaming,"[""Vi"", ""Aurora"", ""Karma"", ""Akali"", ""Annie""]","[""Yunara"", ""Neeko"", ""Poppy"", ""Braum"", ""Alistar""]","[""Rumble"", ""Pantheon"", ""Ezreal"", ""Bard"", ""Viktor""]","[""Galio"", ""Jarvan IV"", ""Sivir"", ""Rell"", ""Ahri""]",[],[],1,leaguepedia_cargo_patch_range,0
LCK CL/2026 Season/Rounds 1-2_Week 6_3_1,2026-05-04 09:06:00,26.09,LCK CL 2026 Rounds 1-2,Hanwha Life Esports Challengers,T1 Esports Academy,T1 Esports Academy,"[""Varus"", ""Karma"", ""Pantheon"", ""Vi"", ""Ambessa""]","[""Rumble"", ""Jayce"", ""Nocturne"", ""Azir"", ""Akali""]","[""Jarvan IV"", ""Caitlyn"", ""Bard"", ""Sion"", ""Viktor""]","[""Orianna"", ""Lucian"", ""Milio"", ""Xin Zhao"", ""Gwen""]",[],[],0,leaguepedia_cargo_patch_range,1
LJL/2026 Season/Spring Series_Week 2_1_3,2026-05-04 09:57:00,26.09,LJL 2026 Spring Series,Arneb,Rising Gaming,Rising Gaming,"[""Yunara"", ""Neeko"", ""Syndra"", ""Lux"", ""Nami""]","[""Aurora"", ""Varus"", ""Vi"", ""Leona"", ""Rakan""]","[""Annie"", ""Wukong"", ""Miss Fortune"", ""Malphite"", ""Braum""]","[""Xin Zhao"", ""Caitlyn"", ""Zoe"", ""Gnar"", ""Milio""]",[],[],0,leaguepedia_cargo_patch_range,1
LCK CL/2026 Season/Rounds 1-2_Week 6_3_2,2026-05-04 10:06:00,26.09,LCK CL 2026 Rounds 1-2,T1 Esports Academy,Hanwha Life Esports Challengers,T1 Esports Academy,"[""Varus"", ""Karma"", ""Jayce"", ""Lulu"", ""Nami""]","[""Seraphine"", ""Nocturne"", ""Ezreal"", ""Ryze"", ""Aurora""]","[""Rumble"", ""Neeko"", ""Wukong"", ""Kai'Sa"", ""Akali""]","[""Ambessa"", ""Vi"", ""Annie"", ""Jhin"", ""Alistar""]",[],[],1,leaguepedia_cargo_patch_range,0
Esports World Cup 2026/Online Qualifiers/Korea_Round 1_1_1,2026-05-04 10:12:00,26.09,Esports World Cup 2026 Online Qualifier: Korea,BNK FEARX,KT Rolster,BNK FEARX,"[""Varus"", ""Bard"", ""Annie"", ""Ryze"", ""Ahri""]","[""Rumble"", ""Karma"", ""Orianna"", ""Anivia"", ""Aurora""]","[""Jarvan IV"", ""Ashe"", ""Seraphine"", ""Viktor"", ""Renekton""]","[""Lucian"", ""Milio"", ""Pantheon"", ""Mel"", ""Vayne""]",[],[],1,leaguepedia_cargo_patch_range,0
LJL/2026 Season/Spring Series_Week 2_2_1,2026-05-04 11:01:00,26.09,LJL 2026 Spring Series,RAYN Clocks,Uwinks,Uwinks,"[""Olaf"", ""Ambessa"", ""Rumble"", ""Naafiri"", ""Hecarim""]","[""Jarvan IV"", ""Ashe"", ""Nocturne"", ""Xin Zhao"", ""Vi""]","[""Viktor"", ""Karma"", ""Sivir"", ""Wukong"", ""Jax""]","[""Syndra"", ""Ezreal"", ""Nautilus"", ""Lee Sin"", ""Gragas""]",[],[],0,leaguepedia_cargo_patch_range,1
Esports World Cup 2026/Online Qualifiers/Korea_Round 1_1_2,2026-05-04 11:06:00,26.09,Esports World Cup 2026 Online Qualifier: Korea,BNK FEARX,KT Rolster,BNK FEARX,"[""Varus"", ""Bard"", ""Anivia"", ""Lee Sin"", ""Yorick""]","[""Rumble"", ""Orianna"", ""Karma"", ""Sivir"", ""Lulu""]","[""Ryze"", ""Jayce"", ""Nocturne"", ""Alistar"", ""Jhin""]","[""Annie"", ""Neeko"", ""Ezreal"", ""K'Sante"", ""Naafiri""]",[],[],1,leaguepedia_cargo_patch_range,0
LJL/2026 Season/Spring Series_Week 2_2_2,2026-05-04 12:06:00,26.09,LJL 2026 Spring Series,Uwinks,RAYN Clocks,Uwinks,"[""Jarvan IV"", ""Ashe"", ""Orianna"", ""Varus"", ""Renekton""]","[""Olaf"", ""Ambessa"", ""Pantheon"", ""Kennen"", ""Tristana""]","[""Nocturne"", ""Alistar"", ""Hwei"", ""Kai'Sa"", ""Sion""]","[""Neeko"", ""Aurora"", ""Kindred"", ""Miss Fortune"", ""Gwen""]",[],[],1,leaguepedia_cargo_patch_range,0
Esports World Cup 2026/Online Qualifiers/Korea_Round 1_2_1,2026-05-04 12:23:00,26.09,Esports World Cup 2026 Online Qualifier: Korea,HANJIN BRION,T1,T1,"[""Ezreal"", ""Rumble"", ""Varus"", ""Akali"", ""Gnar""]","[""Orianna"", ""Azir"", ""Ryze"", ""Caitlyn"", ""Jayce""]","[""Bard"", ""Anivia"", ""Trundle"", ""Sivir"", ""Sion""]","[""Xin Zhao"", ""Jhin"", ""Elise"", ""Annie"", ""Gwen""]",[],[],0,leaguepedia_cargo_patch_range,1
Esports World Cup 2026/Online Qualifiers/Korea_Round 1_2_2,2026-05-04 13:09:00,26.09,Esports World Cup 2026 Online Qualifier: Korea,T1,HANJIN BRION,T1,"[""Varus"", ""Caitlyn"", ""Rumble"", ""Leona"", ""Nautilus""]","[""Ezreal"", ""Orianna"", ""Lucian"", ""Akali"", ""Aurora""]","[""Nocturne"", ""Mel"", ""Pyke"", ""Jayce"", ""Ziggs""]","[""Ashe"", ""Jarvan IV"", ""Azir"", ""Camille"", ""Irelia""]",[],[],1,leaguepedia_cargo_patch_range,0
LEC/2026 Season/Spring Season_Week 6_5_1,2026-05-04 15:08:00,26.09,LEC 2026 Spring,Team Vitality,Fnatic,Fnatic,"[""Jarvan IV"", ""Sion"", ""Akali"", ""Karma"", ""Alistar""]","[""Orianna"", ""Azir"", ""Pantheon"", ""Rakan"", ""Neeko""]","[""Rumble"", ""Kai'Sa"", ""Vi"", ""Rell"", ""Viktor""]","[""Xin Zhao"", ""Ezreal"", ""Ornn"", ""Ryze"", ""Braum""]",[],[],0,leaguepedia_cargo_patch_range,1
LEC/2026 Season/Spring Season_Week 6_5_2,2026-05-04 16:03:00,26.09,LEC 2026 Spring,Fnatic,Team Vitality,Team Vitality,"[""Nautilus"", ""Azir"", ""Ashe"", ""Vayne"", ""Gnar""]","[""Orianna"", ""Sion"", ""Jarvan IV"", ""Akali"", ""Renekton""]","[""Caitlyn"", ""Skarner"", ""Seraphine"", ""K'Sante"", ""Aurora""]","[""Pantheon"", ""Bard"", ""Jhin"", ""Syndra"", ""Twisted Fate""]",[],[],0,leaguepedia_cargo_patch_range,1
LEC/2026 Season/Spring Season_Week 6_5_3,2026-05-04 17:01:00,26.09,LEC 2026 Spring,Team Vitality,Fnatic,Team Vitality,"[""Sion"", ""Nautilus"", ""Nocturne"", ""Jax"", ""Yorick""]","[""Orianna"", ""Jarvan IV"", ""Azir"", ""Jayce"", ""Mel""]","[""Milio"", ""Lucian"", ""Aatrox"", ""Annie"", ""Varus""]","[""Yunara"", ""Lulu"", ""Naafiri"", ""Taliyah"", ""Gnar""]",[],[],1,leaguepedia_cargo_patch_range,0
LEC/2026 Season/Spring Season_Week 6_6_1,2026-05-04 17:58:00,26.09,LEC 2026 Spring,Movistar KOI,Shifters,Shifters,"[""Ashe"", ""Xin Zhao"", ""Varus"", ""Yorick"", ""Vayne""]","[""Orianna"", ""Rumble"", ""Karma"", ""Caitlyn"", ""Nautilus""]","[""Jarvan IV"", ""Azir"", ""Jayce"", ""Kalista"", ""Renata Glasc""]","[""Lucian"", ""Pantheon"", ""Milio"", ""Taliyah"", ""Irelia""]",[],[],0,leaguepedia_cargo_patch_range,1
LEC/2026 Season/Spring Season_Week 6_6_2,2026-05-04 18:54:00,26.09,LEC 2026 Spring,Movistar KOI,Shifters,Movistar KOI,"[""Nautilus"", ""Rumble"", ""Caitlyn"", ""Akali"", ""Ryze""]","[""Orianna"", ""Varus"", ""Nocturne"", ""Anivia"", ""Olaf""]","[""Karma"", ""Ezreal"", ""Gnar"", ""Dr. Mundo"", ""Viktor""]","[""Ashe"", ""Xin Zhao"", ""Seraphine"", ""Shyvana"", ""Sylas""]",[],[],1,leaguepedia_cargo_patch_range,0
LEC/2026 Season/Spring Season_Week 6_6_3,2026-05-04 19:47:00,26.09,LEC 2026 Spring,Movistar KOI,Shifters,Movistar KOI,"[""Lulu"", ""Rumble"", ""Nami"", ""Aurora"", ""Olaf""]","[""Orianna"", ""Sion"", ""Caitlyn"", ""Ryze"", ""Nautilus""]","[""Varus"", ""Vi"", ""Anivia"", ""Kai'Sa"", ""Rakan""]","[""Nocturne"", ""Zeri"", ""Bard"", ""Ahri"", ""Naafiri""]",[],[],1,leaguepedia_cargo_patch_range,0
Circuito Desafiante/2026 Season/Split 1 Playoffs_Round 1_1_1,2026-05-04 20:04:00,26.09,CD 2026 Split 1 Playoffs,INTZ,Estral Esports,Estral Esports,"[""Orianna"", ""Jarvan IV"", ""Karma"", ""Jax"", ""Ryze""]","[""Nocturne"", ""Rumble"", ""Pantheon"", ""Nami"", ""Neeko""]","[""Varus"", ""Xin Zhao"", ""Annie"", ""Lucian"", ""Milio""]","[""Aatrox"", ""Bard"", ""Ezreal"", ""Cassiopeia"", ""Yorick""]",[],[],0,leaguepedia_cargo_patch_range,1
Circuito Desafiante/2026 Season/Split 1 Playoffs_Round 1_1_2,2026-05-04 21:05:00,26.09,CD 2026 Split 1 Playoffs,Estral Esports,INTZ,INTZ,"[""Caitlyn"", ""Orianna"", ""Ambessa"", ""Ryze"", ""Jayce""]","[""Nocturne"", ""Rumble"", ""Karma"", ""Akali"", ""Sion""]","[""Jarvan IV"", ""Yunara"", ""Lulu"", ""Mel"", ""K'Sante""]","[""Pantheon"", ""Seraphine"", ""Ashe"", ""Aurora"", ""Twisted Fate""]",[],[],0,leaguepedia_cargo_patch_range,1
Circuito Desafiante/2026 Season/Split 1 Playoffs_Round 1_1_3,2026-05-04 21:52:00,26.09,CD 2026 Split 1 Playoffs,INTZ,Estral Esports,INTZ,"[""Rumble"", ""Akali"", ""Nautilus"", ""Rakan"", ""Neeko""]","[""Nocturne"", ""Orianna"", ""Caitlyn"", ""Renekton"", ""Ryze""]","[""Karma"", ""Sivir"", ""Wukong"", ""Taliyah"", ""Rek'Sai""]","[""Ahri"", ""Vi"", ""Ambessa"", ""Kalista"", ""Renata Glasc""]",[],[],1,leaguepedia_cargo_patch_range,0
Circuito Desafiante/2026 Season/Split 1 Playoffs_Round 1_2_1,2026-05-04 22:42:00,26.09,CD 2026 Split 1 Playoffs,Vivo Keyd Stars Academy,7REX,Vivo Keyd Stars Academy,"[""Ezreal"", ""Akali"", ""Orianna"", ""Jarvan IV"", ""Vi""]","[""Rumble"", ""Nocturne"", ""Pantheon"", ""Aatrox"", ""Xin Zhao""]","[""Annie"", ""Ashe"", ""Seraphine"", ""Jayce"", ""Skarner""]","[""Corki"", ""Nami"", ""Aurora"", ""Wukong"", ""Sion""]",[],[],1,leaguepedia_cargo_patch_range,0
Liga Regional Norte/2026 Season/Split 1 Playoffs_Round 1_3_1,2026-05-04 23:22:00,26.09,LRN 2026 Split 1 Playoffs,Zeu5 Esports,Polar Squad Esports,Zeu5 Esports,"[""Ryze"", ""Nautilus"", ""Rumble"", ""Bard"", ""Gwen""]","[""Orianna"", ""Varus"", ""Karma"", ""Renekton"", ""Rakan""]","[""Smolder"", ""Xin Zhao"", ""Ahri"", ""Tahm Kench"", ""Sion""]","[""Ezreal"", ""Jarvan IV"", ""Mel"", ""Ambessa"", ""Rell""]",[],[],1,leaguepedia_cargo_patch_range,0
Circuito Desafiante/2026 Season/Split 1 Playoffs_Round 1_2_2,2026-05-04 23:27:00,26.09,CD 2026 Split 1 Playoffs,Vivo Keyd Stars Academy,7REX,Vivo Keyd Stars Academy,"[""Ezreal"", ""Akali"", ""Orianna"", ""Sylas"", ""Galio""]","[""Rumble"", ""Nocturne"", ""Pantheon"", ""Nautilus"", ""Alistar""]","[""Varus"", ""Vi"", ""Ahri"", ""Neeko"", ""Gnar""]","[""Yunara"", ""Jarvan IV"", ""Lulu"", ""Taliyah"", ""Vayne""]",[],[],1,leaguepedia_cargo_patch_range,0
Liga Regional Norte/2026 Season/Split 1 Playoffs_Round 1_3_2,2026-05-05 00:17:00,26.09,LRN 2026 Split 1 Playoffs,Zeu5 Esports,Polar Squad Esports,Zeu5 Esports,"[""Karma"", ""Varus"", ""Orianna"", ""Neeko"", ""Bard""]","[""Ryze"", ""Azir"", ""Pantheon"", ""Miss Fortune"", ""Yone""]","[""Seraphine"", ""Rumble"", ""Vi"", ""Sivir"", ""Aurora""]","[""Nocturne"", ""Ashe"", ""Ornn"", ""Morgana"", ""Akali""]",[],[],1,leaguepedia_cargo_patch_range,0
Liga Regional Norte/2026 Season/Split 1 Playoffs_Round 1_3_3,2026-05-05 01:22:00,26.09,LRN 2026 Split 1 Playoffs,Zeu5 Esports,Polar Squad Esports,Polar Squad Esports,"[""Ryze"", ""Azir"", ""Trundle"", ""Annie"", ""Galio""]","[""Orianna"", ""Varus"", ""Karma"", ""Nautilus"", ""Pyke""]","[""Pantheon"", ""Kalista"", ""Taliyah"", ""Gragas"", ""Amumu""]","[""Lucian"", ""Nami"", ""Lee Sin"", ""Hwei"", ""Olaf""]",[],[],0,leaguepedia_cargo_patch_range,1
Liga Regional Norte/2026 Season/Split 1 Playoffs_Round 1_3_4,2026-05-05 02:22:00,26.09,LRN 2026 Split 1 Playoffs,Polar Squad Esports,Zeu5 Esports,Zeu5 Esports,"[""Gwen"", ""Ryze"", ""Azir"", ""Cho'Gath"", ""Dr. Mundo""]","[""Orianna"", ""Karma"", ""Varus"", ""Syndra"", ""Viktor""]","[""Trundle"", ""Bard"", ""Jhin"", ""Galio"", ""Yorick""]","[""Lulu"", ""Yunara"", ""Annie"", ""Naafiri"", ""Renekton""]",[],[],0,leaguepedia_cargo_patch_range,1
