match_id,date,patch,tournament,blue_team,red_team,winner,blue_bans,red_bans,blue_picks,red_picks,blue_roster,red_roster,blue_win,data_source,red_win,pick_source
2026 Asia Masters_Day 2_3_1,2026-06-09 09:38:00,26.11,Asia Masters 2026,Nongshim Esports Academy,Weibo Gaming Youth Team,Nongshim Esports Academy,"['Bard', 'Karma', 'Ryze', 'Twisted Fate', 'Akali']","['Orianna', 'Cassiopeia', 'Jarvan IV', 'Ahri', 'Jayce']","['Gnar', 'Xin Zhao', 'Aurora', 'Yunara', 'Lulu']","['Jax', 'Vi', 'Viktor', 'Lucian', 'Milio']",[],[],1,leaguepedia_cargo_patch_range,0,scoreboard_players_corrected
2026 Asia Masters_Day 2_3_2,2026-06-09 10:26:00,26.11,Asia Masters 2026,Nongshim Esports Academy,Weibo Gaming Youth Team,Nongshim Esports Academy,"['Bard', 'Karma', 'Twisted Fate', 'Taliyah', 'Anivia']","['Orianna', 'Cassiopeia', 'Jarvan IV', 'Lee Sin', 'Skarner']","['Vayne', 'Naafiri', 'Mel', 'Varus', 'Nautilus']","[""K'Sante"", 'Trundle', 'Ryze', 'Ashe', 'Seraphine']",[],[],1,leaguepedia_cargo_patch_range,0,scoreboard_players_corrected
EMEA Masters/2026 Season/Spring Play-In_Qualification Round_2_1,2026-06-09 15:03:00,26.11,EM 2026 Spring Play-In,Partizan Sangal,CITA Kaizen,Partizan Sangal,"['Lee Sin', 'Akali', 'Nautilus', 'Sion', 'Ornn']","['Nocturne', 'Jarvan IV', 'Karma', 'Pantheon', 'Xin Zhao']","[""K'Sante"", 'Wukong', 'Cassiopeia', 'Ashe', 'Seraphine']","['Rumble', ""Bel'Veth"", 'Orianna', 'Ezreal', 'Bard']",[],[],1,leaguepedia_cargo_patch_range,0,scoreboard_players_corrected
EMEA Masters/2026 Season/Spring Play-In_Qualification Round_1_1,2026-06-09 15:05:00,26.11,EM 2026 Spring Play-In,GOAL,E WIE EINFACH E-SPORTS,E WIE EINFACH E-SPORTS,"['Akali', 'Nocturne', 'Nautilus', 'Jhin', 'Caitlyn']","['Pyke', 'Cassiopeia', 'Varus', 'Dr. Mundo', 'Naafiri']","['Rumble', 'Lee Sin', 'Ryze', 'Sivir', 'Bard']","['Sion', 'Viego', 'Orianna', 'Ezreal', 'Neeko']",[],[],0,leaguepedia_cargo_patch_range,1,scoreboard_players_corrected
EMEA Masters/2026 Season/Spring Play-In_Qualification Round_2_2,2026-06-09 15:54:00,26.11,EM 2026 Spring Play-In,Partizan Sangal,CITA Kaizen,Partizan Sangal,"['Lee Sin', 'Akali', 'Zyra', 'Sion', 'Malphite']","['Nocturne', 'Jarvan IV', 'Xin Zhao', 'Pantheon', 'Vi']","['Gnar', 'Skarner', 'Ryze', 'Lucian', 'Milio']","['Yorick', 'Naafiri', 'Viktor', 'Zeri', 'Karma']",[],[],1,leaguepedia_cargo_patch_range,0,scoreboard_players_corrected
EMEA Masters/2026 Season/Spring Play-In_Qualification Round_1_2,2026-06-09 15:58:00,26.11,EM 2026 Spring Play-In,E WIE EINFACH E-SPORTS,GOAL,E WIE EINFACH E-SPORTS,"['Cassiopeia', 'Pyke', 'Caitlyn', 'Azir', 'Syndra']","['Akali', 'Nocturne', 'Jayce', 'Ahri', 'Gwen']","['Poppy', 'Darius', 'Aurora', 'Ashe', 'Seraphine']","['Gnar', 'Wukong', 'Aurelion Sol', 'Varus', 'Rell']",[],[],1,leaguepedia_cargo_patch_range,0,scoreboard_players_corrected
Streamers Clash/Season 4_Round 1_1_1,2026-06-09 16:07:00,26.11,Streamers Clash Season 4,VEDICI DEEMONS,FREEZŮV WOLT DŮCHOĎÁK,VEDICI DEEMONS,"['Ivern', 'Galio', 'Yuumi', 'Jarvan IV', 'Morgana']","['Skarner', 'Orianna', 'Sylas', 'Viktor', 'Syndra']","['Ornn', 'Aatrox', 'Ryze', 'Sivir', 'Amumu']","['Mordekaiser', 'Viego', 'Malphite', 'Varus', 'Nautilus']",[],[],1,leaguepedia_cargo_patch_range,0,scoreboard_players_corrected
EMEA Masters/2026 Season/Spring Play-In_Qualification Round_4_1,2026-06-09 16:52:00,26.11,EM 2026 Spring Play-In,Bomba Team,Frites Esports Club,Bomba Team,"['Varus', 'Bard', 'Akali', 'Sion', 'Karma']","['Cassiopeia', 'Anivia', 'Orianna', 'Trundle', 'Jarvan IV']","['Rumble', 'Aatrox', 'Taliyah', 'Corki', 'Nautilus']","['Vayne', 'Skarner', 'Ryze', 'Ezreal', 'Leona']",[],[],1,leaguepedia_cargo_patch_range,0,scoreboard_players_corrected
EMEA Masters/2026 Season/Spring Play-In_Qualification Round_3_1,2026-06-09 16:55:00,26.11,EM 2026 Spring Play-In,Karmine Corp Blue,Verdant,Karmine Corp Blue,"['Seraphine', 'Varus', 'Cassiopeia', 'Gangplank', 'Sion']","['Orianna', 'Anivia', 'Rumble', 'Annie', 'Ahri']","['Renekton', 'Nocturne', 'Aurora', 'Ezreal', 'Rell']","['Zaahen', 'Lee Sin', 'Ryze', 'Senna', 'Nautilus']",[],[],1,leaguepedia_cargo_patch_range,0,scoreboard_players_corrected
Streamers Clash/Season 4_Round 1_1_2,2026-06-09 17:11:00,26.11,Streamers Clash Season 4,FREEZŮV WOLT DŮCHOĎÁK,VEDICI DEEMONS,VEDICI DEEMONS,"['Orianna', 'Skarner', 'Tristana', 'Naafiri', 'Ashe']","['Ivern', 'Galio', 'Yuumi', 'Leona', 'Milio']","[""Cho'Gath"", 'Shen', 'Maokai', 'Caitlyn', 'Rell']","['Sejuani', 'Wukong', 'Azir', 'Senna', 'Seraphine']",[],[],0,leaguepedia_cargo_patch_range,1,scoreboard_players_corrected
EMEA Masters/2026 Season/Spring Play-In_Qualification Round_3_2,2026-06-09 17:42:00,26.11,EM 2026 Spring Play-In,Karmine Corp Blue,Verdant,Karmine Corp Blue,"['Anivia', 'Rumble', 'Orianna', 'Ahri', 'Akali']","['Seraphine', 'Naafiri', 'Cassiopeia', 'LeBlanc', 'Galio']","['Aatrox', 'Vi', 'Sylas', 'Varus', 'Rakan']","['Sion', 'Jarvan IV', 'Annie', 'Yunara', 'Pyke']",[],[],1,leaguepedia_cargo_patch_range,0,scoreboard_players_corrected
EMEA Masters/2026 Season/Spring Play-In_Qualification Round_4_2,2026-06-09 17:47:00,26.11,EM 2026 Spring Play-In,Bomba Team,Frites Esports Club,Bomba Team,"['Varus', 'Bard', 'Karma', 'Jarvan IV', 'Wukong']","['Orianna', 'Anivia', 'Cassiopeia', 'Sion', 'LeBlanc']","['Jayce', 'Nocturne', 'Galio', 'Caitlyn', 'Neeko']","['Akali', 'Vi', 'Aurora', 'Lucian', 'Milio']",[],[],1,leaguepedia_cargo_patch_range,0,scoreboard_players_corrected
Streamers Clash/Season 4_Round 1_2_1,2026-06-09 18:12:00,26.11,Streamers Clash Season 4,STOPERCENTNÁ KAMILOVA TUTOFKA,HERDYNŮV LANGUSTA TÝM,HERDYNŮV LANGUSTA TÝM,"['Sylas', 'Viego', 'Malphite', 'Kassadin', 'Orianna']","['Yuumi', 'Vayne', 'Amumu', 'Pantheon', 'Trundle']","['Gwen', 'Wukong', 'Galio', 'Milio', 'Maokai']","['Nasus', 'Zaahen', 'Viktor', 'Morgana', 'Nautilus']",[],[],0,leaguepedia_cargo_patch_range,1,scoreboard_players_corrected
Streamers Clash/Season 4_Round 1_2_2,2026-06-09 19:05:00,26.11,Streamers Clash Season 4,HERDYNŮV LANGUSTA TÝM,STOPERCENTNÁ KAMILOVA TUTOFKA,HERDYNŮV LANGUSTA TÝM,"['Vayne', 'Varus', 'Pantheon', 'Olaf', 'Irelia']","['Viego', 'Malphite', ""Bel'Veth"", 'Shen', 'Tristana']","['Renekton', 'Lillia', 'Zed', 'Seraphine', 'Amumu']","['Tryndamere', 'Sylas', 'Lissandra', 'Ashe', 'Yuumi']",[],[],1,leaguepedia_cargo_patch_range,0,scoreboard_players_corrected
Circuito Desafiante/2026 Season/Split 2 Promotion_Round 3_1_1,2026-06-09 20:07:00,26.11,CD 2026 Split 2 Promotion,Team Solid (Brazilian Team),Marere Invokers,Team Solid (Brazilian Team),"['Zoe', 'Seraphine', 'Milio', 'Rumble', 'Jayce']","['Orianna', 'Nocturne', 'Varus', 'Annie', 'Ahri']","[""K'Sante"", 'Jarvan IV', 'Cassiopeia', 'Sivir', 'Bard']","['Renekton', 'Wukong', 'Viktor', 'Ezreal', 'Nautilus']",[],[],1,leaguepedia_cargo_patch_range,0,scoreboard_players_corrected
Liga Regional Sur/2026 Season/Split 1 Playoffs_Finals_1_1,2026-06-09 20:07:00,26.11,LRS 2026 Split 1 Playoffs,Volticons,Golden Lions,Volticons,"['Orianna', 'Jarvan IV', 'Nautilus', 'Pantheon', 'Vi']","['Azir', 'Akali', 'Cassiopeia', 'Wukong', 'Naafiri']","['Sion', 'Aatrox', 'Ryze', 'Sivir', 'Karma']","['Shen', 'Nocturne', 'Anivia', 'Varus', 'Leona']",[],[],1,leaguepedia_cargo_patch_range,0,scoreboard_players_corrected
Circuito Desafiante/2026 Season/Split 2 Promotion_Round 3_1_2,2026-06-09 20:53:00,26.11,CD 2026 Split 2 Promotion,Team Solid (Brazilian Team),Marere Invokers,Marere Invokers,"['Varus', 'Lee Sin', 'Anivia', 'Ashe', 'Alistar']","['Milio', 'Caitlyn', 'Nocturne', 'Lucian', 'Mel']","['Ambessa', 'Pantheon', 'Orianna', 'Jhin', 'Leona']","['Gnar', 'Xin Zhao', 'Syndra', 'Seraphine', 'Braum']",[],[],0,leaguepedia_cargo_patch_range,1,scoreboard_players_corrected
Liga Regional Sur/2026 Season/Split 1 Playoffs_Finals_1_2,2026-06-09 20:59:00,26.11,LRS 2026 Split 1 Playoffs,Volticons,Golden Lions,Volticons,"['Orianna', 'Jarvan IV', 'Pantheon', 'Vi', 'Lee Sin']","['Azir', 'Akali', 'Lucian', 'Rakan', 'Rell']","['Rumble', 'Wukong', 'Cassiopeia', 'Miss Fortune', 'Alistar']","[""K'Sante"", 'Nasus', 'Xerath', 'Senna', 'Nautilus']",[],[],1,leaguepedia_cargo_patch_range,0,scoreboard_players_corrected
Circuito Desafiante/2026 Season/Split 2 Promotion_Round 3_1_3,2026-06-09 22:01:00,26.11,CD 2026 Split 2 Promotion,Team Solid (Brazilian Team),Marere Invokers,Team Solid (Brazilian Team),"['Varus', 'Lee Sin', 'Anivia', 'Vayne', 'Skarner']","['Nocturne', 'Milio', 'Ryze', 'Nasus', 'Gwen']","['Aatrox', 'Vi', 'Ahri', 'Caitlyn', 'Neeko']","['Sion', 'Naafiri', 'Aurora', 'Mel', 'Karma']",[],[],1,leaguepedia_cargo_patch_range,0,scoreboard_players_corrected
Liga Regional Sur/2026 Season/Split 1 Playoffs_Finals_1_3,2026-06-09 22:08:00,26.11,LRS 2026 Split 1 Playoffs,Volticons,Golden Lions,Volticons,"['Akali', 'Lucian', 'Azir', 'Naafiri', 'Xin Zhao']","['Orianna', 'Pantheon', 'Jarvan IV', 'Olaf', 'Skarner']","['Gnar', 'Vi', 'Galio', 'Ashe', 'Seraphine']","['Renekton', 'Hecarim', 'Viktor', 'Yasuo', 'Rakan']",[],[],1,leaguepedia_cargo_patch_range,0,scoreboard_players_corrected
Circuito Desafiante/2026 Season/Split 2 Promotion_Round 3_1_4,2026-06-09 22:58:00,26.11,CD 2026 Split 2 Promotion,Team Solid (Brazilian Team),Marere Invokers,Team Solid (Brazilian Team),"['Lee Sin', 'Anivia', 'Varus', 'Rumble', 'Yorick']","['Nocturne', 'Ryze', 'Milio', 'Zoe', 'Akali']","['Jayce', 'Nasus', 'LeBlanc', 'Xayah', 'Rakan']","['Vayne', 'Zyra', 'Hwei', 'Miss Fortune', 'Renata Glasc']",[],[],1,leaguepedia_cargo_patch_range,0,scoreboard_players_corrected
2026 Asia Masters_Day 3_2_1,2026-06-10 07:47:00,26.11,Asia Masters 2026,FENNEL,KT Rolster Challengers,KT Rolster Challengers,"['Ezreal', 'Jarvan IV', 'Nocturne', 'Lucian', 'Ashe']","['Varus', 'Vi', 'Naafiri', 'Rakan', 'Nautilus']","['Rumble', 'Wukong', 'Cassiopeia', 'Jhin', 'Leona']","[""K'Sante"", 'Lee Sin', 'Orianna', 'Sivir', 'Bard']",[],[],0,leaguepedia_cargo_patch_range,1,scoreboard_players_corrected
2026 Asia Masters_Day 3_2_2,2026-06-10 08:36:00,26.11,Asia Masters 2026,KT Rolster Challengers,FENNEL,KT Rolster Challengers,"['Naafiri', 'Nocturne', 'Vi', 'Jax', 'Ryze']","['Ezreal', 'Varus', 'Jarvan IV', 'Skarner', 'Pantheon']","['Vayne', 'Sejuani', 'Sylas', 'Lucian', 'Milio']","['Jayce', ""Kha'Zix"", 'Ahri', 'Senna', 'Alistar']",[],[],1,leaguepedia_cargo_patch_range,0,scoreboard_players_corrected
2026 Asia Masters_Day 3_3_1,2026-06-10 09:31:00,26.11,Asia Masters 2026,EDward Gaming Youth Team,CTBC Flying Oyster Academy,CTBC Flying Oyster Academy,"['Viego', 'Nocturne', 'Varus', ""Kha'Zix"", 'Bard']","['Orianna', 'Cassiopeia', 'Jarvan IV', 'Jhin', 'Trundle']","[""K'Sante"", 'Xin Zhao', 'Ryze', 'Ezreal', 'Seraphine']","['Rumble', 'Skarner', 'Anivia', 'Sivir', 'Karma']",[],[],0,leaguepedia_cargo_patch_range,1,scoreboard_players_corrected
2026 Asia Masters_Day 3_3_2,2026-06-10 10:21:00,26.11,Asia Masters 2026,EDward Gaming Youth Team,CTBC Flying Oyster Academy,CTBC Flying Oyster Academy,"['Viego', 'Nocturne', 'Varus', 'Ambessa', 'Ahri']","['Orianna', 'Cassiopeia', 'Nautilus', 'Gnar', 'Viktor']","['Sion', 'Vi', 'Aurora', 'Lucian', 'Milio']","['Jayce', 'Jarvan IV', 'Hwei', 'Yunara', 'Lulu']",[],[],0,leaguepedia_cargo_patch_range,1,scoreboard_players_corrected
EMEA Masters/2026 Season/Spring Main Event_Groups Day 1_3_1,2026-06-10 15:04:00,26.11,EM 2026 Spring Main Event,Partizan Sangal,G2 NORD,G2 NORD,"['Anivia', 'Nautilus', 'Jarvan IV', 'Vi', 'Sion']","['Orianna', 'Cassiopeia', 'Nocturne', 'Pantheon', 'Olaf']","['Aatrox', 'Jayce', 'Ryze', 'Lucian', 'Milio']","['Yorick', 'Trundle', 'Taliyah', 'Ashe', 'Seraphine']",[],[],0,leaguepedia_cargo_patch_range,1,scoreboard_players_corrected
EMEA Masters/2026 Season/Spring Main Event_Groups Day 1_4_1,2026-06-10 15:04:00,26.11,EM 2026 Spring Main Event,Bomba Team,Solary,Solary,"['Sion', 'Xin Zhao', 'Varus', 'Vi', 'Pantheon']","['Orianna', 'Jarvan IV', 'Ezreal', 'Nocturne', 'Skarner']","['Rumble', 'Aatrox', 'Cassiopeia', 'Caitlyn', 'Karma']","[""K'Sante"", 'Wukong', 'Anivia', 'Lucian', 'Nautilus']",[],[],0,leaguepedia_cargo_patch_range,1,scoreboard_players_corrected
EMEA Masters/2026 Season/Spring Main Event_Groups Day 1_2_1,2026-06-10 15:05:00,26.11,EM 2026 Spring Main Event,HMBLE,UCAM Esports,HMBLE,"['Pyke', 'Nautilus', 'Orianna', 'Sion', 'Ornn']","['Cassiopeia', 'Ezreal', 'Bard', 'Alistar', 'Karma']","['Rumble', 'Nocturne', 'Ahri', 'Caitlyn', 'Lux']","[""K'Sante"", 'Wukong', 'LeBlanc', 'Jhin', 'Neeko']",[],[],1,leaguepedia_cargo_patch_range,0,scoreboard_players_corrected
EMEA Masters/2026 Season/Spring Main Event_Groups Day 1_1_1,2026-06-10 15:07:00,26.11,EM 2026 Spring Main Event,E WIE EINFACH E-SPORTS,Misa Esports,Misa Esports,"['Pyke', 'Nautilus', 'Varus', 'Viktor', 'Jarvan IV']","['Orianna', 'Karma', 'Cassiopeia', 'Xin Zhao', 'Nocturne']","['Rumble', 'Naafiri', 'Sion', 'Caitlyn', 'Bard']","[""K'Sante"", 'Trundle', 'Anivia', 'Ezreal', 'Seraphine']",[],[],0,leaguepedia_cargo_patch_range,1,scoreboard_players_corrected
Streamers Clash/Season 4_Round 1_3_1,2026-06-10 15:10:00,26.11,Streamers Clash Season 4,SILNĚJŠÍ SE XNAPYM,FREEZŮV WOLT DŮCHOĎÁK,FREEZŮV WOLT DŮCHOĎÁK,"['Yuumi', 'Illaoi', 'Caitlyn', 'Ivern', 'Mordekaiser']","['Yone', 'Hwei', 'Skarner', 'Olaf', ""Bel'Veth""]","['Galio', 'Xin Zhao', 'Sylas', ""Kog'Maw"", 'Maokai']","['Malphite', 'Trundle', 'Heimerdinger', 'Sivir', 'Amumu']",[],[],0,leaguepedia_cargo_patch_range,1,scoreboard_players_corrected
EMEA Masters/2026 Season/Spring Main Event_Groups Day 1_3_2,2026-06-10 15:51:00,26.11,EM 2026 Spring Main Event,Partizan Sangal,G2 NORD,G2 NORD,"['Varus', 'Nocturne', 'Jarvan IV', 'Lulu', 'Braum']","['Anivia', 'Karma', 'Rumble', 'Pantheon', 'Skarner']","['Akali', 'Xin Zhao', 'Orianna', 'Sivir', 'Leona']","['Cassiopeia', 'Lee Sin', 'Viktor', 'Senna', 'Nautilus']",[],[],0,leaguepedia_cargo_patch_range,1,scoreboard_players_corrected
EMEA Masters/2026 Season/Spring Main Event_Groups Day 1_1_2,2026-06-10 15:53:00,26.11,EM 2026 Spring Main Event,Misa Esports,E WIE EINFACH E-SPORTS,Misa Esports,"['Karma', 'Jarvan IV', 'Lucian', 'Xin Zhao', 'Pantheon']","['Orianna', 'Pyke', 'Nautilus', 'Poppy', 'Nocturne']","['Jayce', 'Skarner', 'Viktor', 'Ashe', 'Lulu']","['Gnar', 'Dr. Mundo', 'Cassiopeia', 'Varus', 'Neeko']",[],[],1,leaguepedia_cargo_patch_range,0,scoreboard_players_corrected
EMEA Masters/2026 Season/Spring Main Event_Groups Day 1_4_2,2026-06-10 15:57:00,26.11,EM 2026 Spring Main Event,Solary,Bomba Team,Solary,"['Sion', 'Xin Zhao', 'Ashe', 'Skarner', 'Nocturne']","['Orianna', 'Jarvan IV', 'Bard', 'Alistar', 'Neeko']","['Jax', 'Zaahen', 'Ryze', 'Yunara', 'Rell']","['Varus', 'Pantheon', 'Aurora', 'Tristana', 'Leona']",[],[],1,leaguepedia_cargo_patch_range,0,scoreboard_players_corrected
EMEA Masters/2026 Season/Spring Main Event_Groups Day 1_2_2,2026-06-10 16:02:00,26.11,EM 2026 Spring Main Event,HMBLE,UCAM Esports,UCAM Esports,"['Cassiopeia', 'Jarvan IV', 'Ezreal', 'Anivia', 'Vayne']","['Orianna', 'Varus', 'Pyke', 'Gnar', 'Ziggs']","['Renekton', 'Poppy', 'Akali', 'Senna', 'Nautilus']","['Olaf', 'Pantheon', 'Viktor', 'Tristana', 'Rell']",[],[],0,leaguepedia_cargo_patch_range,1,scoreboard_players_corrected
Streamers Clash/Season 4_Round 1_3_2,2026-06-10 16:17:00,26.11,Streamers Clash Season 4,FREEZŮV WOLT DŮCHOĎÁK,SILNĚJŠÍ SE XNAPYM,SILNĚJŠÍ SE XNAPYM,"['Yone', 'Hwei', 'Skarner', 'Zoe', 'Aurelion Sol']","['Yuumi', 'Illaoi', 'Caitlyn', 'Zeri', 'Jarvan IV']","['Mordekaiser', 'Zyra', 'Veigar', 'Miss Fortune', 'Nautilus']","['Ornn', 'Nasus', 'Ahri', 'Brand', 'Senna']",[],[],0,leaguepedia_cargo_patch_range,1,scoreboard_players_corrected
EMEA Masters/2026 Season/Spring Main Event_Groups Day 1_5_1,2026-06-10 16:46:00,26.11,EM 2026 Spring Main Event,Team Heretics Academy,Karmine Corp Blue,Team Heretics Academy,"['Varus', 'Nautilus', 'Anivia', 'Lee Sin', 'Naafiri']","['Orianna', 'Bard', 'Cassiopeia', 'Aurora', 'Annie']","['Rumble', 'Jarvan IV', 'Ahri', 'Sivir', 'Karma']","[""K'Sante"", 'Pantheon', 'Ryze', 'Ezreal', 'Alistar']",[],[],1,leaguepedia_cargo_patch_range,0,scoreboard_players_corrected
EMEA Masters/2026 Season/Spring Main Event_Groups Day 1_8_1,2026-06-10 16:47:00,26.11,EM 2026 Spring Main Event,Eintracht Spandau,Anubis Gaming,Eintracht Spandau,"['Jarvan IV', 'Nautilus', 'Ryze', 'Taliyah', 'Akali']","['Orianna', 'Karma', 'Nocturne', 'Skarner', 'Sion']","['Rumble', 'Lee Sin', 'Azir', 'Lucian', 'Milio']","['Varus', 'Pantheon', 'Cassiopeia', 'Ezreal', 'Bard']",[],[],1,leaguepedia_cargo_patch_range,0,scoreboard_players_corrected
EMEA Masters/2026 Season/Spring Main Event_Groups Day 1_2_3,2026-06-10 16:51:00,26.11,EM 2026 Spring Main Event,HMBLE,UCAM Esports,UCAM Esports,"['Anivia', 'Orianna', 'Pyke', 'Fiora', 'Gwen']","['Cassiopeia', 'Bard', 'Skarner', 'Aurora', 'Syndra']","['Sion', 'Jarvan IV', 'Hwei', 'Lucian', 'Milio']","['Gnar', 'Xin Zhao', 'Ryze', 'Ezreal', 'Seraphine']",[],[],0,leaguepedia_cargo_patch_range,1,scoreboard_players_corrected
EMEA Masters/2026 Season/Spring Main Event_Groups Day 1_6_1,2026-06-10 16:57:00,26.11,EM 2026 Spring Main Event,PCIFIC Esports,Forsaken (Polish Team),PCIFIC Esports,"['Varus', 'Anivia', 'Rumble', 'Pantheon', 'Xin Zhao']","['Orianna', 'Jarvan IV', 'Lucian', 'Vi', 'Trundle']","['Sion', 'Dr. Mundo', 'Cassiopeia', 'Ashe', 'Seraphine']","['Gnar', 'Lee Sin', 'LeBlanc', 'Senna', 'Nautilus']",[],[],1,leaguepedia_cargo_patch_range,0,scoreboard_players_corrected
Streamers Clash/Season 4_Round 1_3_3,2026-06-10 17:15:00,26.11,Streamers Clash Season 4,SILNĚJŠÍ SE XNAPYM,FREEZŮV WOLT DŮCHOĎÁK,FREEZŮV WOLT DŮCHOĎÁK,"['Yuumi', 'Illaoi', 'Caitlyn', 'Varus', 'Aphelios']","['Yone', 'Hwei', 'Skarner', 'Mel', 'Irelia']","['Sion', 'Gwen', 'Ezreal', 'Swain', 'Rell']","['Shen', 'Jarvan IV', 'Morgana', 'Tristana', 'Seraphine']",[],[],0,leaguepedia_cargo_patch_range,1,scoreboard_players_corrected
EMEA Masters/2026 Season/Spring Main Event_Groups Day 1_7_1,2026-06-10 17:39:00,26.11,EM 2026 Spring Main Event,WLGaming Esports,Galions,Galions,"['Varus', 'Nautilus', 'Anivia', 'Irelia', 'Vayne']","['Orianna', 'Sion', 'Cassiopeia', 'Ahri', 'Aurora']","['Jayce', 'Xin Zhao', 'Annie', 'Ezreal', 'Karma']","[""K'Sante"", 'Jarvan IV', 'Ryze', 'Ashe', 'Seraphine']",[],[],0,leaguepedia_cargo_patch_range,1,scoreboard_players_corrected
EMEA Masters/2026 Season/Spring Main Event_Groups Day 1_5_2,2026-06-10 17:42:00,26.11,EM 2026 Spring Main Event,Team Heretics Academy,Karmine Corp Blue,Team Heretics Academy,"['Bard', 'Seraphine', 'LeBlanc', 'Vayne', 'Shen']","['Orianna', 'Varus', 'Cassiopeia', 'Jhin', ""Kai'Sa""]","['Sion', 'Xin Zhao', 'Akali', 'Lucian', 'Milio']","['Renekton', 'Vi', 'Anivia', 'Corki', 'Nautilus']",[],[],1,leaguepedia_cargo_patch_range,0,scoreboard_players_corrected
EMEA Masters/2026 Season/Spring Main Event_Groups Day 1_8_2,2026-06-10 17:54:00,26.11,EM 2026 Spring Main Event,Eintracht Spandau,Anubis Gaming,Eintracht Spandau,"['Jarvan IV', 'Nautilus', 'Ashe', 'Vayne', 'Gnar']","['Orianna', 'Karma', 'Nocturne', 'Sion', 'Syndra']","[""K'Sante"", 'Skarner', 'Viktor', 'Caitlyn', 'Neeko']","['Jayce', 'Xin Zhao', 'Anivia', 'Jhin', 'Alistar']",[],[],1,leaguepedia_cargo_patch_range,0,scoreboard_players_corrected
EMEA Masters/2026 Season/Spring Main Event_Groups Day 1_6_2,2026-06-10 17:56:00,26.11,EM 2026 Spring Main Event,PCIFIC Esports,Forsaken (Polish Team),Forsaken (Polish Team),"['Varus', 'Akali', 'Ezreal', 'Yorick', 'Xin Zhao']","['Orianna', 'Karma', 'Rumble', 'Ryze', 'Viktor']","['Malphite', 'Wukong', 'Aurora', 'Aphelios', 'Milio']","['Jayce', 'Jarvan IV', 'Twisted Fate', 'Lucian', 'Nami']",[],[],0,leaguepedia_cargo_patch_range,1,scoreboard_players_corrected
Esports World Cup 2026/Online Qualifiers/South America_Round 2_3_1,2026-06-10 18:07:00,26.11,Esports World Cup 2026 Online Qualifier: South America,LOUD,Fluxo W7M,LOUD,"['Orianna', 'Caitlyn', 'Naafiri', ""K'Sante"", 'Pantheon']","['Nocturne', 'Aatrox', 'Cassiopeia', 'Nautilus', 'Lucian']","['Ornn', 'Lee Sin', 'Ryze', 'Ezreal', 'Karma']","['Rumble', 'Jarvan IV', 'Yone', 'Jhin', 'Rakan']",[],[],1,leaguepedia_cargo_patch_range,0,scoreboard_players_corrected
Streamers Clash/Season 4_Round 1_4_1,2026-06-10 18:11:00,26.11,Streamers Clash Season 4,TYBLÁHO MEWING SOCIETY,STOPERCENTNÁ KAMILOVA TUTOFKA,STOPERCENTNÁ KAMILOVA TUTOFKA,"['Kayle', 'Amumu', 'Lissandra', 'Zaahen', 'Malphite']","['Irelia', 'Vayne', 'Yuumi', 'Trundle', 'Sylas']","['Yone', 'Skarner', 'Galio', 'Brand', 'Braum']","['Darius', 'Nasus', 'Veigar', 'Ashe', 'Maokai']",[],[],0,leaguepedia_cargo_patch_range,1,scoreboard_players_corrected
EMEA Masters/2026 Season/Spring Main Event_Groups Day 1_7_2,2026-06-10 18:22:00,26.11,EM 2026 Spring Main Event,Galions,WLGaming Esports,Galions,"['Nautilus', 'Nocturne', 'Pantheon', 'Gwen', 'Varus']","['Orianna', 'Cassiopeia', 'Vi', 'Neeko', 'Sion']","['Rumble', 'Wukong', 'Anivia', 'Caitlyn', 'Pyke']","['Gnar', 'Skarner', 'Aurora', 'Jhin', 'Bard']",[],[],1,leaguepedia_cargo_patch_range,0,scoreboard_players_corrected
EMEA Masters/2026 Season/Spring Main Event_Groups Day 1_6_3,2026-06-10 18:58:00,26.11,EM 2026 Spring Main Event,PCIFIC Esports,Forsaken (Polish Team),Forsaken (Polish Team),"['Pantheon', 'Anivia', 'Varus', 'Xin Zhao', 'Skarner']","['Karma', 'Orianna', 'Ryze', 'Akali', 'Trundle']","['Rumble', 'Vi', 'Ahri', ""Kai'Sa"", 'Neeko']","['Yorick', 'Nocturne', 'Sylas', 'Ezreal', 'Rakan']",[],[],0,leaguepedia_cargo_patch_range,1,scoreboard_players_corrected
Esports World Cup 2026/Online Qualifiers/South America_Round 2_3_2,2026-06-10 19:10:00,26.11,Esports World Cup 2026 Online Qualifier: South America,LOUD,Fluxo W7M,LOUD,"['Orianna', 'Caitlyn', 'Naafiri', 'Annie', 'Aurora']","['Cassiopeia', 'Nocturne', 'Aatrox', 'Gwen', 'LeBlanc']","['Sion', 'Trundle', 'Twisted Fate', 'Lucian', 'Milio']","['Gnar', 'Pantheon', 'Zoe', 'Senna', 'Nautilus']",[],[],1,leaguepedia_cargo_patch_range,0,scoreboard_players_corrected
