match_id,date,patch,tournament,blue_team,red_team,winner,blue_bans,red_bans,blue_picks,red_picks,blue_roster,red_roster,blue_win,data_source,red_win,pick_source
Arabian League 2nd Division/2026 Season/Spring Split_Week 4_2_1,2026-04-30 18:09:00,26.09,Arabian League 2nd Division 2026 Spring,Victorious Demons,Lunaris Esports (MENA Team),Victorious Demons,"['Zoe', 'Fiora', 'Jarvan IV', 'Ahri', 'Aurora']","['Neeko', 'Karma', 'Orianna', 'Ryze', 'Sylas']","['Renekton', 'Ambessa', 'Galio', 'Ezreal', 'Bard']","['Jax', 'Nocturne', 'LeBlanc', 'Varus', 'Nautilus']",[],[],1,leaguepedia_cargo_patch_range,0,scoreboard_players_corrected
Arabian League 2nd Division/2026 Season/Spring Split_Week 4_1_1,2026-04-30 18:19:00,26.09,Arabian League 2nd Division 2026 Spring,Team Depressed,Pegasus Esports,Pegasus Esports,"['Nautilus', 'Zaahen', 'Alistar', 'Ezreal', 'Caitlyn']","[""Rek'Sai"", 'Anivia', 'Lulu', 'Akali', 'Ambessa']","['Gwen', 'Pantheon', 'Syndra', 'Corki', 'Nami']","['Sion', 'Aatrox', 'Mel', 'Yunara', 'Karma']",[],[],0,leaguepedia_cargo_patch_range,1,scoreboard_players_corrected
Arabian League 2nd Division/2026 Season/Spring Split_Week 4_2_2,2026-04-30 18:56:00,26.09,Arabian League 2nd Division 2026 Spring,Lunaris Esports (MENA Team),Victorious Demons,Victorious Demons,"['Neeko', 'Sylas', 'Karma', 'Rakan', 'Rell']","['Zoe', 'Fiora', 'Jarvan IV', 'Leona', 'Alistar']","['Gnar', 'Xin Zhao', 'Orianna', ""Kai'Sa"", 'Thresh']","['Irelia', 'Wukong', 'Ryze', 'Caitlyn', 'Morgana']",[],[],0,leaguepedia_cargo_patch_range,1,scoreboard_players_corrected
Arabian League 2nd Division/2026 Season/Spring Split_Week 4_1_2,2026-04-30 19:05:00,26.09,Arabian League 2nd Division 2026 Spring,Pegasus Esports,Team Depressed,Team Depressed,"[""Rek'Sai"", 'Anivia', 'Lulu', 'Akali', 'Caitlyn']","['Nautilus', 'Zaahen', 'Ashe', 'Alistar', 'Ahri']","[""K'Sante"", 'Xin Zhao', 'Zoe', 'Ezreal', 'Rakan']","['Ambessa', 'Trundle', 'Annie', ""Kai'Sa"", 'Neeko']",[],[],0,leaguepedia_cargo_patch_range,1,scoreboard_players_corrected
Arabian League 2nd Division/2026 Season/Spring Split_Week 4_1_3,2026-04-30 19:55:00,26.09,Arabian League 2nd Division 2026 Spring,Team Depressed,Pegasus Esports,Pegasus Esports,"['Zaahen', 'Nautilus', 'Rumble', 'Lucian', 'Orianna']","[""Rek'Sai"", 'Anivia', 'Lulu', 'Caitlyn', 'Olaf']","['Dr. Mundo', 'Jarvan IV', 'Sylas', 'Jhin', 'Bard']","['Ornn', 'Nocturne', 'Cassiopeia', 'Vayne', 'Braum']",[],[],0,leaguepedia_cargo_patch_range,1,scoreboard_players_corrected
Arabian League/2026 Season/Spring Split_Last Stand_1_1,2026-05-01 16:14:00,26.09,Arabian League 2026 Spring,One More Esports,JSK Esports,One More Esports,"['Zaahen', 'Nocturne', 'Pantheon', 'Nami', 'Leona']","['Orianna', 'Karma', 'Xin Zhao', 'Galio', 'Viktor']","['Gnar', 'Jarvan IV', 'Mel', 'Tristana', 'Lulu']","['Ambessa', 'Naafiri', 'LeBlanc', 'Ezreal', 'Thresh']",[],[],1,leaguepedia_cargo_patch_range,0,scoreboard_players_corrected
Arabian League/2026 Season/Spring Split_Last Stand_1_2,2026-05-01 17:23:00,26.09,Arabian League 2026 Spring,One More Esports,JSK Esports,One More Esports,"['Nocturne', 'Pantheon', 'Aurora', 'Akali', 'Syndra']","['Orianna', 'Xin Zhao', 'Karma', 'Galio', 'Rumble']","['Renekton', 'Wukong', 'Annie', 'Ashe', 'Seraphine']","['Jayce', 'Skarner', 'Ahri', 'Corki', 'Nami']",[],[],1,leaguepedia_cargo_patch_range,0,scoreboard_players_corrected
Arabian League/2026 Season/Spring Split_Last Stand_2_1,2026-05-01 18:39:00,26.09,Arabian League 2026 Spring,3BL Esports,GnG Amazigh,GnG Amazigh,"['Caitlyn', 'Nocturne', 'Orianna', 'Kled', ""K'Sante""]","['Pantheon', 'Rell', 'Neeko', 'Akali', 'Ahri']","['Sion', 'Xin Zhao', 'Aurora', ""Kai'Sa"", 'Nautilus']","['Zaahen', 'Jarvan IV', 'Viktor', 'Yunara', 'Braum']",[],[],0,leaguepedia_cargo_patch_range,1,scoreboard_players_corrected
Arabian League/2026 Season/Spring Split_Last Stand_2_2,2026-05-01 19:37:00,26.09,Arabian League 2026 Spring,GnG Amazigh,3BL Esports,3BL Esports,"['Rell', 'Akali', 'Pantheon', 'Neeko', 'Varus']","['Nocturne', 'Orianna', 'Karma', 'Ezreal', 'Sivir']","[""K'Sante"", 'Naafiri', 'Ryze', 'Xayah', 'Rakan']","['Gnar', 'Wukong', 'Syndra', 'Corki', 'Nami']",[],[],0,leaguepedia_cargo_patch_range,1,scoreboard_players_corrected
Arabian League/2026 Season/Spring Split_Last Stand_2_3,2026-05-01 20:29:00,26.09,Arabian League 2026 Spring,3BL Esports,GnG Amazigh,3BL Esports,"['Nocturne', 'Orianna', 'Ezreal', 'Qiyana', ""Kha'Zix""]","['Pantheon', 'Rell', 'Akali', 'LeBlanc', 'Sylas']","['Galio', 'Lee Sin', 'Lissandra', 'Sivir', 'Karma']","['Rumble', 'Vi', 'Ahri', 'Jhin', 'Alistar']",[],[],1,leaguepedia_cargo_patch_range,0,scoreboard_players_corrected
LCP/2026 Season/Split 2_Week 5_1_1,2026-05-02 09:19:00,26.09,LCP 2026 Split 2,Ground Zero Gaming,MVK Esports,MVK Esports,"['Rumble', 'Bard', 'Pantheon', 'Mel', 'Pyke']","['Karma', 'Nocturne', 'Ezreal', 'Renekton', 'Annie']","['Ambessa', 'Xin Zhao', 'Ryze', 'Lucian', 'Milio']","['Yorick', 'Jarvan IV', 'Cassiopeia', 'Ashe', 'Seraphine']",[],[],0,leaguepedia_cargo_patch_range,1,scoreboard_players_corrected
LCP/2026 Season/Split 2_Week 5_1_2,2026-05-02 10:09:00,26.09,LCP 2026 Split 2,Ground Zero Gaming,MVK Esports,MVK Esports,"['Bard', 'Gnar', ""K'Sante"", 'Shyvana', 'Lee Sin']","['Karma', 'Nocturne', 'Pantheon', 'Sivir', 'Ezreal']","['Sion', 'Vi', 'Orianna', 'Varus', 'Nautilus']","['Rumble', 'Naafiri', 'Hwei', 'Jhin', 'Pyke']",[],[],0,leaguepedia_cargo_patch_range,1,scoreboard_players_corrected
LCP/2026 Season/Split 2_Week 5_2_1,2026-05-02 11:17:00,26.09,LCP 2026 Split 2,Deep Cross Gaming,GAM Esports,Deep Cross Gaming,"['Nautilus', 'Nocturne', 'Sion', 'Bard', 'Pyke']","['Rumble', 'Orianna', 'Jayce', 'Lee Sin', 'Pantheon']","['Vayne', 'Jarvan IV', 'Anivia', 'Ezreal', 'Alistar']","['Gnar', 'Naafiri', 'Ryze', 'Sivir', 'Karma']",[],[],1,leaguepedia_cargo_patch_range,0,scoreboard_players_corrected
LCP/2026 Season/Split 2_Week 5_2_2,2026-05-02 12:11:00,26.09,LCP 2026 Split 2,Deep Cross Gaming,GAM Esports,GAM Esports,"['Nautilus', 'Varus', 'Lee Sin', 'Lucian', 'Ashe']","['Rumble', 'Orianna', 'Nocturne', 'Caitlyn', 'Taliyah']","['Jayce', 'Xin Zhao', 'Twisted Fate', 'Jhin', 'Blitzcrank']","['Yorick', 'Pantheon', 'Aurora', 'Corki', 'Bard']",[],[],0,leaguepedia_cargo_patch_range,1,scoreboard_players_corrected
LCP/2026 Season/Split 2_Week 5_2_3,2026-05-02 13:03:00,26.09,LCP 2026 Split 2,Deep Cross Gaming,GAM Esports,GAM Esports,"['Akali', 'Lucian', 'Varus', 'Caitlyn', 'Pyke']","['Nocturne', 'Orianna', 'Rumble', 'Nautilus', 'Ashe']","['Renekton', 'Wukong', 'Annie', 'Xayah', 'Lulu']","['Gwen', 'Lee Sin', 'Galio', 'Yunara', 'Milio']",[],[],0,leaguepedia_cargo_patch_range,1,scoreboard_players_corrected
LEC/2026 Season/Spring Season_Week 6_1_1,2026-05-02 15:08:00,26.09,LEC 2026 Spring,Team Heretics,Fnatic,Fnatic,"['Nautilus', 'Varus', 'Karma', 'Vayne', ""K'Sante""]","['Vi', 'Orianna', 'Ryze', 'LeBlanc', 'Ahri']","['Ambessa', 'Nocturne', 'Aurora', 'Caitlyn', 'Bard']","['Rumble', 'Jarvan IV', 'Azir', 'Ezreal', 'Seraphine']",[],[],0,leaguepedia_cargo_patch_range,1,scoreboard_players_corrected
LEC/2026 Season/Spring Season_Week 6_1_2,2026-05-02 15:57:00,26.09,LEC 2026 Spring,Fnatic,Team Heretics,Fnatic,"['Nautilus', 'Varus', 'Ryze', 'Vayne', 'Jayce']","['Vi', 'Orianna', 'Karma', 'Akali', 'Sion']","['Gnar', 'Zaahen', 'Viktor', 'Yunara', 'Lulu']","['Irelia', 'Xin Zhao', 'Mel', 'Lucian', 'Nami']",[],[],1,leaguepedia_cargo_patch_range,0,scoreboard_players_corrected
CBLOL/2026 Season/Split 1_Week 6_1_1,2026-05-02 16:10:00,26.09,CBLOL 2026 Split 1,paiN Gaming,Leviatan,paiN Gaming,"['Karma', 'Varus', 'Ambessa', 'Aurora', 'Ezreal']","['Orianna', 'Caitlyn', 'Jarvan IV', 'Nautilus', 'Bard']","['Rumble', 'Vi', 'Ahri', 'Lucian', 'Milio']","[""K'Sante"", 'Nocturne', 'Lissandra', ""Kai'Sa"", 'Neeko']",[],[],1,leaguepedia_cargo_patch_range,0,scoreboard_players_corrected
CBLOL/2026 Season/Split 1_Week 6_1_2,2026-05-02 16:56:00,26.09,CBLOL 2026 Split 1,paiN Gaming,Leviatan,paiN Gaming,"['Karma', 'Varus', 'Bard', 'Ryze', 'Gwen']","['Caitlyn', 'Jarvan IV', 'Orianna', 'Gnar', 'Viktor']","['Sion', 'Pantheon', 'Aurora', 'Corki', 'Nami']","['Renekton', 'Skarner', 'Zoe', 'Ezreal', 'Nautilus']",[],[],1,leaguepedia_cargo_patch_range,0,scoreboard_players_corrected
LEC/2026 Season/Spring Season_Week 6_2_1,2026-05-02 16:58:00,26.09,LEC 2026 Spring,SK Gaming,Team Vitality,Team Vitality,"['Varus', 'Nautilus', 'Ezreal', 'Vayne', 'Braum']","['Rumble', 'Orianna', 'Akali', 'Yone', 'Taliyah']","['Shyvana', 'Pantheon', 'Ekko', 'Jhin', 'Rell']","['Jayce', 'Jarvan IV', 'Azir', 'Caitlyn', 'Bard']",[],[],0,leaguepedia_cargo_patch_range,1,scoreboard_players_corrected
LEC/2026 Season/Spring Season_Week 6_2_2,2026-05-02 17:50:00,26.09,LEC 2026 Spring,SK Gaming,Team Vitality,SK Gaming,"['Nautilus', 'Varus', 'Akali', 'Rumble', 'Ryze']","['Nocturne', 'Ashe', 'Orianna', 'Renekton', 'Sion']","['Anivia', 'Vi', 'Yasuo', ""Kai'Sa"", 'Rakan']","['Gnar', 'Xin Zhao', 'Ahri', 'Ezreal', 'Nami']",[],[],1,leaguepedia_cargo_patch_range,0,scoreboard_players_corrected
CBLOL/2026 Season/Split 1_Week 6_2_1,2026-05-02 18:00:00,26.09,CBLOL 2026 Split 1,RED Canids,FURIA,RED Canids,"['Jarvan IV', 'Bard', 'Nocturne', 'Nautilus', 'Neeko']","['Seraphine', 'Lucian', 'Pantheon', 'Ezreal', 'Karma']","['Rumble', 'Trundle', 'Anivia', 'Varus', 'Alistar']","[""K'Sante"", 'Xin Zhao', 'Annie', 'Zeri', 'Yuumi']",[],[],1,leaguepedia_cargo_patch_range,0,scoreboard_players_corrected
Arabian League 2nd Division/2026 Season/Spring Split_Week 4_4_1,2026-05-02 18:11:00,26.09,Arabian League 2nd Division 2026 Spring,Pyramid IV Esports,Lunaris Esports (MENA Team),Pyramid IV Esports,"['Karma', 'Rumble', 'Zoe', 'Fiora', 'Gnar']","['Neeko', 'Orianna', 'Jarvan IV', 'Braum', 'LeBlanc']","['Olaf', 'Ambessa', 'Hwei', ""Kai'Sa"", 'Rell']","['Jax', 'Wukong', 'Ahri', 'Ezreal', 'Nautilus']",[],[],1,leaguepedia_cargo_patch_range,0,scoreboard_players_corrected
Arabian League 2nd Division/2026 Season/Spring Split_Week 4_5_1,2026-05-02 18:13:00,26.09,Arabian League 2nd Division 2026 Spring,Victorious Demons,NextGeneration Esports,Victorious Demons,"['Vi', 'Nautilus', 'Irelia', 'Bard', 'Alistar']","['Orianna', 'Karma', 'Ambessa', 'Gnar', 'Ezreal']","['Ornn', 'Jarvan IV', 'Ryze', 'Corki', 'Neeko']","[""K'Sante"", 'Wukong', 'Syndra', 'Caitlyn', 'Nami']",[],[],1,leaguepedia_cargo_patch_range,0,scoreboard_players_corrected
Arabian League 2nd Division/2026 Season/Spring Split_Week 4_3_1,2026-05-02 18:19:00,26.09,Arabian League 2nd Division 2026 Spring,JSK Academy,Team Depressed,JSK Academy,"[""Rek'Sai"", 'Aphelios', 'Corki', 'Shen', 'Sylas']","['Aatrox', 'Ashe', 'Karma', 'Orianna', 'LeBlanc']","['Gwen', 'Wukong', 'Galio', 'Caitlyn', 'Neeko']","['Akali', 'Xin Zhao', 'Taliyah', 'Ezreal', 'Bard']",[],[],1,leaguepedia_cargo_patch_range,0,scoreboard_players_corrected
LEC/2026 Season/Spring Season_Week 6_2_3,2026-05-02 18:34:00,26.09,LEC 2026 Spring,Team Vitality,SK Gaming,Team Vitality,"['Varus', 'Nautilus', 'Nocturne', 'Sion', 'Renekton']","['Orianna', 'Ashe', 'Rumble', 'Sejuani', 'Akali']","['Aatrox', 'Wukong', 'Syndra', 'Lucian', 'Milio']","['Ryze', 'Zaahen', 'Irelia', ""Kog'Maw"", 'Lulu']",[],[],1,leaguepedia_cargo_patch_range,0,scoreboard_players_corrected
Arabian League 2nd Division/2026 Season/Spring Split_Week 4_4_2,2026-05-02 18:57:00,26.09,Arabian League 2nd Division 2026 Spring,Lunaris Esports (MENA Team),Pyramid IV Esports,Pyramid IV Esports,"['Pantheon', 'Ashe', 'Neeko', 'Nami', 'Aphelios']","['Jarvan IV', 'Karma', 'Smolder', 'Yunara']","['Rumble', 'Vi', 'Orianna', 'Draven', 'Thresh']","[""K'Sante"", 'Xin Zhao', 'LeBlanc', 'Tristana', 'Braum']",[],[],0,leaguepedia_cargo_patch_range,1,scoreboard_players_corrected
CBLOL/2026 Season/Split 1_Week 6_2_2,2026-05-02 19:02:00,26.09,CBLOL 2026 Split 1,RED Canids,FURIA,FURIA,"['Seraphine', 'Ezreal', 'Karma', 'Skarner', 'Sion']","['Bard', 'Jarvan IV', 'Nautilus', 'LeBlanc', 'Akali']","['Renekton', 'Nocturne', 'Ryze', 'Lucian', 'Nami']","['Gnar', 'Pantheon', 'Orianna', 'Caitlyn', 'Milio']",[],[],0,leaguepedia_cargo_patch_range,1,scoreboard_players_corrected
Arabian League 2nd Division/2026 Season/Spring Split_Week 4_3_2,2026-05-02 19:20:00,26.09,Arabian League 2nd Division 2026 Spring,JSK Academy,Team Depressed,JSK Academy,"[""Rek'Sai"", 'Aphelios', 'Corki', 'Shen', 'Anivia']","['Ashe', 'Aatrox', 'Karma', 'LeBlanc', 'Ahri']","['Sion', 'Jarvan IV', 'Zoe', 'Tristana', 'Lulu']","['Ambessa', 'Pantheon', 'Orianna', 'Yunara', 'Braum']",[],[],1,leaguepedia_cargo_patch_range,0,scoreboard_players_corrected
Arabian League 2nd Division/2026 Season/Spring Split_Week 4_5_2,2026-05-02 19:23:00,26.09,Arabian League 2nd Division 2026 Spring,Victorious Demons,NextGeneration Esports,NextGeneration Esports,"['Vi', 'Irelia', 'Nautilus', 'Sion', 'Ahri']","['Orianna', 'Karma', 'Ambessa', 'LeBlanc', 'Sylas']","['Rumble', 'Pantheon', 'Taliyah', 'Ezreal', 'Bard']","['Kennen', 'Xin Zhao', 'Akali', 'Ashe', 'Seraphine']",[],[],0,leaguepedia_cargo_patch_range,1,scoreboard_players_corrected
CBLOL/2026 Season/Split 1_Week 6_2_3,2026-05-02 20:01:00,26.09,CBLOL 2026 Split 1,FURIA,RED Canids,FURIA,"['Seraphine', 'Ezreal', 'Karma', 'Viktor', 'Yorick']","['Bard', 'Jarvan IV', 'Nautilus', 'LeBlanc', 'Syndra']","['Sion', 'Zaahen', 'Twisted Fate', 'Yunara', 'Lulu']","['Aatrox', 'Jayce', 'Aurora', 'Jhin', 'Neeko']",[],[],1,leaguepedia_cargo_patch_range,0,scoreboard_players_corrected
LCS/2026 Season/Spring Season_Week 5_1_1,2026-05-02 20:10:00,26.09,LCS 2026 Spring,Dignitas,Cloud9,Cloud9,"['Varus', 'Anivia', 'Karma', 'Aurora', 'Azir']","['Orianna', 'Pantheon', 'Bard', 'Xin Zhao', 'Nocturne']","['Rumble', 'Jarvan IV', 'Hwei', 'Ashe', 'Lulu']","['Ornn', 'Wukong', 'Annie', 'Ezreal', 'Seraphine']",[],[],0,leaguepedia_cargo_patch_range,1,scoreboard_players_corrected
Arabian League 2nd Division/2026 Season/Spring Split_Week 4_5_3,2026-05-02 20:32:00,26.09,Arabian League 2nd Division 2026 Spring,NextGeneration Esports,Victorious Demons,NextGeneration Esports,"['Ambessa', 'Qiyana', 'Aatrox', 'Dr. Mundo', 'Milio']","['Vi', 'Karma', 'Orianna', 'Nautilus', 'Lulu']","['Gragas', 'Sejuani', 'Irelia', 'Varus', 'Thresh']","['Vayne', 'Jax', 'LeBlanc', 'Yunara', 'Alistar']",[],[],1,leaguepedia_cargo_patch_range,0,scoreboard_players_corrected
LCS/2026 Season/Spring Season_Week 5_1_2,2026-05-02 21:02:00,26.09,LCS 2026 Spring,Cloud9,Dignitas,Dignitas,"['Azir', 'Nautilus', 'LeBlanc', 'Pantheon', 'Naafiri']","['Orianna', 'Karma', 'Ziggs', 'Rakan', 'Ambessa']","['Varus', 'Nocturne', 'Galio', 'Caitlyn', 'Neeko']","['Jax', 'Xin Zhao', 'Taliyah', 'Lucian', 'Nami']",[],[],0,leaguepedia_cargo_patch_range,1,scoreboard_players_corrected
LCS/2026 Season/Spring Season_Week 5_1_3,2026-05-02 21:55:00,26.09,LCS 2026 Spring,Dignitas,Cloud9,Cloud9,"['Bard', 'Ziggs', 'Ambessa', 'Renekton', 'Gwen']","['Orianna', 'Karma', 'Pantheon', 'Anivia', 'Syndra']","['Sion', 'Vi', 'Viktor', 'Xayah', 'Rakan']","['Gnar', 'Sejuani', 'Cassiopeia', 'Corki', 'Alistar']",[],[],0,leaguepedia_cargo_patch_range,1,scoreboard_players_corrected
LCS/2026 Season/Spring Season_Week 5_2_1,2026-05-02 22:48:00,26.09,LCS 2026 Spring,Disguised,Team Liquid,Team Liquid,"['Nocturne', 'Varus', 'Orianna', 'Mel', 'Nautilus']","['Karma', 'Jarvan IV', 'Bard', 'Anivia', 'Xin Zhao']","['Rumble', 'Pantheon', 'Ryze', 'Ezreal', 'Nami']","['Ornn', 'Sejuani', 'Yone', 'Ashe', 'Seraphine']",[],[],0,leaguepedia_cargo_patch_range,1,scoreboard_players_corrected
LCS/2026 Season/Spring Season_Week 5_2_2,2026-05-02 23:35:00,26.09,LCS 2026 Spring,Team Liquid,Disguised,Team Liquid,"['Varus', 'Nocturne', 'Akali', 'Lucian', 'Caitlyn']","['Karma', 'Jarvan IV', 'Orianna', 'Yorick', 'Sion']","['Gragas', 'Lee Sin', 'Annie', 'Xayah', 'Rakan']","['Jayce', 'Vi', 'Taliyah', ""Kai'Sa"", 'Alistar']",[],[],1,leaguepedia_cargo_patch_range,0,scoreboard_players_corrected
LPL/2026 Season/Split 2_Week 5_12_1,2026-05-03 09:12:00,26.09,LPL 2026 Split 2,LNG Esports,ThunderTalk Gaming,LNG Esports,"['Rumble', 'Xin Zhao', 'Varus', 'Jhin', 'Sivir']","['Orianna', 'Ambessa', 'Seraphine', 'Azir', 'Ryze']","['Yorick', 'Lee Sin', 'Annie', 'Yunara', 'Karma']","['Jayce', 'Jarvan IV', 'Aurora', 'Ezreal', 'Bard']",[],[],1,leaguepedia_cargo_patch_range,0,scoreboard_players_corrected
LCP/2026 Season/Split 2_Week 5_3_1,2026-05-03 09:22:00,26.09,LCP 2026 Split 2,Fukuoka SoftBank HAWKS gaming,DetonatioN FocusMe,Fukuoka SoftBank HAWKS gaming,"['Rumble', 'Karma', 'Lee Sin', 'Nautilus', 'Lucian']","['Orianna', 'Nocturne', 'Pantheon', 'Ashe', 'Caitlyn']","['Zaahen', 'Xin Zhao', 'Ryze', 'Yunara', 'Pyke']","['Renekton', 'Jarvan IV', 'Anivia', 'Varus', 'Bard']",[],[],1,leaguepedia_cargo_patch_range,0,scoreboard_players_corrected
LPL/2026 Season/Split 2_Week 5_12_2,2026-05-03 10:03:00,26.09,LPL 2026 Split 2,LNG Esports,ThunderTalk Gaming,ThunderTalk Gaming,"['Rumble', 'Nocturne', 'Lucian', 'Nautilus', 'Twisted Fate']","['Orianna', 'Ambessa', 'Vi', 'Vayne', 'Jax']","['Gnar', 'Xin Zhao', 'Ahri', 'Varus', 'Rakan']","['Nidalee', 'Pantheon', 'Taliyah', 'Ashe', 'Seraphine']",[],[],0,leaguepedia_cargo_patch_range,1,scoreboard_players_corrected
LCP/2026 Season/Split 2_Week 5_3_2,2026-05-03 10:14:00,26.09,LCP 2026 Split 2,DetonatioN FocusMe,Fukuoka SoftBank HAWKS gaming,DetonatioN FocusMe,"['Karma', 'Lee Sin', ""K'Sante"", 'Nautilus', 'Ashe']","['Orianna', 'Nocturne', 'Pantheon', 'Yone', 'Annie']","['Rumble', 'Skarner', 'Viktor', 'Lucian', 'Milio']","['Yorick', 'Vi', 'Aurora', 'Xayah', 'Rakan']",[],[],1,leaguepedia_cargo_patch_range,0,scoreboard_players_corrected
LPL/2026 Season/Split 2_Week 5_12_3,2026-05-03 10:59:00,26.09,LPL 2026 Split 2,ThunderTalk Gaming,LNG Esports,LNG Esports,"['Ambessa', 'Vi', 'Naafiri', 'Skarner', 'Azir']","['Orianna', 'Nocturne', 'Lucian', 'Trundle', 'Akali']","[""K'Sante"", 'Maokai', 'Ryze', 'Corki', 'Nami']","['Rumble', 'Sejuani', 'Yone', 'Aphelios', 'Lulu']",[],[],0,leaguepedia_cargo_patch_range,1,scoreboard_players_corrected
LCP/2026 Season/Split 2_Week 5_3_3,2026-05-03 11:17:00,26.09,LCP 2026 Split 2,DetonatioN FocusMe,Fukuoka SoftBank HAWKS gaming,Fukuoka SoftBank HAWKS gaming,"['Orianna', 'Nocturne', 'Caitlyn', 'Nautilus', 'Rell']","['Lee Sin', 'Karma', 'Pantheon', 'Galio', 'Akali']","['Vayne', 'Wukong', 'Annie', 'Mel', 'Shen']","[""K'Sante"", 'Naafiri', 'Taliyah', 'Ashe', 'Seraphine']",[],[],0,leaguepedia_cargo_patch_range,1,scoreboard_players_corrected
LPL/2026 Season/Split 2_Week 5_13_1,2026-05-03 12:00:00,26.09,LPL 2026 Split 2,Ninjas in Pyjamas.CN,Bilibili Gaming,Bilibili Gaming,"['Varus', 'Lucian', 'Rumble', 'Vi', 'Vayne']","['Orianna', 'Ezreal', 'Ashe', 'Aurora', 'Akali']","['Jayce', 'Nocturne', 'Annie', 'Yunara', 'Lulu']","['Gnar', 'Jarvan IV', 'Ryze', 'Corki', 'Nami']",[],[],0,leaguepedia_cargo_patch_range,1,scoreboard_players_corrected
LCP/2026 Season/Split 2_Week 5_4_1,2026-05-03 12:29:00,26.09,LCP 2026 Split 2,CTBC Flying Oyster,Team Secret Whales,CTBC Flying Oyster,"['Ashe', 'Pantheon', 'Lucian', 'Naafiri', 'Vi']","['Nocturne', 'Jarvan IV', 'Bard', ""K'Sante"", 'Orianna']","['Rumble', 'Trundle', 'Cassiopeia', 'Ezreal', 'Nautilus']","['Varus', 'Xin Zhao', 'Ryze', 'Sivir', 'Karma']",[],[],1,leaguepedia_cargo_patch_range,0,scoreboard_players_corrected
LPL/2026 Season/Split 2_Week 5_13_2,2026-05-03 13:04:00,26.09,LPL 2026 Split 2,Bilibili Gaming,Ninjas in Pyjamas.CN,Ninjas in Pyjamas.CN,"['Ezreal', 'Ambessa', 'Ashe', 'Aurora', 'Lissandra']","['Orianna', 'Varus', 'Lucian', 'Nautilus', 'Karma']","['Rumble', 'Sejuani', 'Yone', 'Caitlyn', 'Bard']","['Anivia', 'Vi', 'Ahri', 'Jhin', 'Seraphine']",[],[],0,leaguepedia_cargo_patch_range,1,scoreboard_players_corrected
LCP/2026 Season/Split 2_Week 5_4_2,2026-05-03 13:24:00,26.09,LCP 2026 Split 2,CTBC Flying Oyster,Team Secret Whales,Team Secret Whales,"['Nocturne', 'Bard', 'Jarvan IV', 'Vi', 'Wukong']","['Ashe', 'Orianna', 'Pantheon', 'Naafiri', 'Lee Sin']","['Jayce', 'Sejuani', 'Annie', 'Corki', 'Nami']","['Olaf', 'Skarner', 'Hwei', 'Lucian', 'Milio']",[],[],0,leaguepedia_cargo_patch_range,1,scoreboard_players_corrected
LPL/2026 Season/Split 2_Week 5_13_3,2026-05-03 14:00:00,26.09,LPL 2026 Split 2,Ninjas in Pyjamas.CN,Bilibili Gaming,Bilibili Gaming,"['Twisted Fate', 'Lucian', 'Renekton', 'Naafiri', 'Malzahar']","['Orianna', 'Ezreal', 'Ambessa', 'Renata Glasc', 'Rakan']","['Aurora', 'Pantheon', 'Sylas', 'Miss Fortune', 'Gragas']","['Sion', 'Xin Zhao', 'LeBlanc', 'Varus', 'Alistar']",[],[],0,leaguepedia_cargo_patch_range,1,scoreboard_players_corrected
LCP/2026 Season/Split 2_Week 5_4_3,2026-05-03 14:23:00,26.09,LCP 2026 Split 2,Team Secret Whales,CTBC Flying Oyster,Team Secret Whales,"['Bard', 'Jarvan IV', 'Pantheon', 'Xayah', 'Kalista']","['Ashe', 'Orianna', 'Nocturne', 'Ahri', 'Viktor']","['Gnar', 'Naafiri', 'Aurora', 'Caitlyn', 'Lux']","['Yorick', 'Vi', 'Taliyah', 'Yunara', 'Lulu']",[],[],1,leaguepedia_cargo_patch_range,0,scoreboard_players_corrected
LEC/2026 Season/Spring Season_Week 6_3_1,2026-05-03 15:08:00,26.09,LEC 2026 Spring,Team Heretics,Shifters,Shifters,"['Nautilus', 'Jarvan IV', 'Varus', 'Ziggs', 'Bard']","['Orianna', 'Karma', 'Ryze', 'Xin Zhao', 'Wukong']","['Jayce', 'Nocturne', 'Aurora', 'Zeri', 'Yuumi']","['Rumble', 'Pantheon', 'Anivia', 'Ashe', 'Seraphine']",[],[],0,leaguepedia_cargo_patch_range,1,scoreboard_players_corrected
CBLOL/2026 Season/Split 1_Week 6_3_1,2026-05-03 16:10:00,26.09,CBLOL 2026 Split 1,Fluxo W7M,LØS,LØS,"['Orianna', 'Nocturne', 'Caitlyn', 'Vayne', 'Ezreal']","['Karma', 'Rumble', 'Jarvan IV', 'Sylas', 'Jayce']","[""K'Sante"", 'Pantheon', 'Cassiopeia', 'Sivir', 'Bard']","['Gnar', 'Trundle', 'Ryze', 'Varus', 'Alistar']",[],[],0,leaguepedia_cargo_patch_range,1,scoreboard_players_corrected
LEC/2026 Season/Spring Season_Week 6_3_2,2026-05-03 16:12:00,26.09,LEC 2026 Spring,Team Heretics,Shifters,Shifters,"['Nautilus', 'Milio', 'Karma', 'Vayne', 'Renekton']","['Orianna', 'Ryze', 'Jarvan IV', 'LeBlanc', 'Vi']","['Ambessa', 'Skarner', 'Annie', 'Varus', 'Neeko']","['Gnar', 'Wukong', 'Ahri', 'Ezreal', 'Bard']",[],[],0,leaguepedia_cargo_patch_range,1,scoreboard_players_corrected
