match_id,side_proxy,team,old_picks,scoreboard_picks,corrected,scoreboard_pick_count
LFL/2026 Season/Spring Playoffs_Round 2_1_1,blue,Karmine Corp Blue,Ezreal + Bard + Anivia + Rek'Sai + Renekton,Renekton + Rek'Sai + Anivia + Ezreal + Bard,False,5
LFL/2026 Season/Spring Playoffs_Round 2_1_1,red,TLN Pirates,Karma + Yunara + Vi + Ziggs + Ornn,Ornn + Vi + Ziggs + Yunara + Karma,False,5
Arabian League/2026 Season/Spring Playoffs_Round 2_2_1,blue,Baam Esports,Rumble + Ezreal + Vi + Pyke + Akali,Rumble + Vi + Akali + Ezreal + Pyke,False,5
Arabian League/2026 Season/Spring Playoffs_Round 2_2_1,red,FN Esports,Caitlyn + Xin Zhao + Aurora + Nami + Ryze,Aurora + Xin Zhao + Ryze + Caitlyn + Nami,False,5
Esports Balkan League/2026 Season/Spring Playoffs_Round 2_3_2,blue,The Secret Club,Xin Zhao + Lucian + Milio + Sion + Ahri,Sion + Xin Zhao + Ahri + Lucian + Milio,False,5
Esports Balkan League/2026 Season/Spring Playoffs_Round 2_3_2,red,TQ DURPA KASHLQ,Volibear + Ezreal + Bard + Syndra + Yone,Yone + Volibear + Syndra + Ezreal + Bard,False,5
TCL/2026 Season/Spring Playoffs_Round 1_2_3,blue,PCIFIC Esports,Aurora + Wukong + Tristana + Rakan + Xayah,Aurora + Wukong + Tristana + Xayah + Rakan,False,5
TCL/2026 Season/Spring Playoffs_Round 1_2_3,red,Bushido Wildcats,Ryze + Rumble + Zaahen + Smolder + Leona,Rumble + Zaahen + Ryze + Smolder + Leona,False,5
Prime League 1st Division/2026 Season/Spring Playoffs_Quarterfinals_1_3,blue,E WIE EINFACH E-SPORTS,Bard + Sion + Varus + Jayce + Syndra,Sion + Jayce + Syndra + Varus + Bard,False,5
Prime League 1st Division/2026 Season/Spring Playoffs_Quarterfinals_1_3,red,TeamOrangeGaming,Caitlyn + Aurora + Trundle + Elise + Gwen,Gwen + Trundle + Aurora + Caitlyn + Elise,False,5
Streamers Clash/Season 4_Day 3_2_1,blue,TYBLÁHO MEWING SOCIETY,Gwen + Nautilus + Malzahar + Veigar + Shyvana,Gwen + Shyvana + Veigar + Malzahar + Nautilus,False,5
Streamers Clash/Season 4_Day 3_2_1,red,HERDYNŮV LANGUSTA TÝM,Seraphine + Braum + Zaahen + Viktor + Renekton,Renekton + Zaahen + Viktor + Seraphine + Braum,False,5
LES/2026 Season/Spring Split_Week 7_2_1,blue,Barça eSports,Aurora + Pantheon + Lissandra + Ezreal + Nami,Aurora + Pantheon + Lissandra + Ezreal + Nami,False,5
LES/2026 Season/Spring Split_Week 7_2_1,red,Team Heretics Academy,Gnar + Nocturne + LeBlanc + Caitlyn + Bard,Gnar + Nocturne + LeBlanc + Caitlyn + Bard,False,5
Benelux Ascend Series/2026 Season/Spring Playoffs_Round 1_1_1,blue,SNOOZE Esports,Ezreal + Wukong + Ahri + Rumble + Rell,Rumble + Wukong + Ahri + Ezreal + Rell,False,5
Benelux Ascend Series/2026 Season/Spring Playoffs_Round 1_1_1,red,RED OUAT,Pantheon + Yunara + Viktor + Nautilus + Aatrox,Aatrox + Pantheon + Viktor + Yunara + Nautilus,False,5
LFL/2026 Season/Spring Playoffs_Round 2_1_2,blue,TLN Pirates,Pantheon + Lucian + Milio + Taliyah + Yorick,Yorick + Pantheon + Taliyah + Lucian + Milio,False,5
LFL/2026 Season/Spring Playoffs_Round 2_1_2,red,Karmine Corp Blue,Nocturne + Ahri + Ambessa + Kai'Sa + Rell,Ambessa + Nocturne + Ahri + Kai'Sa + Rell,False,5
Arabian League/2026 Season/Spring Playoffs_Round 2_2_2,blue,Baam Esports,Milio + Lucian + Olaf + Sion + Galio,Sion + Olaf + Galio + Lucian + Milio,False,5
Arabian League/2026 Season/Spring Playoffs_Round 2_2_2,red,FN Esports,Ashe + Wukong + Lulu + Ahri + Vayne,Vayne + Wukong + Ahri + Ashe + Lulu,False,5
Rift Legends/2026 Season/Spring Split_Week 6_4_1,blue,Bomba Team,Orianna + Bard + Pantheon + Corki + Yone,Orianna + Pantheon + Yone + Corki + Bard,False,5
Rift Legends/2026 Season/Spring Split_Week 6_4_1,red,Anonymo Esports,Ezreal + Rumble + Yasuo + Rell + Wukong,Rumble + Wukong + Yasuo + Ezreal + Rell,False,5
LES/2026 Season/Spring Split_Week 7_2_2,blue,Barça eSports,Annie + Nautilus + Senna + Aatrox + Rumble,Rumble + Aatrox + Annie + Senna + Nautilus,False,5
LES/2026 Season/Spring Split_Week 7_2_2,red,Team Heretics Academy,Varus + Cassiopeia + Wukong + Rell + Miss Fortune,Varus + Wukong + Cassiopeia + Miss Fortune + Rell,False,5
Prime League 1st Division/2026 Season/Spring Playoffs_Quarterfinals_1_4,blue,E WIE EINFACH E-SPORTS,Azir + Lucian + Milio + Naafiri + Shen,Shen + Naafiri + Azir + Lucian + Milio,False,5
Prime League 1st Division/2026 Season/Spring Playoffs_Quarterfinals_1_4,red,TeamOrangeGaming,Sejuani + Yone + Kog'Maw + Karma + Kennen,Kennen + Sejuani + Yone + Kog'Maw + Karma,False,5
LFL/2026 Season/Spring Playoffs_Round 2_1_3,blue,TLN Pirates,Orianna + Naafiri + Sion + Renata Glasc + Xayah,Sion + Naafiri + Orianna + Xayah + Renata Glasc,False,5
LFL/2026 Season/Spring Playoffs_Round 2_1_3,red,Karmine Corp Blue,Xin Zhao + Akali + Aatrox + Alistar + Jhin,Aatrox + Xin Zhao + Akali + Jhin + Alistar,False,5
TCL/2026 Season/Spring Playoffs_Round 1_2_4,blue,PCIFIC Esports,Neeko + Caitlyn + Akali + Vayne + Skarner,Vayne + Skarner + Akali + Caitlyn + Neeko,False,5
TCL/2026 Season/Spring Playoffs_Round 1_2_4,red,Bushido Wildcats,Bard + Lee Sin + Vex + Gnar + Miss Fortune,Gnar + Lee Sin + Vex + Miss Fortune + Bard,False,5
Arabian League/2026 Season/Spring Playoffs_Round 2_2_3,blue,FN Esports,Varus + Seraphine + Viktor + Gangplank + Kha'Zix,Gangplank + Kha'Zix + Viktor + Varus + Seraphine,False,5
Arabian League/2026 Season/Spring Playoffs_Round 2_2_3,red,Baam Esports,Kai'Sa + Neeko + Cassiopeia + Lee Sin + Yorick,Yorick + Lee Sin + Cassiopeia + Kai'Sa + Neeko,False,5
Esports Balkan League/2026 Season/Spring Playoffs_Round 2_4_1,blue,Team Spawn Peek,Rumble + Wukong + Annie + Yunara + Lulu,Rumble + Wukong + Annie + Yunara + Lulu,False,5
Esports Balkan League/2026 Season/Spring Playoffs_Round 2_4_1,red,Lenovo Legion Honvéd,Sion + Xin Zhao + Galio + Karma + Ezreal,Sion + Xin Zhao + Galio + Ezreal + Karma,False,5
Streamers Clash/Season 4_Day 3_3_1,blue,FREEZŮV WOLT DŮCHOĎÁK,Malphite + Galio + Amumu + Aatrox + Zeri,Malphite + Aatrox + Galio + Zeri + Amumu,False,5
Streamers Clash/Season 4_Day 3_3_1,red,STOPERCENTNÁ KAMILOVA TUTOFKA,Sylas + Malzahar + Olaf + Maokai + Mordekaiser,Olaf + Mordekaiser + Sylas + Malzahar + Maokai,False,5
Benelux Ascend Series/2026 Season/Spring Playoffs_Round 1_2_1,blue,Mind Blue eSports,Viktor + Ezreal + Xin Zhao + Gnar + Elise,Gnar + Xin Zhao + Viktor + Ezreal + Elise,False,5
Benelux Ascend Series/2026 Season/Spring Playoffs_Round 1_2_1,red,ZennIT Academy,Caitlyn + Jarvan IV + Bard + Hwei + Malphite,Malphite + Jarvan IV + Hwei + Caitlyn + Bard,False,5
Benelux Ascend Series/2026 Season/Spring Playoffs_Round 1_1_2,blue,RED OUAT,Ambessa + Ryze + Nocturne + Varus + Yuumi,Ambessa + Nocturne + Ryze + Varus + Yuumi,False,5
Benelux Ascend Series/2026 Season/Spring Playoffs_Round 1_1_2,red,SNOOZE Esports,Xin Zhao + Lulu + Renekton + Annie + Smolder,Renekton + Xin Zhao + Annie + Smolder + Lulu,False,5
Rift Legends/2026 Season/Spring Split_Week 6_4_2,blue,Bomba Team,Anivia + Mel + Jarvan IV + Vayne + Senna,Vayne + Jarvan IV + Anivia + Mel + Senna,False,5
Rift Legends/2026 Season/Spring Split_Week 6_4_2,red,Anonymo Esports,Caitlyn + Neeko + Shyvana + Ryze + Vi,Shyvana + Vi + Ryze + Caitlyn + Neeko,False,5
Esports Balkan League/2026 Season/Spring Playoffs_Round 2_4_2,blue,Lenovo Legion Honvéd,Pantheon + Camille + Samira + Vayne + Zoe,Vayne + Pantheon + Zoe + Samira + Camille,False,5
Esports Balkan League/2026 Season/Spring Playoffs_Round 2_4_2,red,Team Spawn Peek,Ashe + Seraphine + Illaoi + Shaco + Akali,Illaoi + Shaco + Akali + Ashe + Seraphine,False,5
Benelux Ascend Series/2026 Season/Spring Playoffs_Round 1_2_2,blue,Mind Blue eSports,Karma + Yunara + Kayn + Syndra + K'Sante,K'Sante + Kayn + Syndra + Yunara + Karma,False,5
Benelux Ascend Series/2026 Season/Spring Playoffs_Round 1_2_2,red,ZennIT Academy,Ashe + Pantheon + Seraphine + Ryze + Ambessa,Ambessa + Pantheon + Ryze + Ashe + Seraphine,False,5
Arabian League/2026 Season/Spring Playoffs_Round 2_2_4,blue,FN Esports,Jayce + Tristana + Zyra + Rakan + Yone,Jayce + Zyra + Yone + Tristana + Rakan,False,5
Arabian League/2026 Season/Spring Playoffs_Round 2_2_4,red,Baam Esports,Naafiri + Yunara + LeBlanc + K'Sante + Poppy,K'Sante + Naafiri + LeBlanc + Yunara + Poppy,False,5
Streamers Clash/Season 4_Day 3_4_1,blue,VEDICI DEEMONS,Orianna + Skarner + Leona + Kai'Sa + Zed,Skarner + Zed + Orianna + Kai'Sa + Leona,False,5
Streamers Clash/Season 4_Day 3_4_1,red,NATÁLKY IMAGINÁRNÍ KAMARÁDI,Nautilus + Xin Zhao + Syndra + Veigar + Camille,Camille + Xin Zhao + Syndra + Veigar + Nautilus,False,5
LFL/2026 Season/Spring Playoffs_Round 2_2_1,blue,Galions,Seraphine + Wukong + Ezreal + Sion + Cassiopeia,Sion + Wukong + Cassiopeia + Ezreal + Seraphine,False,5
LFL/2026 Season/Spring Playoffs_Round 2_2_1,red,Solary,Ashe + Xin Zhao + Milio + Ryze + Zaahen,Zaahen + Xin Zhao + Ryze + Ashe + Milio,False,5
TCL/2026 Season/Spring Playoffs_Round 1_2_5,blue,PCIFIC Esports,Ashe + Aatrox + Seraphine + Twisted Fate + Sylas,Twisted Fate + Aatrox + Sylas + Ashe + Seraphine,False,5
TCL/2026 Season/Spring Playoffs_Round 1_2_5,red,Bushido Wildcats,Lulu + Yunara + Talon + Shen + Syndra,Shen + Talon + Syndra + Yunara + Lulu,False,5
Circuito Desafiante/2026 Season/Split 1 Playoffs_Round 4_1_1,blue,Vivo Keyd Stars Academy,Varus + Vi + Rumble + Aurora + Bard,Rumble + Vi + Aurora + Varus + Bard,False,5
Circuito Desafiante/2026 Season/Split 1 Playoffs_Round 4_1_1,red,KaBuM! Ilha das Lendas,Lucian + Jarvan IV + Milio + Sion + Ryze,Sion + Jarvan IV + Ryze + Lucian + Milio,False,5
LFL/2026 Season/Spring Playoffs_Round 2_2_2,blue,Solary,Nami + Vi + Lucian + Rumble + Ahri,Rumble + Vi + Ahri + Lucian + Nami,False,5
LFL/2026 Season/Spring Playoffs_Round 2_2_2,red,Galions,Yunara + Lulu + Jarvan IV + Viktor + K'Sante,K'Sante + Jarvan IV + Viktor + Yunara + Lulu,False,5
North American Challengers League/2026 Season/Spring Playoffs_Round 1_1_1,blue,Winthrop University,Nami + Corki + Jarvan IV + K'Sante + Galio,Gwen + Nocturne + Orianna + Ezreal + Rakan,True,5
North American Challengers League/2026 Season/Spring Playoffs_Round 1_1_1,red,CCG Esports,Nocturne + Orianna + Ezreal + Rakan + Gwen,K'Sante + Jarvan IV + Galio + Corki + Nami,True,5
Circuito Desafiante/2026 Season/Split 1 Playoffs_Round 4_1_2,blue,KaBuM! Ilha das Lendas,Pantheon + Corki + Nami + Gnar + Cassiopeia,Olaf + Xin Zhao + Ahri + Jhin + Neeko,True,5
Circuito Desafiante/2026 Season/Split 1 Playoffs_Round 4_1_2,red,Vivo Keyd Stars Academy,Neeko + Xin Zhao + Jhin + Ahri + Olaf,Gnar + Pantheon + Cassiopeia + Corki + Nami,True,5
North American Challengers League/2026 Season/Spring Playoffs_Round 1_1_2,blue,CCG Esports,Varus + Sion + Cassiopeia + Leona + Ambessa,Sion + Ambessa + Cassiopeia + Varus + Leona,False,5
North American Challengers League/2026 Season/Spring Playoffs_Round 1_1_2,red,Winthrop University,Xin Zhao + Seraphine + Ashe + Kog'Maw + Zaahen,Zaahen + Xin Zhao + Kog'Maw + Ashe + Seraphine,False,5
Circuito Desafiante/2026 Season/Split 1 Playoffs_Round 4_1_3,blue,Vivo Keyd Stars Academy,Nocturne + Zeri + Yuumi + Mel + K'Sante,Renekton + Trundle + Viktor + Ashe + Seraphine,True,5
Circuito Desafiante/2026 Season/Split 1 Playoffs_Round 4_1_3,red,KaBuM! Ilha das Lendas,Ashe + Seraphine + Trundle + Viktor + Renekton,K'Sante + Nocturne + Mel + Zeri + Yuumi,True,5
North American Challengers League/2026 Season/Spring Playoffs_Round 1_1_3,blue,CCG Esports,Karma + Anivia + Sivir + Gnar + Wukong,Gragas + Nasus + Ryze + Kai'Sa + Nautilus,True,5
North American Challengers League/2026 Season/Spring Playoffs_Round 1_1_3,red,Winthrop University,Nautilus + Ryze + Kai'Sa + Gragas + Nasus,Gnar + Wukong + Anivia + Sivir + Karma,True,5
Circuito Desafiante/2026 Season/Split 1 Playoffs_Round 4_1_4,blue,KaBuM! Ilha das Lendas,Jayce + Lulu + Yunara + Anivia + Gwen,Yorick + Wukong + Akali + Smolder + Nautilus,True,5
Circuito Desafiante/2026 Season/Split 1 Playoffs_Round 4_1_4,red,Vivo Keyd Stars Academy,Wukong + Yorick + Nautilus + Smolder + Akali,Gwen + Jayce + Anivia + Yunara + Lulu,True,5
North American Challengers League/2026 Season/Spring Playoffs_Round 1_2_1,blue,Conviction,Varus + Pantheon + Nautilus + Kog'Maw + Jayce,Jayce + Pantheon + Kog'Maw + Varus + Nautilus,False,5
North American Challengers League/2026 Season/Spring Playoffs_Round 1_2_1,red,Maryville University,Ezreal + Karma + Cassiopeia + Skarner + Sion,Sion + Skarner + Cassiopeia + Ezreal + Karma,False,5
Circuito Desafiante/2026 Season/Split 1 Playoffs_Round 4_1_5,blue,KaBuM! Ilha das Lendas,Orianna + Ambessa + Rek'Sai + Jinx + Thresh,Ambessa + Rek'Sai + Orianna + Jinx + Thresh,False,5
Circuito Desafiante/2026 Season/Split 1 Playoffs_Round 4_1_5,red,Vivo Keyd Stars Academy,Annie + Aatrox + Jax + Xayah + Rakan,Jax + Aatrox + Annie + Xayah + Rakan,False,5
North American Challengers League/2026 Season/Spring Playoffs_Round 1_2_2,blue,Conviction,Orianna + Caitlyn + Neeko + Jax + Wukong,Akali + Xin Zhao + Ahri + Lucian + Nami,True,5
North American Challengers League/2026 Season/Spring Playoffs_Round 1_2_2,red,Maryville University,Lucian + Nami + Ahri + Xin Zhao + Akali,Jax + Wukong + Orianna + Caitlyn + Neeko,True,5
North American Challengers League/2026 Season/Spring Playoffs_Round 1_2_3,blue,Maryville University,Ryze + Blitzcrank + Jhin + Renekton + Nidalee,K'Sante + Ambessa + Twisted Fate + Ashe + Seraphine,True,5
North American Challengers League/2026 Season/Spring Playoffs_Round 1_2_3,red,Conviction,Ashe + Seraphine + Ambessa + Twisted Fate + K'Sante,Renekton + Nidalee + Ryze + Jhin + Blitzcrank,True,5
LCK CL/2026 Season/Rounds 1-2_Week 8_8_1,blue,Gen.G Global Academy,Nocturne + Ezreal + Neeko + Jayce + Syndra,Jayce + Nocturne + Syndra + Ezreal + Neeko,False,5
LCK CL/2026 Season/Rounds 1-2_Week 8_8_1,red,Nongshim Esports Academy,Yunara + Lulu + Skarner + Cassiopeia + K'Sante,K'Sante + Skarner + Cassiopeia + Yunara + Lulu,False,5
LCK CL/2026 Season/Rounds 1-2_Week 8_6_1,blue,Dplus Kia Challengers,Ashe + Seraphine + K'Sante + Azir + Lee Sin,K'Sante + Lee Sin + Azir + Ashe + Seraphine,False,5
LCK CL/2026 Season/Rounds 1-2_Week 8_6_1,red,Kiwoom DRX Challengers,Rumble + Xin Zhao + Ryze + Caitlyn + Lux,Rumble + Xin Zhao + Ryze + Caitlyn + Lux,False,5
LCK CL/2026 Season/Rounds 1-2_Week 8_7_1,blue,DN SOOPers Challengers,Karma + Rumble + Caitlyn + Nocturne + Yone,K'Sante + Jarvan IV + Azir + Ezreal + Bard,True,5
LCK CL/2026 Season/Rounds 1-2_Week 8_7_1,red,Hanwha Life Esports Challengers,Ezreal + Jarvan IV + Bard + Azir + K'Sante,Rumble + Nocturne + Yone + Caitlyn + Karma,True,5
LCK CL/2026 Season/Rounds 1-2_Week 8_7_2,blue,DN SOOPers Challengers,Neeko + Annie + Xin Zhao + Xayah + Gwen,Ambessa + Vi + Aurora + Yunara + Milio,True,5
LCK CL/2026 Season/Rounds 1-2_Week 8_7_2,red,Hanwha Life Esports Challengers,Aurora + Vi + Ambessa + Yunara + Milio,Gwen + Xin Zhao + Annie + Xayah + Neeko,True,5
LCK CL/2026 Season/Rounds 1-2_Week 8_8_2,blue,Nongshim Esports Academy,Vi + Orianna + Nautilus + Corki + Renekton,Zaahen + Xin Zhao + Akali + Caitlyn + Bard,True,5
LCK CL/2026 Season/Rounds 1-2_Week 8_8_2,red,Gen.G Global Academy,Bard + Caitlyn + Xin Zhao + Akali + Zaahen,Renekton + Vi + Orianna + Corki + Nautilus,True,5
LCK CL/2026 Season/Rounds 1-2_Week 8_6_2,blue,Dplus Kia Challengers,Karma + Sivir + Jayce + Skarner + Twisted Fate,Jayce + Skarner + Twisted Fate + Sivir + Karma,False,5
LCK CL/2026 Season/Rounds 1-2_Week 8_6_2,red,Kiwoom DRX Challengers,Ezreal + Anivia + Sion + Pantheon + Mel,Sion + Pantheon + Mel + Ezreal + Anivia,False,5
LCK/2026 Season/Rounds 1-2_Week 8_3_1,blue,BNK FEARX,Rumble + Nautilus + Miss Fortune + Vi + Yone,Galio + Xin Zhao + Ryze + Sivir + Karma,True,5
LCK/2026 Season/Rounds 1-2_Week 8_3_1,red,Hanwha Life Esports,Karma + Xin Zhao + Sivir + Ryze + Galio,Rumble + Vi + Yone + Miss Fortune + Nautilus,True,5
LJL/2026 Season/Spring Series_Week 4_1_1,blue,FENNEL,Orianna + Naafiri + Mel + Renekton + Skarner,Renekton + Naafiri + Orianna + Mel + Skarner,False,5
LJL/2026 Season/Spring Series_Week 4_1_1,red,Uwinks,Ashe + Seraphine + Viktor + Ambessa + Kennen,Kennen + Ambessa + Viktor + Ashe + Seraphine,False,5
LJL/2026 Season/Spring Series_Week 4_1_2,blue,FENNEL,Lee Sin + Miss Fortune + Rell + K'Sante + Annie,K'Sante + Lee Sin + Annie + Miss Fortune + Rell,False,5
LJL/2026 Season/Spring Series_Week 4_1_2,red,Uwinks,Kai'Sa + Pantheon + Neeko + Aurora + Smolder,Smolder + Pantheon + Aurora + Kai'Sa + Neeko,False,5
LCK/2026 Season/Rounds 1-2_Week 8_3_2,blue,Hanwha Life Esports,Lucian + Milio + Twisted Fate + Sion + Trundle,Ambessa + Pantheon + Mel + Ashe + Seraphine,True,5
LCK/2026 Season/Rounds 1-2_Week 8_3_2,red,BNK FEARX,Ashe + Seraphine + Mel + Pantheon + Ambessa,Sion + Trundle + Twisted Fate + Lucian + Milio,True,5
LJL/2026 Season/Spring Series_Week 4_2_1,blue,Rising Gaming,Rumble + Jayce + Viktor + Senna + Tahm Kench,Rumble + Jayce + Viktor + Senna + Tahm Kench,False,5
LJL/2026 Season/Spring Series_Week 4_2_1,red,New Meta,Xin Zhao + Karma + Jhin + Sylas + Irelia,Irelia + Xin Zhao + Sylas + Jhin + Karma,False,5
VCS/2026 Season/Summer Season_Week 2_3_1,blue,Saigon Dino,Ezreal + Bard + Sion + Jarvan IV + Viktor,Sion + Jarvan IV + Viktor + Ezreal + Bard,False,5
VCS/2026 Season/Summer Season_Week 2_3_1,red,SN CyberCore Esports,Varus + Cassiopeia + Skarner + Ambessa + Naafiri,Ambessa + Naafiri + Cassiopeia + Varus + Skarner,False,5
LCK/2026 Season/Rounds 1-2_Week 8_4_1,blue,Dplus Kia,Orianna + Nautilus + Ezreal + Rumble + Pantheon,K'Sante + Jarvan IV + Viktor + Sivir + Bard,True,5
LCK/2026 Season/Rounds 1-2_Week 8_4_1,red,HANJIN BRION,Jarvan IV + Bard + Sivir + Viktor + K'Sante,Rumble + Pantheon + Orianna + Ezreal + Nautilus,True,5
LJL/2026 Season/Spring Series_Week 4_2_2,blue,New Meta,Orianna + Skarner + Ashe + Seraphine + Tryndamere,Tryndamere + Skarner + Orianna + Ashe + Seraphine,False,5
LJL/2026 Season/Spring Series_Week 4_2_2,red,Rising Gaming,Jarvan IV + LeBlanc + Ambessa + Lucian + Milio,Ambessa + Jarvan IV + LeBlanc + Lucian + Milio,False,5
VCS/2026 Season/Summer Season_Week 2_3_2,blue,SN CyberCore Esports,Jayce + Caitlyn + Braum + Trundle + Sylas,Jayce + Trundle + Sylas + Caitlyn + Braum,False,5
VCS/2026 Season/Summer Season_Week 2_3_2,red,Saigon Dino,Miss Fortune + Nautilus + Orianna + K'Sante + Lee Sin,K'Sante + Lee Sin + Orianna + Miss Fortune + Nautilus,False,5
LCK/2026 Season/Rounds 1-2_Week 8_4_2,blue,HANJIN BRION,Cassiopeia + Vi + Jayce + Caitlyn + Lux,Jayce + Vi + Cassiopeia + Caitlyn + Lux,False,5
LCK/2026 Season/Rounds 1-2_Week 8_4_2,red,Dplus Kia,Ashe + Xin Zhao + Seraphine + Anivia + Kog'Maw,Anivia + Xin Zhao + Kog'Maw + Ashe + Seraphine,False,5
LJL/2026 Season/Spring Series_Week 4_2_3,blue,Rising Gaming,Lee Sin + Miss Fortune + Nautilus + Gnar + Aurora,Gnar + Lee Sin + Aurora + Miss Fortune + Nautilus,False,5
LJL/2026 Season/Spring Series_Week 4_2_3,red,New Meta,Neeko + Caitlyn + Trundle + Anivia + Vayne,Vayne + Trundle + Anivia + Caitlyn + Neeko,False,5
VCS/2026 Season/Summer Season_Week 2_4_1,blue,ZEN Esports (Vietnamese Team),Jarvan IV + Cassiopeia + Gnar + Jhin + Bard,Gnar + Jarvan IV + Cassiopeia + Jhin + Bard,False,5
VCS/2026 Season/Summer Season_Week 2_4_1,red,9Gaming,Rumble + Xin Zhao + Syndra + Seraphine + Yunara,Rumble + Xin Zhao + Syndra + Yunara + Seraphine,False,5
LCK/2026 Season/Rounds 1-2_Week 8_4_3,blue,HANJIN BRION,Karma + Wukong + Yunara + Taliyah + Illaoi,Renekton + Naafiri + Annie + Jhin + Neeko,True,5
LCK/2026 Season/Rounds 1-2_Week 8_4_3,red,Dplus Kia,Jhin + Annie + Naafiri + Renekton + Neeko,Illaoi + Wukong + Taliyah + Yunara + Karma,True,5
VCS/2026 Season/Summer Season_Week 2_4_2,blue,ZEN Esports (Vietnamese Team),Lucian + Lee Sin + Annie + Pyke + Jayce,Jayce + Lee Sin + Annie + Lucian + Pyke,False,5
VCS/2026 Season/Summer Season_Week 2_4_2,red,9Gaming,Caitlyn + Lux + Galio + Volibear + Yorick,Yorick + Volibear + Galio + Caitlyn + Lux,False,5
Prime League 1st Division/2026 Season/Spring Playoffs_Quarterfinals_2_1,blue,Unicorns of Love Sexy Edition,Caitlyn + Karma + Xin Zhao + Ahri + Aurora,Aurora + Xin Zhao + Ahri + Caitlyn + Karma,False,5
Prime League 1st Division/2026 Season/Spring Playoffs_Quarterfinals_2_1,red,G2 NORD,Pantheon + Bard + Jhin + Anivia + Yorick,Yorick + Pantheon + Anivia + Jhin + Bard,False,5
TCL/2026 Season/Spring Playoffs_Round 2_1_1,blue,Misa Esports,Lucian + Milio + Cassiopeia + Gwen + Wukong,Gwen + Wukong + Cassiopeia + Lucian + Milio,False,5
TCL/2026 Season/Spring Playoffs_Round 2_1_1,red,Ozarox Esports,Pantheon + Kalista + Renata Glasc + Sion + Viktor,Sion + Pantheon + Viktor + Kalista + Renata Glasc,False,5
LES/2026 Season/Spring Split_Week 7_3_1,blue,Falke Esports,Orianna + Jarvan IV + Jhin + Rell + Gnar,Gnar + Jarvan IV + Orianna + Jhin + Rell,False,5
LES/2026 Season/Spring Split_Week 7_3_1,red,GIANTX iTero,Ezreal + Nocturne + Galio + Rakan + Vayne,Vayne + Nocturne + Galio + Ezreal + Rakan,False,5
Rift Legends/2026 Season/Spring Split_Week 6_5_1,blue,Forsaken (Polish Team),Jarvan IV + Ashe + Seraphine + Akali + K'Sante,K'Sante + Jarvan IV + Akali + Ashe + Seraphine,False,5
Rift Legends/2026 Season/Spring Split_Week 6_5_1,red,DOCISK,Lucian + Lee Sin + Milio + Sion + Aurora,Sion + Lee Sin + Aurora + Lucian + Milio,False,5
Streamers Clash/Season 4_Day 4_1_1,blue,SPAJKOVI UKRADLI SUPERSTRIKE,Seraphine + Gwen + Braum + Sion + Jarvan IV,Gwen + Jarvan IV + Sion + Seraphine + Braum,False,5
Streamers Clash/Season 4_Day 4_1_1,red,VEDICI DEEMONS,Maokai + Vayne + Jinx + Lillia + Amumu,Maokai + Lillia + Vayne + Jinx + Amumu,False,5
Prime League 1st Division/2026 Season/Spring Playoffs_Quarterfinals_2_2,blue,G2 NORD,Lucian + Jarvan IV + Nami + Hwei + Renekton,Renekton + Jarvan IV + Hwei + Lucian + Nami,False,5
Prime League 1st Division/2026 Season/Spring Playoffs_Quarterfinals_2_2,red,Unicorns of Love Sexy Edition,Yunara + Milio + Wukong + Cassiopeia + Gnar,Gnar + Wukong + Cassiopeia + Yunara + Milio,False,5
Road Of Legends/2026 Season/Spring Playoffs_Round 1_3_1,blue,Once Upon A Team,Pantheon + Nautilus + Ezreal + Ryze + Gnar,Gnar + Pantheon + Ryze + Ezreal + Nautilus,False,5
Road Of Legends/2026 Season/Spring Playoffs_Round 1_3_1,red,Dynasty,Xin Zhao + Karma + Varus + Ornn + Anivia,Ornn + Xin Zhao + Anivia + Varus + Karma,False,5
Esports Balkan League/2026 Season/Spring Playoffs_Round 4_1_1,blue,Magaza Esports,Xin Zhao + Lucian + Milio + K'Sante + LeBlanc,K'Sante + Xin Zhao + LeBlanc + Lucian + Milio,False,5
Esports Balkan League/2026 Season/Spring Playoffs_Round 4_1_1,red,Partizan Sangal,Ashe + Seraphine + Ryze + Pantheon + Varus,Varus + Pantheon + Ryze + Ashe + Seraphine,False,5
LFL/2026 Season/Spring Playoffs_Round 2_3_1,blue,Esprit Shōnen,Ezreal + Karma + Jarvan IV + Rumble + Akali,Rumble + Jarvan IV + Akali + Ezreal + Karma,False,5
LFL/2026 Season/Spring Playoffs_Round 2_3_1,red,Galions,Lucian + Xin Zhao + Milio + Viktor + K'Sante,K'Sante + Xin Zhao + Viktor + Lucian + Milio,False,5
Rift Legends/2026 Season/Spring Split_Week 6_5_2,blue,Forsaken (Polish Team),Bard + Skarner + Caitlyn + Viktor + Jayce,Jayce + Skarner + Viktor + Caitlyn + Bard,False,5
Rift Legends/2026 Season/Spring Split_Week 6_5_2,red,DOCISK,Pantheon + Neeko + Yunara + Ahri + Ambessa,Ambessa + Pantheon + Ahri + Yunara + Neeko,False,5
LES/2026 Season/Spring Split_Week 7_3_2,blue,GIANTX iTero,Ambessa + Vi + Xerath + Corki + Nami,Ambessa + Vi + Xerath + Corki + Nami,False,5
