match_id,side_proxy,team,old_picks,scoreboard_picks,corrected,scoreboard_pick_count
Arabian League 2nd Division/2026 Season/Spring Split_Week 5_3_1,red,JSK Academy,Karma + Caitlyn + Pantheon + Ahri + Gragas,Gragas + Pantheon + Ahri + Caitlyn + Karma,False,5
CBLOL/2026 Season/Split 1 Playoffs_Round 1_1_4,blue,Vivo Keyd Stars,Naafiri + Bard + Jhin + Rek'Sai + Aurora,Ambessa + Skarner + Syndra + Sivir + Neeko,True,5
CBLOL/2026 Season/Split 1 Playoffs_Round 1_1_4,red,LOUD,Skarner + Neeko + Sivir + Ambessa + Syndra,Rek'Sai + Naafiri + Aurora + Jhin + Bard,True,5
Arabian League 2nd Division/2026 Season/Spring Split_Week 5_3_2,blue,JSK Academy,Varus + Lillia + Irelia + Kog'Maw + Lulu,Varus + Lillia + Irelia + Kog'Maw + Lulu,False,5
Arabian League 2nd Division/2026 Season/Spring Split_Week 5_3_2,red,3BL Galaxy Academy,Ashe + Wukong + Akali + Rakan + Malphite,Malphite + Wukong + Akali + Ashe + Rakan,False,5
Arabian League 2nd Division/2026 Season/Spring Split_Week 5_4_3,blue,Pyramid IV Esports,Viktor + Trundle + Kai'Sa + Vi + Rell,Trundle + Vi + Viktor + Kai'Sa + Rell,False,5
Arabian League 2nd Division/2026 Season/Spring Split_Week 5_4_3,red,Pegasus Esports,Syndra + K'Sante + Aphelios + Naafiri + Thresh,K'Sante + Naafiri + Syndra + Aphelios + Thresh,False,5
LCS/2026 Season/Spring Season_Week 6_1_1,blue,Shopify Rebellion,Ryze + Ezreal + Neeko + Dr. Mundo + Rumble,Rumble + Dr. Mundo + Ryze + Ezreal + Neeko,False,5
LCS/2026 Season/Spring Season_Week 6_1_1,red,Sentinels,Bard + Cassiopeia + Caitlyn + Skarner + K'Sante,K'Sante + Skarner + Cassiopeia + Caitlyn + Bard,False,5
LCS/2026 Season/Spring Season_Week 6_1_2,blue,Shopify Rebellion,Pantheon + Corki + Nami + Taliyah + Jayce,Jayce + Pantheon + Taliyah + Corki + Nami,False,5
LCS/2026 Season/Spring Season_Week 6_1_2,red,Sentinels,Ashe + Seraphine + Naafiri + Viktor + Ornn,Ornn + Naafiri + Viktor + Ashe + Seraphine,False,5
LCS/2026 Season/Spring Season_Week 6_2_1,blue,Dignitas,Rumble + Xin Zhao + Ryze + Smolder + Nami,Ornn + Vi + Taliyah + Ashe + Seraphine,True,5
LCS/2026 Season/Spring Season_Week 6_2_1,red,Disguised,Ashe + Seraphine + Ornn + Taliyah + Vi,Rumble + Xin Zhao + Ryze + Smolder + Nami,True,5
LCS/2026 Season/Spring Season_Week 6_2_2,blue,Disguised,Orianna + Poppy + Ezreal + Nautilus + Shen,Sion + Jarvan IV + Akali + Yunara + Lulu,True,5
LCS/2026 Season/Spring Season_Week 6_2_2,red,Dignitas,Akali + Jarvan IV + Sion + Yunara + Lulu,Shen + Poppy + Orianna + Ezreal + Nautilus,True,5
LCK Academy Series/2026 Season/1st Championship Playoffs_Round 2_1_1,blue,T1 Esports Academy Rookies,Rumble + Xin Zhao + Annie + Kalista + Renata Glasc,Rumble + Xin Zhao + Annie + Kalista + Renata Glasc,False,5
LCK Academy Series/2026 Season/1st Championship Playoffs_Round 2_1_1,red,Gen.G Scholars,Lucian + Jarvan IV + Milio + Sion + Ryze,Sion + Jarvan IV + Ryze + Lucian + Milio,False,5
LCK Academy Series/2026 Season/1st Championship Playoffs_Round 2_1_2,blue,Gen.G Scholars,Ezreal + Lee Sin + Jayce + Twisted Fate + Neeko,Jayce + Lee Sin + Twisted Fate + Ezreal + Neeko,False,5
LCK Academy Series/2026 Season/1st Championship Playoffs_Round 2_1_2,red,T1 Esports Academy Rookies,Bard + Aurora + Yorick + Skarner + Jhin,Yorick + Skarner + Aurora + Jhin + Bard,False,5
LCK Academy Series/2026 Season/1st Championship Playoffs_Round 2_1_3,blue,T1 Esports Academy Rookies,Nocturne + Nautilus + Miss Fortune + Renekton + Azir,Renekton + Nocturne + Azir + Miss Fortune + Nautilus,False,5
LCK Academy Series/2026 Season/1st Championship Playoffs_Round 2_1_3,red,Gen.G Scholars,Corki + Nami + Akali + Trundle + Gnar,Gnar + Trundle + Akali + Corki + Nami,False,5
LCK Academy Series/2026 Season/1st Championship Playoffs_Round 2_1_4,blue,Gen.G Scholars,Pantheon + Vayne + Yunara + Anivia + Alistar,Vayne + Pantheon + Anivia + Yunara + Alistar,False,5
LCK Academy Series/2026 Season/1st Championship Playoffs_Round 2_1_4,red,T1 Esports Academy Rookies,K'Sante + Viego + Ahri + Sivir + Poppy,K'Sante + Viego + Ahri + Sivir + Poppy,False,5
LCK/2026 Season/Rounds 1-2_Week 6_9_1,blue,T1,Rumble + Seraphine + Trundle + Caitlyn + Sylas,Yorick + Xin Zhao + Twisted Fate + Ashe + Lulu,True,5
LCK/2026 Season/Rounds 1-2_Week 6_9_1,red,Dplus Kia,Ashe + Xin Zhao + Lulu + Twisted Fate + Yorick,Rumble + Trundle + Sylas + Caitlyn + Seraphine,True,5
LCK Academy Series/2026 Season/1st Championship Playoffs_Round 2_1_5,blue,Gen.G Scholars,Ambessa + Naafiri + Brand + Xayah + Rakan,Ambessa + Naafiri + Brand + Xayah + Rakan,False,5
LCK Academy Series/2026 Season/1st Championship Playoffs_Round 2_1_5,red,T1 Esports Academy Rookies,Maokai + Yone + Ziggs + Zaahen + Rell,Zaahen + Maokai + Yone + Ziggs + Rell,False,5
LCK/2026 Season/Rounds 1-2_Week 6_9_2,blue,T1,Lucian + Milio + Jarvan IV + Sion + Viktor,Ambessa + Vi + Anivia + Ezreal + Neeko,True,5
LCK/2026 Season/Rounds 1-2_Week 6_9_2,red,Dplus Kia,Vi + Ezreal + Neeko + Anivia + Ambessa,Sion + Jarvan IV + Viktor + Lucian + Milio,True,5
LPL/2026 Season/Split 2_Week 6_9_1,blue,Ninjas in Pyjamas.CN,Varus + Karma + Ezreal + Trundle + Azir,Anivia + Qiyana + Ryze + Lucian + Milio,True,5
LPL/2026 Season/Split 2_Week 6_9_1,red,Weibo Gaming,Lucian + Milio + Ryze + Anivia + Qiyana,Varus + Trundle + Azir + Ezreal + Karma,True,5
Hitpoint 2nd Division Challengers/2026 Season/Spring Split_Week 3_3_1,blue,Ethereal Enigmas,Jarvan IV + Lucian + Nami + Anivia + Ahri,Anivia + Jarvan IV + Ahri + Lucian + Nami,False,5
Hitpoint 2nd Division Challengers/2026 Season/Spring Split_Week 3_3_1,red,Diversion Gaming,Ezreal + Seraphine + Vi + Renekton + Akali,Renekton + Vi + Akali + Ezreal + Seraphine,False,5
LCP/2026 Season/Split 2_Week 6_3_1,blue,DetonatioN FocusMe,Jarvan IV + Lucian + Milio + Mel + Renekton,Renekton + Jarvan IV + Mel + Lucian + Milio,False,5
LCP/2026 Season/Split 2_Week 6_3_1,red,Deep Cross Gaming,Lee Sin + Bard + Caitlyn + Annie + Gnar,Gnar + Lee Sin + Annie + Caitlyn + Bard,False,5
LCK Academy Series/2026 Season/1st Championship Playoffs_Round 2_2_1,blue,Hanwha Life Esports Academy,Nocturne + Lucian + Milio + Ahri + K'Sante,K'Sante + Nocturne + Ahri + Lucian + Milio,False,5
LCK Academy Series/2026 Season/1st Championship Playoffs_Round 2_2_1,red,Dplus Kia Youth,Bard + Vi + Caitlyn + Aurora + Rek'Sai,Rek'Sai + Vi + Aurora + Caitlyn + Bard,False,5
Hitpoint 2nd Division Challengers/2026 Season/Spring Split_Week 3_3_2,blue,Ethereal Enigmas,Taliyah + Ivern + Caitlyn + Leona + Aatrox,Aatrox + Ivern + Taliyah + Caitlyn + Leona,False,5
Hitpoint 2nd Division Challengers/2026 Season/Spring Split_Week 3_3_2,red,Diversion Gaming,Wukong + Orianna + Jinx + Nautilus + Darius,Darius + Wukong + Orianna + Jinx + Nautilus,False,5
LCP/2026 Season/Split 2_Week 6_3_2,blue,Deep Cross Gaming,Ashe + Seraphine + Xin Zhao + Zoe + Ambessa,Vayne + Trundle + Aurora + Jhin + Karma,True,5
LCP/2026 Season/Split 2_Week 6_3_2,red,DetonatioN FocusMe,Jhin + Karma + Trundle + Aurora + Vayne,Ambessa + Xin Zhao + Zoe + Ashe + Seraphine,True,5
Nexus League/2026 Season/Spring Split_Week 5_5_1,blue,Crystal Rose (French Team),Aurelion Sol + Gragas + Naafiri + Varus + Neeko,Gragas + Naafiri + Aurelion Sol + Varus + Neeko,False,5
Nexus League/2026 Season/Spring Split_Week 5_5_1,red,Caldya Esport,Vi + Anivia + Sion + Corki + Nami,Sion + Vi + Anivia + Corki + Nami,False,5
LPL/2026 Season/Split 2_Week 6_9_2,blue,Weibo Gaming,Annie + Yunara + Lulu + Gwen + Naafiri,Sion + Vi + Viktor + Jhin + Bard,True,5
LPL/2026 Season/Split 2_Week 6_9_2,red,Ninjas in Pyjamas.CN,Vi + Viktor + Sion + Jhin + Bard,Gwen + Naafiri + Annie + Yunara + Lulu,True,5
Hellenic Challengers Cup/2026 Season/Spring Playoffs_Finals_1_1,blue,Zerolag Esports,Ezreal + Jarvan IV + Nami + Xerath + Sion,Sion + Jarvan IV + Xerath + Ezreal + Nami,False,5
Hellenic Challengers Cup/2026 Season/Spring Playoffs_Finals_1_1,red,EKSI EPTA,Karma + Viktor + Sivir + Xin Zhao + Ornn,Ornn + Xin Zhao + Viktor + Sivir + Karma,False,5
LCK Academy Series/2026 Season/1st Championship Playoffs_Round 2_2_2,blue,Hanwha Life Esports Academy,Jarvan IV + Ryze + Jayce + Corki + Nami,Jayce + Jarvan IV + Ryze + Corki + Nami,False,5
LCK Academy Series/2026 Season/1st Championship Playoffs_Round 2_2_2,red,Dplus Kia Youth,Annie + Lee Sin + Yorick + Lulu + Yunara,Yorick + Lee Sin + Annie + Yunara + Lulu,False,5
LCK/2026 Season/Rounds 1-2_Week 6_10_1,blue,Kiwoom DRX,Jarvan IV + Gnar + Ryze + Miss Fortune + Nautilus,Gnar + Jarvan IV + Ryze + Miss Fortune + Nautilus,False,5
LCK/2026 Season/Rounds 1-2_Week 6_10_1,red,Hanwha Life Esports,Bard + Xin Zhao + Cassiopeia + Tristana + Sivir,Tristana + Xin Zhao + Cassiopeia + Sivir + Bard,False,5
Nexus League/2026 Season/Spring Split_Week 5_6_1,blue,Lille Esport,Xin Zhao + Varus + Nautilus + Viktor + K'Sante,K'Sante + Xin Zhao + Viktor + Varus + Nautilus,False,5
Nexus League/2026 Season/Spring Split_Week 5_6_1,red,Galions Sharks,Karma + Ezreal + Zaahen + Annie + Gwen,Gwen + Zaahen + Annie + Ezreal + Karma,False,5
Hellenic Challengers Cup/2026 Season/Spring Playoffs_Finals_1_2,blue,EKSI EPTA,Ryze + Wukong + Bard + Jhin + Gnar,Gnar + Wukong + Ryze + Jhin + Bard,False,5
Hellenic Challengers Cup/2026 Season/Spring Playoffs_Finals_1_2,red,Zerolag Esports,Orianna + Nocturne + Nautilus + Lucian + Malphite,Malphite + Nocturne + Orianna + Lucian + Nautilus,False,5
LCP/2026 Season/Split 2_Week 6_4_1,blue,Fukuoka SoftBank HAWKS gaming,Rumble + Lucian + Milio + Aurora + Pantheon,Rumble + Pantheon + Aurora + Lucian + Milio,False,5
LCP/2026 Season/Split 2_Week 6_4_1,red,GAM Esports,Jarvan IV + Varus + Ambessa + Bard + Ahri,Ambessa + Jarvan IV + Ahri + Varus + Bard,False,5
LCK/2026 Season/Rounds 1-2_Week 6_10_2,blue,Kiwoom DRX,Rumble + Vi + Ahri + Ashe + Seraphine,Anivia + Lee Sin + Annie + Lucian + Nami,True,5
LCK/2026 Season/Rounds 1-2_Week 6_10_2,red,Hanwha Life Esports,Anivia + Lucian + Annie + Lee Sin + Nami,Rumble + Vi + Ahri + Ashe + Seraphine,True,5
LCK Academy Series/2026 Season/1st Championship Playoffs_Round 2_2_3,blue,Hanwha Life Esports Academy,Varus + Maokai + Yone + Gwen + Alistar,Gwen + Maokai + Yone + Varus + Alistar,False,5
LCK Academy Series/2026 Season/1st Championship Playoffs_Round 2_2_3,red,Dplus Kia Youth,Naafiri + Azir + Neeko + Sion + Jhin,Sion + Naafiri + Azir + Jhin + Neeko,False,5
LPL/2026 Season/Split 2_Week 6_10_1,blue,JD Gaming,Karma + Vi + Ezreal + Cassiopeia + Aurora,Rumble + Naafiri + Annie + Varus + Nautilus,True,5
LPL/2026 Season/Split 2_Week 6_10_1,red,Anyone's Legend,Varus + Nautilus + Rumble + Annie + Naafiri,Aurora + Vi + Cassiopeia + Ezreal + Karma,True,5
Hitpoint 2nd Division Challengers/2026 Season/Spring Split_Week 3_4_1,blue,CITA Kaizen Academy,Zac + Wukong + Aurora + Lucian + Nami,Zac + Wukong + Aurora + Lucian + Nami,False,5
Hitpoint 2nd Division Challengers/2026 Season/Spring Split_Week 3_4_1,red,Andromeda Gaming,Yone + Xin Zhao + Ryze + Smolder + Leona,Yone + Xin Zhao + Ryze + Smolder + Leona,False,5
LCP/2026 Season/Split 2_Week 6_4_2,blue,Fukuoka SoftBank HAWKS gaming,Ezreal + Nautilus + Jayce + Naafiri + Hwei,K'Sante + Xin Zhao + Annie + Ashe + Seraphine,True,5
LCP/2026 Season/Split 2_Week 6_4_2,red,GAM Esports,Ashe + Seraphine + Xin Zhao + Annie + K'Sante,Jayce + Naafiri + Hwei + Ezreal + Nautilus,True,5
Nexus League/2026 Season/Spring Split_Week 5_7_1,blue,Karmine Corp Blue Stars,Xin Zhao + Corki + Nami + K'Sante + LeBlanc,K'Sante + Xin Zhao + LeBlanc + Corki + Nami,False,5
Nexus League/2026 Season/Spring Split_Week 5_7_1,red,Zephyr Esport,Ezreal + Jarvan IV + Nautilus + Syndra + Rumble,Rumble + Jarvan IV + Syndra + Ezreal + Nautilus,False,5
LCK/2026 Season/Rounds 1-2_Week 6_10_3,blue,Hanwha Life Esports,Varus + Nocturne + Aurora + Poppy + K'Sante,Jax + Pantheon + Sylas + Yunara + Lulu,True,5
LCK/2026 Season/Rounds 1-2_Week 6_10_3,red,Kiwoom DRX,Lulu + Yunara + Jax + Sylas + Pantheon,K'Sante + Nocturne + Aurora + Varus + Poppy,True,5
Hellenic Challengers Cup/2026 Season/Spring Playoffs_Finals_1_3,blue,Zerolag Esports,Ashe + Vi + Seraphine + Lux + Olaf,Olaf + Vi + Lux + Ashe + Seraphine,False,5
Hellenic Challengers Cup/2026 Season/Spring Playoffs_Finals_1_3,red,EKSI EPTA,Lulu + Yunara + Mel + Varus + Naafiri,Varus + Naafiri + Mel + Yunara + Lulu,False,5
LPL/2026 Season/Split 2_Week 6_10_2,blue,Anyone's Legend,Orianna + Lucian + Milio + Malphite + Ambessa,Vayne + Xin Zhao + Ryze + Ashe + Seraphine,True,5
LPL/2026 Season/Split 2_Week 6_10_2,red,JD Gaming,Ashe + Seraphine + Ryze + Xin Zhao + Vayne,Ambessa + Malphite + Orianna + Lucian + Milio,True,5
Hitpoint 2nd Division Challengers/2026 Season/Spring Split_Week 3_4_2,blue,Andromeda Gaming,Gragas + Vi + LeBlanc + Xayah + Rakan,Gragas + Vi + LeBlanc + Xayah + Rakan,False,5
Hitpoint 2nd Division Challengers/2026 Season/Spring Split_Week 3_4_2,red,CITA Kaizen Academy,Rumble + Pantheon + Azir + Caitlyn + Bard,Rumble + Pantheon + Azir + Caitlyn + Bard,False,5
Nexus League/2026 Season/Spring Split_Week 5_8_1,blue,Project Conquerors,Ezreal + Skarner + Nautilus + Hwei + Renekton,Renekton + Skarner + Hwei + Ezreal + Nautilus,False,5
Nexus League/2026 Season/Spring Split_Week 5_8_1,red,Lausanne-Sport Esports,Vi + Kai'Sa + Rell + Viktor + Kennen,Kennen + Vi + Viktor + Kai'Sa + Rell,False,5
LEC/2026 Season/Spring Season_Week 7_5_1,blue,GIANTX,Varus + Nocturne + Ryze + Neeko + Renekton,Renekton + Nocturne + Ryze + Varus + Neeko,False,5
LEC/2026 Season/Spring Season_Week 7_5_1,red,Karmine Corp,Aurora + Pantheon + Lulu + Zeri + Anivia,Aurora + Pantheon + Anivia + Zeri + Lulu,False,5
Hellenic Challengers Cup/2026 Season/Spring Playoffs_Finals_1_4,blue,EKSI EPTA,Pantheon + Aurora + Smolder + Poppy + Renekton,Renekton + Pantheon + Aurora + Smolder + Poppy,False,5
Hellenic Challengers Cup/2026 Season/Spring Playoffs_Finals_1_4,red,Zerolag Esports,Kai'Sa + Skarner + Akali + Rell + Jax,Jax + Skarner + Akali + Kai'Sa + Rell,False,5
LPL/2026 Season/Split 2_Week 6_10_3,blue,JD Gaming,Azir + Skarner + Gnar + Jhin + Anivia,Jax + Maokai + Yone + Caitlyn + Elise,True,5
LPL/2026 Season/Split 2_Week 6_10_3,red,Anyone's Legend,Yone + Maokai + Jax + Caitlyn + Elise,Gnar + Skarner + Azir + Jhin + Anivia,True,5
Hitpoint 2nd Division Challengers/2026 Season/Spring Split_Week 3_4_3,blue,Andromeda Gaming,Cho'Gath + Nocturne + Orianna + Kai'Sa + Thresh,Cho'Gath + Nocturne + Orianna + Kai'Sa + Thresh,False,5
Hitpoint 2nd Division Challengers/2026 Season/Spring Split_Week 3_4_3,red,CITA Kaizen Academy,Sion + Aatrox + Akali + Ezreal + Karma,Sion + Aatrox + Akali + Ezreal + Karma,False,5
LEC/2026 Season/Spring Season_Week 7_5_2,blue,Karmine Corp,Bard + Vi + Caitlyn + Viktor + Cassiopeia,Cassiopeia + Vi + Viktor + Caitlyn + Bard,False,5
LEC/2026 Season/Spring Season_Week 7_5_2,red,GIANTX,Ezreal + Karma + Skarner + Gnar + Azir,Gnar + Skarner + Azir + Ezreal + Karma,False,5
LEC/2026 Season/Spring Season_Week 7_5_3,blue,Karmine Corp,Xin Zhao + Lucian + Nami + Jax + Ahri,Brand + Naafiri + Sylas + Corki + Nautilus,True,5
LEC/2026 Season/Spring Season_Week 7_5_3,red,GIANTX,Corki + Naafiri + Nautilus + Brand + Sylas,Jax + Xin Zhao + Ahri + Lucian + Nami,True,5
CBLOL/2026 Season/Split 1 Playoffs_Round 1_2_1,blue,Fluxo W7M,Pantheon + Lucian + Milio + Zoe + Renekton,Renekton + Pantheon + Zoe + Lucian + Milio,False,5
CBLOL/2026 Season/Split 1 Playoffs_Round 1_2_1,red,LØS,Trundle + Bard + Caitlyn + Viktor + Kennen,Kennen + Trundle + Viktor + Caitlyn + Bard,False,5
LEC/2026 Season/Spring Season_Week 7_6_1,blue,G2 Esports,Karma + Ezreal + Ornn + Ryze + Nocturne,Ornn + Nocturne + Ryze + Ezreal + Karma,False,5
LEC/2026 Season/Spring Season_Week 7_6_1,red,Movistar KOI,Rumble + Pantheon + Yunara + Rakan + Azir,Rumble + Pantheon + Azir + Yunara + Rakan,False,5
CBLOL/2026 Season/Split 1 Playoffs_Round 1_2_2,blue,Fluxo W7M,Rumble + Nocturne + Ryze + Corki + Nami,K'Sante + Jarvan IV + Ahri + Ezreal + Alistar,True,5
CBLOL/2026 Season/Split 1 Playoffs_Round 1_2_2,red,LØS,Jarvan IV + Ezreal + K'Sante + Ahri + Alistar,Rumble + Nocturne + Ryze + Corki + Nami,True,5
CBLOL/2026 Season/Split 1 Playoffs_Round 1_2_3,blue,Fluxo W7M,Aatrox + Xayah + Rakan + LeBlanc + Ambessa,Ambessa + Aatrox + LeBlanc + Xayah + Rakan,False,5
CBLOL/2026 Season/Split 1 Playoffs_Round 1_2_3,red,LØS,Neeko + Xin Zhao + Yunara + Taliyah + Gnar,Gnar + Xin Zhao + Taliyah + Yunara + Neeko,False,5
LEC/2026 Season/Spring Season_Week 7_6_2,blue,Movistar KOI,Jarvan IV + Nautilus + Kai'Sa + Gnar + Lissandra,Gnar + Jarvan IV + Lissandra + Kai'Sa + Nautilus,False,5
LEC/2026 Season/Spring Season_Week 7_6_2,red,G2 Esports,Lulu + Skarner + Sivir + Ahri + Vayne,Vayne + Skarner + Ahri + Sivir + Lulu,False,5
CBLOL/2026 Season/Split 1 Playoffs_Round 1_2_4,blue,Fluxo W7M,Varus + Zaahen + Nautilus + Cassiopeia + Gwen,Gwen + Zaahen + Cassiopeia + Varus + Nautilus,False,5
CBLOL/2026 Season/Split 1 Playoffs_Round 1_2_4,red,LØS,Sivir + Naafiri + Rell + Annie + Vayne,Vayne + Naafiri + Annie + Sivir + Rell,False,5
LEC/2026 Season/Spring Season_Week 7_6_3,blue,G2 Esports,Seraphine + Miss Fortune + K'Sante + LeBlanc + Lee Sin,K'Sante + Lee Sin + LeBlanc + Miss Fortune + Seraphine,False,5
LEC/2026 Season/Spring Season_Week 7_6_3,red,Movistar KOI,Ashe + Anivia + Xin Zhao + Rell + Galio,Anivia + Xin Zhao + Galio + Ashe + Rell,False,5
CBLOL/2026 Season/Split 1 Playoffs_Round 1_2_5,blue,Fluxo W7M,Sion + Jinx + Thresh + Yone + Maokai,Sion + Maokai + Yone + Jinx + Thresh,False,5
CBLOL/2026 Season/Split 1 Playoffs_Round 1_2_5,red,LØS,Aphelios + Skarner + Lulu + Twisted Fate + Olaf,Olaf + Skarner + Twisted Fate + Aphelios + Lulu,False,5
LCS/2026 Season/Spring Season_Week 6_3_1,blue,FlyQuest,Karma + Ezreal + Vi + K'Sante + Annie,Rumble + Shen + Cassiopeia + Lucian + Milio,True,5
LCS/2026 Season/Spring Season_Week 6_3_1,red,Cloud9,Lucian + Milio + Shen + Rumble + Cassiopeia,K'Sante + Vi + Annie + Ezreal + Karma,True,5
LCS/2026 Season/Spring Season_Week 6_3_2,blue,FlyQuest,Seraphine + Xin Zhao + Senna + Renekton + Viktor,Sion + Jarvan IV + Aurora + Ashe + Lulu,True,5
LCS/2026 Season/Spring Season_Week 6_3_2,red,Cloud9,Ashe + Jarvan IV + Lulu + Aurora + Sion,Renekton + Xin Zhao + Viktor + Senna + Seraphine,True,5
LCS/2026 Season/Spring Season_Week 6_3_3,blue,Cloud9,Bard + Jhin + Anivia + Dr. Mundo + Hwei,Gnar + Sejuani + Twisted Fate + Corki + Nami,True,5
LCS/2026 Season/Spring Season_Week 6_3_3,red,FlyQuest,Corki + Nami + Sejuani + Gnar + Twisted Fate,Anivia + Dr. Mundo + Hwei + Jhin + Bard,True,5
LCS/2026 Season/Spring Season_Week 6_4_1,blue,Team Liquid,Karma + Jarvan IV + Ezreal + Twisted Fate + Jayce,Gragas + Xin Zhao + Aurora + Ashe + Seraphine,True,5
LCS/2026 Season/Spring Season_Week 6_4_1,red,LYON (2024 American Team),Ashe + Seraphine + Xin Zhao + Aurora + Gragas,Jayce + Jarvan IV + Twisted Fate + Ezreal + Karma,True,5
LCS/2026 Season/Spring Season_Week 6_4_2,blue,LYON (2024 American Team),Rumble + Caitlyn + Neeko + Yone + Skarner,Ryze + Vi + Ahri + Lucian + Milio,True,5
LCS/2026 Season/Spring Season_Week 6_4_2,red,Team Liquid,Ryze + Lucian + Milio + Vi + Ahri,Rumble + Skarner + Yone + Caitlyn + Neeko,True,5
LCS/2026 Season/Spring Season_Week 6_4_3,blue,Team Liquid,Nocturne + Corki + Nami + Anivia + Sylas,Jax + Sejuani + Viktor + Xayah + Rakan,True,5
LCS/2026 Season/Spring Season_Week 6_4_3,red,LYON (2024 American Team),Xayah + Rakan + Viktor + Sejuani + Jax,Anivia + Nocturne + Sylas + Corki + Nami,True,5
LCK CL/2026 Season/Rounds 1-2_Week 7_1_1,blue,Nongshim Esports Academy,Pantheon + Jayce + Orianna + Yunara + Lulu,Sion + Vi + Ryze + Ezreal + Neeko,True,5
LCK CL/2026 Season/Rounds 1-2_Week 7_1_1,red,Kiwoom DRX Challengers,Ezreal + Neeko + Vi + Sion + Ryze,Jayce + Pantheon + Orianna + Yunara + Lulu,True,5
LCK CL/2026 Season/Rounds 1-2_Week 7_1_2,blue,Kiwoom DRX Challengers,Varus + Lee Sin + Annie + Ashe + Seraphine,Varus + Lee Sin + Annie + Ashe + Seraphine,False,5
LCK CL/2026 Season/Rounds 1-2_Week 7_1_2,red,Nongshim Esports Academy,Gnar + Miss Fortune + Nautilus + Cassiopeia + Xin Zhao,Gnar + Xin Zhao + Cassiopeia + Miss Fortune + Nautilus,False,5
LCK CL/2026 Season/Rounds 1-2_Week 7_1_3,blue,Nongshim Esports Academy,Lucian + Milio + Twisted Fate + Renekton + Maokai,Renekton + Maokai + Twisted Fate + Lucian + Milio,False,5
LCK CL/2026 Season/Rounds 1-2_Week 7_1_3,red,Kiwoom DRX Challengers,Caitlyn + Aurora + Nami + Trundle + Jax,Jax + Trundle + Aurora + Caitlyn + Nami,False,5
LCK CL/2026 Season/Rounds 1-2_Week 7_2_1,blue,Gen.G Global Academy,Pantheon + Nautilus + Mel + Gnar + Aurora,Gnar + Pantheon + Aurora + Mel + Nautilus,False,5
LCK CL/2026 Season/Rounds 1-2_Week 7_2_1,red,T1 Esports Academy,Ashe + Seraphine + Xin Zhao + Sion + Annie,Sion + Xin Zhao + Annie + Ashe + Seraphine,False,5
LCK CL/2026 Season/Rounds 1-2_Week 7_2_2,blue,T1 Esports Academy,Nocturne + Ezreal + Neeko + Renekton + Ahri,Renekton + Nocturne + Ahri + Ezreal + Neeko,False,5
LCK CL/2026 Season/Rounds 1-2_Week 7_2_2,red,Gen.G Global Academy,Yunara + Lulu + Jarvan IV + K'Sante + LeBlanc,K'Sante + Jarvan IV + LeBlanc + Yunara + Lulu,False,5
LCK CL/2026 Season/Rounds 1-2_Week 7_3_1,blue,DN SOOPers Challengers,Nocturne + Jayce + Ahri + Yunara + Lulu,K'Sante + Xin Zhao + Orianna + Ezreal + Bard,True,5
LCK CL/2026 Season/Rounds 1-2_Week 7_3_1,red,BNK FEARX Youth,Orianna + Bard + Ezreal + K'Sante + Xin Zhao,Jayce + Nocturne + Ahri + Yunara + Lulu,True,5
LCK CL/2026 Season/Rounds 1-2_Week 7_3_2,blue,DN SOOPers Challengers,Pantheon + Miss Fortune + Nautilus + Sion + Aurora,Gwen + Skarner + Anivia + Lucian + Milio,True,5
LCK CL/2026 Season/Rounds 1-2_Week 7_3_2,red,BNK FEARX Youth,Lucian + Milio + Skarner + Anivia + Gwen,Sion + Pantheon + Aurora + Miss Fortune + Nautilus,True,5
TCL/2026 Season/Spring Split_Week 6_1_1,blue,SU Esports,Jarvan IV + Jinx + Lulu + Ryze + Gwen,Gwen + Jarvan IV + Ryze + Jinx + Lulu,False,5
TCL/2026 Season/Spring Split_Week 6_1_1,red,Ozarox Esports,Xin Zhao + Nami + Lucian + Sion + Anivia,Sion + Xin Zhao + Anivia + Lucian + Nami,False,5
Prime League 1st Division/2026 Season/Spring Split_Week 7_1_1,blue,Eintracht Frankfurt,Ezreal + Xin Zhao + Nami + Sion + Ahri,Sion + Xin Zhao + Ahri + Ezreal + Nami,False,5
Prime League 1st Division/2026 Season/Spring Split_Week 7_1_1,red,G2 NORD,Karma + Pantheon + Sivir + Aurora + Gwen,Gwen + Pantheon + Aurora + Sivir + Karma,False,5
Hitpoint 2nd Division Challengers/2026 Season/Spring Split_Week 4_1_1,blue,Andromeda Gaming,Wukong + Ambessa + Ahri + Xayah + Pyke,Ambessa + Wukong + Ahri + Xayah + Pyke,False,5
Hitpoint 2nd Division Challengers/2026 Season/Spring Split_Week 4_1_1,red,Ethereal Enigmas,Camille + Jarvan IV + Taliyah + Brand + Nami,Camille + Jarvan IV + Taliyah + Brand + Nami,False,5
TCL/2026 Season/Spring Split_Week 6_1_2,blue,Ozarox Esports,Rumble + Kalista + Renata Glasc + Zaahen + Viktor,Rumble + Zaahen + Viktor + Kalista + Renata Glasc,False,5
TCL/2026 Season/Spring Split_Week 6_1_2,red,SU Esports,K'Sante + Vi + Ahri + Rell + Aphelios,K'Sante + Vi + Ahri + Aphelios + Rell,False,5
