champion,synergy_degree,synergy_degree_centrality,synergy_weighted_degree,synergy_betweenness,synergy_closeness,synergy_eigenvector,synergy_pagerank,counter_in_degree,counter_out_degree,counter_weighted_in_degree,counter_weighted_out_degree,counter_in_degree_centrality,counter_out_degree_centrality,counter_pagerank,counter_betweenness,counter_hits_hub,counter_hits_authority
Pyke,17.0,0.13076923076923078,7.031690531690531,0.0013937657514890847,0.5,0.02034811014423588,0.0035750125213024385,12.0,20.0,5.427197802197802,8.703813547563549,0.08163265306122448,0.13605442176870747,0.0021187343376534774,0.0009975184702919106,0.0033301638374934623,0.002286100852011745
Maokai,18.0,0.13846153846153847,7.3192640692640705,0.007342215444974376,0.5098039215686274,0.013458301190895047,0.0047015179134104156,35.0,19.0,16.66666666666667,6.159541847041848,0.23809523809523808,0.1292517006802721,0.008429729000604473,0.01114533768771695,0.0019018281087455735,0.004471148337446125
Zoe,6.0,0.046153846153846156,1.9176587301587307,6.828879014620914e-05,0.4421768707482993,0.005334099729769731,0.0018123635616712928,19.0,6.0,7.6722582972582964,1.6964285714285716,0.1292517006802721,0.04081632653061224,0.003539596688163925,0.0005241596663044122,0.00042148130024794643,0.002193595498835907
Zed,3.0,0.023076923076923078,1.2926587301587305,4.502299645938497e-05,0.39634146341463417,0.0019320212505191813,0.001640255201186519,9.0,4.0,3.5724206349206353,1.2232142857142858,0.061224489795918366,0.027210884353741496,0.0020242547015203267,0.00018789125135989853,0.00024146699287693957,0.001064539763586641
Qiyana,5.0,0.038461538461538464,1.9444444444444446,0.00011240237460395441,0.4276315789473684,0.0027734760178537658,0.0018798917906739866,7.0,8.0,2.167478354978355,2.7321428571428577,0.047619047619047616,0.05442176870748299,0.0015942222276896512,0.0002034880543678049,0.0006275456046150248,0.0007643345234082001
Fiora,5.0,0.038461538461538464,2.045454545454546,0.00011012740433388966,0.4406779661016949,0.005552959148682894,0.001878018380359804,10.0,3.0,2.8035714285714293,0.7589285714285716,0.06802721088435373,0.02040816326530612,0.0024460710434927764,0.00013705816990268726,0.00020217376748732377,0.0006547303932288031
Samira,2.0,0.015384615384615385,0.8482142857142858,5.3514364784490005e-05,0.37681159420289856,0.0011074756489103613,0.0014912426359708821,0.0,4.0,0.0,0.9464285714285716,0.0,0.027210884353741496,0.0010910050609299064,0.0,0.00020036247000070883,1.3843698939618762e-18
Renata Glasc,10.0,0.07692307692307693,3.5564435564435577,0.0005130314025030047,0.45614035087719296,0.008867028364892532,0.002460504016990399,9.0,11.0,3.321428571428571,2.8105158730158735,0.061224489795918366,0.07482993197278912,0.0033220060786218406,0.0005752459542929003,0.0010434371560128985,0.0006671164601994333
Soraka,6.0,0.046153846153846156,2.4464285714285716,0.000510966537705787,0.45774647887323944,0.005336135080913866,0.0022598420502516143,0.0,6.0,0.0,2.219246031746032,0.0,0.04081632653061224,0.0010910050609299064,0.0,0.0006512111634490328,9.229132626412506e-19
Smolder,15.0,0.11538461538461539,5.40160533910534,0.019193003906837328,0.47794117647058826,0.011078458231075132,0.005012642238277876,48.0,22.0,27.864761882853983,8.989010989010987,0.32653061224489793,0.14965986394557823,0.011422524726366007,0.006939612972089956,0.002903382665544951,0.007596714949309164
Zac,4.0,0.03076923076923077,1.6964285714285716,0.0002563716012919371,0.4140127388535032,0.002368467848389377,0.002000116736309098,1.0,3.0,0.1875,1.1339285714285716,0.006802721088435374,0.02040816326530612,0.0011874054891316782,2.525156800588822e-05,0.000505362101218594,4.9010191216370605e-05
Thresh,6.0,0.046153846153846156,1.9533730158730163,0.0001693038937566002,0.4452054794520548,0.005125816711194366,0.0019158200795950102,19.0,6.0,6.44047619047619,1.8432539682539686,0.1292517006802721,0.04081632653061224,0.0032734522641595567,0.00020620813580902008,0.0007668810015745157,0.0024004294271754616
Blitzcrank,4.0,0.03076923076923077,1.5982142857142858,5.4239612103771525e-05,0.42071197411003236,0.0021024348830970792,0.0017445649105336375,3.0,6.0,0.8214285714285718,2.2301587301587302,0.02040816326530612,0.04081632653061224,0.0012620038054047232,9.13694327627228e-05,0.00043589297238111617,0.0003436322285697898
Jinx,12.0,0.09230769230769231,4.051587301587301,0.0013460603890112998,0.4693140794223827,0.007863190958260291,0.002720374142862984,26.0,10.0,9.619678932178932,2.8640873015873023,0.17687074829931973,0.06802721088435373,0.0038304812807027546,0.0011568982228412695,0.00044802648186489187,0.002942219013372285
Irelia,12.0,0.09230769230769231,3.6021825396825395,0.0011872714842941327,0.4868913857677903,0.008402273421550036,0.0024853587329776096,9.0,16.0,2.1408730158730163,5.139700577200577,0.061224489795918366,0.10884353741496598,0.0020739425073102798,0.0005358378533759418,0.0016244460006397342,0.0006564595358209309
Nidalee,5.0,0.038461538461538464,1.6696428571428577,0.00010690079618803633,0.429042904290429,0.0031708777926048033,0.0017502616265883085,0.0,5.0,0.0,1.428571428571429,0.0,0.03401360544217687,0.0010910050609299064,0.0,0.0004617922844690639,-0.0
Yuumi,6.0,0.046153846153846156,1.838113275613276,0.00041884431936081603,0.4391891891891892,0.002410266430307447,0.001981274290704078,24.0,10.0,11.551046176046178,3.1944444444444446,0.16326530612244897,0.06802721088435373,0.004276275423964795,0.007052406823987239,0.0011172967605930827,0.004495665088135973
Shyvana,7.0,0.05384615384615385,2.022817460317461,0.00027890552420391777,0.44673539518900346,0.00604929864499063,0.0018822682927323708,17.0,6.0,5.283730158730158,1.938311688311689,0.11564625850340135,0.04081632653061224,0.0028255781206823587,0.00023232967208138797,0.0007774254213169892,0.0020708121565334867
Yasuo,6.0,0.046153846153846156,1.676587301587302,0.0021424986737585993,0.42071197411003236,0.0018728604634365175,0.0024615739581865205,13.0,8.0,4.639700577200577,2.366071428571429,0.08843537414965986,0.05442176870748299,0.002076086926108605,0.00023948927090203579,0.0008701532143306453,0.002033523073447535
Kennen,11.0,0.08461538461538462,2.6765873015873023,0.0010089158951111902,0.47619047619047616,0.005338092269840575,0.002213839928559156,15.0,12.0,7.815399877899877,4.597041847041847,0.10204081632653061,0.08163265306122448,0.003707453453067675,0.0011968142846484878,0.0013171577279364414,0.002267179579546842
Kog'Maw,9.0,0.06923076923076923,2.7281746031746037,0.0005216693993699165,0.47101449275362317,0.006440764302440201,0.0021225446447393904,12.0,10.0,5.615710678210678,3.0515873015873023,0.08163265306122448,0.06802721088435373,0.002757728138833268,0.00042752360254175143,0.001051538961631442,0.0016021627328481837
Veigar,3.0,0.023076923076923078,0.7648809523809522,2.209813368998514e-05,0.41139240506329117,0.0017312298425874906,0.0014279004760253248,5.0,7.0,1.7053571428571432,1.9623015873015879,0.03401360544217687,0.047619047619047616,0.0013860487475075172,0.00010134730550316128,0.0006414718153887725,0.0004930327028014834
Lissandra,4.0,0.03076923076923077,0.9464285714285716,2.7844575336870098e-05,0.41935483870967744,0.0019398287985632526,0.0014823632544361995,6.0,2.0,2.915178571428571,0.5714285714285716,0.04081632653061224,0.013605442176870748,0.0016036825077541507,5.463589229436248e-06,0.00036936072976081965,0.001196674689620554
Lillia,5.0,0.038461538461538464,1.428571428571429,0.0001265376556974224,0.429042904290429,0.002239023198651301,0.0016945441038520288,0.0,6.0,0.0,1.991071428571429,0.0,0.04081632653061224,0.0010910050609299064,0.0,0.0006550961816572578,1.1536415783015633e-19
Aurelion Sol,4.0,0.03076923076923077,1.0446428571428574,7.464498608226602e-05,0.41533546325878595,0.002306419665551746,0.0015134162994152093,2.0,3.0,0.8482142857142858,0.7589285714285716,0.013605442176870748,0.02040816326530612,0.0012243440790116451,9.796682986506862e-06,0.00022834761178552017,0.00034268536598499715
Kha'Zix,5.0,0.038461538461538464,1.428571428571429,0.00010398380656498979,0.4276315789473684,0.005369791149292294,0.001627317137021345,1.0,7.0,0.2857142857142858,3.0386904761904763,0.006802721088435374,0.047619047619047616,0.0011317398532040026,8.980761254273401e-06,0.0015217026317040422,0.00018096432742996962
Urgot,4.0,0.03076923076923077,1.1428571428571432,0.00010116600970425898,0.41935483870967744,0.0019866249834246128,0.0015578999983036318,0.0,3.0,0.0,0.8571428571428574,0.0,0.02040816326530612,0.0010910050609299064,0.0,0.00047000321262958053,1.8458265252825013e-18
Kassadin,2.0,0.015384615384615385,0.5714285714285716,1.651300399064263e-05,0.36827195467422097,0.001025514328566767,0.0013588910188896356,1.0,3.0,0.2857142857142858,0.7589285714285716,0.006802721088435374,0.02040816326530612,0.0011181359226915513,0.0,0.00022610211827840633,0.00013665936758401918
Vel'Koz,1.0,0.007692307692307693,0.2857142857142858,0.0,0.3611111111111111,0.0007010865301682146,0.0012463393379120579,0.0,1.0,0.0,0.2857142857142858,0.0,0.006802721088435374,0.0010910050609299064,0.0,0.0001709525794679525,4.614566313206253e-19
Xerath,3.0,0.023076923076923078,0.7589285714285716,3.097890766525681e-05,0.3951367781155015,0.0016369264858872188,0.0014084721413223466,5.0,4.0,1.3303571428571432,1.0446428571428574,0.03401360544217687,0.027210884353741496,0.0016237795066879317,9.428244895252747e-05,0.00042642950782684734,0.0004875313863766747
Vladimir,2.0,0.015384615384615385,0.5714285714285716,0.0,0.3869047619047619,0.0016590441224364194,0.0013530942786112018,6.0,2.0,1.991071428571429,0.5714285714285716,0.04081632653061224,0.013605442176870748,0.0015532908234374026,7.24059799288064e-05,8.954805880176277e-05,0.0006300109875405138
Volibear,4.0,0.03076923076923077,1.0446428571428574,6.832737536520424e-05,0.4406779661016949,0.003181563937609988,0.0015061387304508853,6.0,4.0,1.7946428571428574,1.0446428571428574,0.04081632653061224,0.027210884353741496,0.0017092313811118856,0.0001732230103668603,0.00016381821935601792,0.0005473646302929841
Graves,2.0,0.015384615384615385,0.5714285714285716,2.787909764653951e-05,0.3581267217630854,0.0007063000968473654,0.0013995993891126974,1.0,1.0,0.2857142857142858,0.2857142857142858,0.006802721088435374,0.006802721088435374,0.0011229812056980982,0.0,9.606634525959775e-05,0.00017624721748208208
Gangplank,1.0,0.007692307692307693,0.2857142857142858,0.0,0.3561643835616438,0.00044708669026588153,0.0012555270562114476,0.0,5.0,0.0,1.3303571428571432,0.0,0.03401360544217687,0.0010910050609299064,0.0,0.0006057612950089579,-0.0
Darius,1.0,0.007692307692307693,0.2857142857142858,0.0,0.3581267217630854,0.0009031633432288147,0.0012441222215451605,6.0,1.0,1.8928571428571432,0.2857142857142858,0.04081632653061224,0.006802721088435374,0.0019528303832971544,1.7920761560683285e-06,8.580606096045027e-05,0.0004813121263688649
Draven,2.0,0.015384615384615385,0.5714285714285716,3.553792276970135e-05,0.3857566765578635,0.0007788100188888035,0.001374568243507629,7.0,3.0,3.5897366522366525,1.1339285714285716,0.047619047619047616,0.02040816326530612,0.002113094906469557,4.085677233762015e-05,0.0005396842868801246,0.001214160360129571
Kled,4.0,0.03076923076923077,0.9464285714285716,0.00013474206412840146,0.4126984126984127,0.0018127219495624879,0.0014940025823386087,1.0,5.0,0.2857142857142858,1.3303571428571432,0.006802721088435374,0.03401360544217687,0.0011378337411707415,1.2926666978698752e-05,0.0005126161813038037,0.00013018613511838527
Zyra,2.0,0.015384615384615385,0.5714285714285716,0.00011624118150749808,0.3581267217630854,0.0002832010672851705,0.0016235851031599525,8.0,5.0,2.3303571428571432,1.489087301587302,0.05442176870748299,0.03401360544217687,0.0022065152547849957,0.0001236970766469147,0.0005146231221243547,0.00047829523472777454
Mordekaiser,1.0,0.007692307692307693,0.2857142857142858,0.0,0.31100478468899523,3.2482352527877636e-05,0.0014262507855511276,8.0,1.0,2.5446428571428577,0.2857142857142858,0.05442176870748299,0.006802721088435374,0.0020056204520739543,3.152185148271254e-05,0.00011173788894796056,0.0003684352596259885
Ivern,1.0,0.007692307692307693,0.2857142857142858,0.0,0.3439153439153439,0.00035828343283041613,0.001260297568022568,2.0,1.0,0.5714285714285716,0.2857142857142858,0.013605442176870748,0.006802721088435374,0.0012071774986748697,0.0,0.0001579228589597634,0.00023229366370950007
Vex,1.0,0.007692307692307693,0.2857142857142858,0.0,0.3385416666666667,9.676891813829852e-05,0.0012981992250208668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Camille,3.0,0.023076923076923078,0.6250000000000002,5.963029218843172e-06,0.4024767801857585,0.0016416361925617488,0.0013571202739961266,35.0,5.0,17.373494560994573,1.2926587301587305,0.23809523809523808,0.03401360544217687,0.00856733098862898,0.0019138490840971923,0.00040774477684349646,0.006557890740082463
Morgana,1.0,0.007692307692307693,0.1875,0.0,0.3601108033240997,0.0009190601925424091,0.0012058178598913089,2.0,1.0,0.5714285714285716,0.1875,0.013605442176870748,0.006802721088435374,0.0013529941959444325,0.0,2.2241266687895274e-05,5.665535766079958e-05
Tahm Kench,1.0,0.007692307692307693,0.1875,0.0,0.32418952618453867,4.870978002851582e-05,0.0012929199480948015,3.0,2.0,0.9176587301587305,0.4732142857142858,0.02040816326530612,0.013605442176870748,0.0014155138378715078,1.964872471294218e-05,0.00014378125642045217,0.00032016847680990825
Viego,1.0,0.007692307692307693,0.1875,0.0,0.36827195467422097,0.0007549624552109695,0.0012080741228814667,12.0,2.0,3.4107142857142865,0.4732142857142858,0.08163265306122448,0.013605442176870748,0.002938532662223342,0.006505050691402712,4.8036145106357606e-05,0.000814966809343517
Brand,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,4.0,5.116071428571428,0.9464285714285716,0.08163265306122448,0.027210884353741496,0.0033573791390885087,0.00022415223827079064,0.00020590494744520722,0.001628079921752555
Kindred,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,2.553571428571429,0.0,0.047619047619047616,0.0,0.001922818853830539,0.0,-0.0,0.0006514223005863015
Elise,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,1.864087301587302,0.5714285714285716,0.047619047619047616,0.013605442176870748,0.0019315130855400062,6.220590815660709e-05,0.00010895591069901044,0.0005305505262798718
Ekko,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.5714285714285716,0.0,0.013605442176870748,0.0,0.001132301385248528,0.0,-0.0,0.0004216416384871402
Taric,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2857142857142858,0.0,0.006802721088435374,0.0,0.001128900938553991,0.0,-0.0,0.00013772919836647283
Sett,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2857142857142858,0.0,0.006802721088435374,0.0,0.0012379009515230827,0.0,-0.0,7.468219613924345e-05
Garen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.5714285714285716,0.0,0.013605442176870748,0.0,0.001289416111351001,0.0,-0.0,0.0002941823329343198
Kayn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.8571428571428574,0.0,0.02040816326530612,0.0,0.0014413802742985747,0.0,-0.0,0.00024115299134659757
Malzahar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,1.616071428571429,0.8571428571428574,0.04081632653061224,0.02040816326530612,0.001861391224260224,6.081664749051949e-05,0.00018266070046832428,0.0006321638512965977
Illaoi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.2857142857142858,0.5714285714285716,0.006802721088435374,0.013605442176870748,0.0013064992112988337,9.211219722821621e-06,0.0002974812657462409,2.340005806701466e-05
Bel'Veth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2857142857142858,0.0,0.006802721088435374,0.0,0.00117818415582549,0.0,-0.0,0.00010217876033232021
Fizz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.5714285714285716,0.0,0.013605442176870748,0.0,0.0013879351298854996,0.0,-0.0,0.00014333123817647232
Janna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2857142857142858,0.0,0.006802721088435374,0.0010910050609299064,0.0,9.653883325111633e-05,-0.0
Karthus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2857142857142858,0.0,0.006802721088435374,0.0,0.001204167642678774,0.0,-0.0,3.956269616870485e-05
Kayle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.2857142857142858,0.1875,0.006802721088435374,0.006802721088435374,0.0012379009515230827,0.0,1.7532878661744486e-05,7.468219613923608e-05
Hecarim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2857142857142858,0.0,0.006802721088435374,0.0010910050609299064,0.0,0.00010283159179807847,9.229132626412506e-19
Tryndamere,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.8571428571428574,0.0,0.02040816326530612,0.0,0.001569676606674514,0.0,-0.0,0.0001613237334825826
Rengar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2857142857142858,0.0,0.006802721088435374,0.0010910050609299064,0.0,4.869728559554711e-06,1.8458265252825013e-18
