combo_size,composition,team_has_op,combo_contains_op,games,wins,example_matches,op_champions,win_rate,smoothed_win_rate,op_status_baseline_win_rate,lift_vs_op_status_baseline,lift_vs_global_50
5,Gwen + Pantheon + Senna + Seraphine + Taliyah,True,True,1,1,CBLOL/2026 Season/Split 1 Playoffs_Round 2_1_2,Senna,1.0,0.5833333333333334,0.5314685314685315,0.05186480186480191,0.08333333333333337
5,Hwei + Leona + Mel + Nocturne + Olaf,True,True,1,1,LJL/2026 Season/Spring Series_Finals_1_5,Nocturne,1.0,0.5833333333333334,0.5314685314685315,0.05186480186480191,0.08333333333333337
5,Hwei + Nautilus + Senna + Shyvana + Trundle,True,True,1,1,Prime League 1st Division/2026 Season/Spring Playoffs_Finals_1_3,Senna,1.0,0.5833333333333334,0.5314685314685315,0.05186480186480191,0.08333333333333337
5,Jarvan IV + Nautilus + Senna + Sylas + Vayne,True,True,1,1,Prime League 1st Division/2026 Season/Spring Playoffs_Semifinals_2_3,Senna,1.0,0.5833333333333334,0.5314685314685315,0.05186480186480191,0.08333333333333337
5,Jayce + Jhin + LeBlanc + Nocturne + Rakan,True,True,1,1,VCS/2026 Season/Summer Playoffs_Round 1_2_3,Nocturne,1.0,0.5833333333333334,0.5314685314685315,0.05186480186480191,0.08333333333333337
5,Jayce + Nautilus + Orianna + Senna + Wukong,True,True,1,1,Liga Regional Sur/2026 Season/Split 1 Playoffs_Round 1_4_3,Senna,1.0,0.5833333333333334,0.5314685314685315,0.05186480186480191,0.08333333333333337
5,Jayce + Nautilus + Senna + Sion + Syndra,True,True,1,1,Esports Balkan League/2026 Season/Spring Playoffs_Round 3_1_1,Senna,1.0,0.5833333333333334,0.5314685314685315,0.05186480186480191,0.08333333333333337
5,K'Sante + Nautilus + Ryze + Senna + Xin Zhao,True,True,1,1,North American Challengers League/2026 Season/Spring Season_Week 8_1_2,Senna,1.0,0.5833333333333334,0.5314685314685315,0.05186480186480191,0.08333333333333337
5,Lee Sin + Olaf + Ryze + Senna + Seraphine,True,True,1,1,Prime League 1st Division/2026 Season/Spring Playoffs_Quarterfinals_2_3,Senna,1.0,0.5833333333333334,0.5314685314685315,0.05186480186480191,0.08333333333333337
5,Lulu + Nocturne + Renekton + Yunara + Zoe,True,True,1,1,LCK/2026 Season/Road to MSI_Round 2_1_3,Nocturne,1.0,0.5833333333333334,0.5314685314685315,0.05186480186480191,0.08333333333333337
5,Nautilus + Renekton + Senna + Shyvana + Taliyah,True,True,1,1,Nexus League/2026 Season/Spring Playoffs_Finals_1_2,Senna,1.0,0.5833333333333334,0.5314685314685315,0.05186480186480191,0.08333333333333337
5,Nautilus + Rumble + Sejuani + Senna + Yone,True,True,1,1,LCS/2026 Season/Spring Playoffs_Round 1_2_2,Senna,1.0,0.5833333333333334,0.5314685314685315,0.05186480186480191,0.08333333333333337
5,Nautilus + Rumble + Senna + Taliyah + Trundle,True,True,1,1,Esports World Cup 2026/Online Qualifiers/EMEA_Round 4_1_2,Senna,1.0,0.5833333333333334,0.5314685314685315,0.05186480186480191,0.08333333333333337
5,Nautilus + Ryze + Senna + Varus + Wukong,True,True,1,1,LIT/2026 Season/Summer Promotion_Round 4_1_1,Senna,1.0,0.5833333333333334,0.5314685314685315,0.05186480186480191,0.08333333333333337
5,Nocturne + Rakan + Ryze + Sivir + Varus,True,True,1,1,Benelux Ascend Series/2026 Season/Spring Playoffs_Semifinals_2_3,Nocturne,1.0,0.5833333333333334,0.5314685314685315,0.05186480186480191,0.08333333333333337
5,Nocturne + Rell + Senna + Shen + Viktor,True,True,1,1,Liga Regional Sur/2026 Season/Split 1 Playoffs_Round 3_1_4,Senna,1.0,0.5833333333333334,0.5314685314685315,0.05186480186480191,0.08333333333333337
5,Olaf + Sejuani + Senna + Seraphine + Sylas,True,True,1,1,LCP/2026 Season/Split 2 Playoffs_Finals_1_4,Senna,1.0,0.5833333333333334,0.5314685314685315,0.05186480186480191,0.08333333333333337
5,Pantheon + Senna + Seraphine + Sion + Viktor,True,True,1,1,LPL/2026 Season/Split 2 Playoffs_Finals_1_3,Senna,1.0,0.5833333333333334,0.5314685314685315,0.05186480186480191,0.08333333333333337
5,Renekton + Senna + Seraphine + Viktor + Xin Zhao,True,True,1,1,LCS/2026 Season/Spring Season_Week 6_3_2,Senna,1.0,0.5833333333333334,0.5314685314685315,0.05186480186480191,0.08333333333333337
2,Jayce + Senna,True,True,10,6,"Rift Legends/2026 Season/Spring Split_Week 5_4_2, Liga Regional Sur/2026 Season/Split 1 Playoffs_Round 1_4_3, LCS/2026 Season/Spring Season_Week 7_4_1",Senna,0.6,0.5666666666666667,0.5314685314685315,0.035198135198135194,0.06666666666666665
2,Bard + Senna,True,True,3,2,"Road Of Legends/2026 Season/Spring Split_Week 6_2_3, NLC/2026 Season/Spring Split_Day 1_5_1, Hitpoint 2nd Division Challengers/2026 Season/Spring Playoffs_Round 2_1_3",Senna,0.6666666666666666,0.5625,0.5314685314685315,0.031031468531468542,0.0625
2,Kai'Sa + Nocturne,True,True,3,2,"Arabian League/2026 Season/Summer Promotion_Round 1_3_1, Arabian League/2026 Season/Summer Promotion_Round 2_1_1, EMEA Masters/2026 Season/Spring Main Event_Quarterfinals_1_1",Nocturne,0.6666666666666666,0.5625,0.5314685314685315,0.031031468531468542,0.0625
2,Lucian + Nocturne,True,True,3,2,"Circuito Desafiante/2026 Season/Split 1 Playoffs_Finals_1_1, Circuito Desafiante/2026 Season/Split 2 Promotion_Round 1_3_1, 2026 Asian Games/Qualifier_Day 1_7_1",Nocturne,0.6666666666666666,0.5625,0.5314685314685315,0.031031468531468542,0.0625
2,Milio + Nocturne,True,True,3,2,"EMEA Masters/2026 Season/Spring Play-In_Round 2_8_1, EMEA Masters/2026 Season/Spring Main Event_Groups Day 2_8_2, 2026 Asian Games/Qualifier_Day 1_7_1",Nocturne,0.6666666666666666,0.5625,0.5314685314685315,0.031031468531468542,0.0625
2,Nocturne + Ornn,True,True,3,2,"CBLOL/2026 Season/Split 1 Playoffs_Round 3_1_2, EMEA Masters/2026 Season/Spring Main Event_Quarterfinals_4_1, EMEA Masters/2026 Season/Spring Main Event_Quarterfinals_3_2",Nocturne,0.6666666666666666,0.5625,0.5314685314685315,0.031031468531468542,0.0625
2,Nocturne + Renekton,True,True,3,2,"LCK/2026 Season/Road to MSI_Round 2_1_3, EMEA Masters/2026 Season/Spring Play-In_Qualification Round_3_1, VCS/2026 Season/Summer Playoffs_Round 1_3_1",Nocturne,0.6666666666666666,0.5625,0.5314685314685315,0.031031468531468542,0.0625
2,Nocturne + Shen,True,True,3,2,"LCS/2026 Season/Spring Playoffs_Round 1_4_2, Liga Regional Sur/2026 Season/Split 1 Playoffs_Finals_1_1, 2026 Asia Masters_Day 4_1_1",Nocturne,0.6666666666666666,0.5625,0.5314685314685315,0.031031468531468542,0.0625
2,Pantheon + Senna,True,True,3,2,"CBLOL/2026 Season/Split 1 Playoffs_Round 2_1_2, Hitpoint 2nd Division Challengers/2026 Season/Spring Playoffs_Round 2_1_3, LPL/2026 Season/Split 2 Playoffs_Finals_1_3",Senna,0.6666666666666666,0.5625,0.5314685314685315,0.031031468531468542,0.0625
2,Senna + Varus,True,True,3,2,"LIT/2026 Season/Summer Promotion_Round 4_1_1, NLC/2026 Season/Spring Split_Day 1_13_1, NLC/2026 Season/Spring Split_Day 2_2_1",Senna,0.6666666666666666,0.5625,0.5314685314685315,0.031031468531468542,0.0625
2,Senna + Yone,True,True,3,2,"LCS/2026 Season/Spring Playoffs_Round 1_2_2, North American Challengers League/2026 Season/Spring Playoffs_Round 2_3_4, LJL/2026 Season/Spring Series_Week 6_2_3",Senna,0.6666666666666666,0.5625,0.5314685314685315,0.031031468531468542,0.0625
2,Senna + Zaahen,True,True,3,2,"Road Of Legends/2026 Season/Spring Split_Week 6_2_3, LEC/2026 Season/Spring Playoffs_Round 3_1_5, Nexus League/2026 Season/Spring Playoffs_Round 2_1_3",Senna,0.6666666666666666,0.5625,0.5314685314685315,0.031031468531468542,0.0625
3,Akali + Alistar + Nocturne,True,True,3,2,"Arabian League/2026 Season/Summer Promotion_Round 2_1_1, EMEA Masters/2026 Season/Spring Main Event_Groups Day 2_2_3, 2026 Asian Games/Qualifier_Day 3_2_1",Nocturne,0.6666666666666666,0.5625,0.5314685314685315,0.031031468531468542,0.0625
3,Alistar + Ezreal + Nocturne,True,True,3,2,"Circuito Desafiante/2026 Season/Split 2 Promotion_Round 2_2_1, EMEA Masters/2026 Season/Spring Main Event_Groups Day 2_2_3, 2026 Asian Games/Qualifier_Day 3_2_1",Nocturne,0.6666666666666666,0.5625,0.5314685314685315,0.031031468531468542,0.0625
3,Alistar + Ryze + Senna,True,True,3,2,"Esports World Cup 2026/Online Qualifiers/Korea_Round 4_2_2, LCK/2026 Season/Rounds 1-2_Week 9_1_2, LPL/2026 Season/Split 2 Playoffs_Round 3_1_2",Senna,0.6666666666666666,0.5625,0.5314685314685315,0.031031468531468542,0.0625
3,Aurora + Nautilus + Senna,True,True,3,2,"LES/2026 Season/Spring Split_Week 5_2_1, NLC/2026 Season/Spring Playoffs_Round 1_2_2, PCS/2026 Season/Spring Season_Finals_1_3",Senna,0.6666666666666666,0.5625,0.5314685314685315,0.031031468531468542,0.0625
3,Caitlyn + Neeko + Nocturne,True,True,3,2,"EMEA Masters/2026 Season/Spring Play-In_Round 2_4_1, EMEA Masters/2026 Season/Spring Play-In_Qualification Round_4_2, Hitpoint 2nd Division Challengers/2026 Season/Spring Playoffs_Round 3_2_1",Nocturne,0.6666666666666666,0.5625,0.5314685314685315,0.031031468531468542,0.0625
3,Lee Sin + Ryze + Senna,True,True,3,2,"Prime League 1st Division/2026 Season/Spring Playoffs_Quarterfinals_2_3, VCS/2026 Season/Summer Season_Week 2_5_2, LPL/2026 Season/Split 2 Playoffs_Round 3_1_2",Senna,0.6666666666666666,0.5625,0.5314685314685315,0.031031468531468542,0.0625
3,Lulu + Nocturne + Yunara,True,True,3,2,"LCK/2026 Season/Road to MSI_Round 2_1_3, LCK/2026 Season/Road to MSI_Round 4_1_4, LCS/2026 Season/Spring Playoffs_Finals_1_3",Nocturne,0.6666666666666666,0.5625,0.5314685314685315,0.031031468531468542,0.0625
3,Nautilus + Senna + Taliyah,True,True,3,2,"Esports World Cup 2026/Online Qualifiers/EMEA_Round 4_1_2, NLC/2026 Season/Spring Playoffs_Round 1_1_3, Nexus League/2026 Season/Spring Playoffs_Finals_1_2",Senna,0.6666666666666666,0.5625,0.5314685314685315,0.031031468531468542,0.0625
3,Olaf + Senna + Seraphine,True,True,3,2,"Prime League 1st Division/2026 Season/Spring Playoffs_Quarterfinals_2_3, NLC/2026 Season/Spring Split_Day 2_2_1, LCP/2026 Season/Split 2 Playoffs_Finals_1_4",Senna,0.6666666666666666,0.5625,0.5314685314685315,0.031031468531468542,0.0625
3,Ryze + Senna + Seraphine,True,True,3,2,"Rift Legends/2026 Season/Spring Split_Week 5_2_1, Prime League 1st Division/2026 Season/Spring Playoffs_Quarterfinals_2_3, NLC/2026 Season/Spring Split_Day 2_2_1",Senna,0.6666666666666666,0.5625,0.5314685314685315,0.031031468531468542,0.0625
3,Senna + Seraphine + Skarner,True,True,3,2,"Rift Legends/2026 Season/Spring Split_Week 5_2_1, Rift Legends/2026 Season/Spring Split_Week 5_6_2, Nexus League/2026 Season/Spring Split_Week 7_6_1",Senna,0.6666666666666666,0.5625,0.5314685314685315,0.031031468531468542,0.0625
3,Senna + Seraphine + Taliyah,True,True,3,2,"CBLOL/2026 Season/Split 1 Playoffs_Round 2_1_2, Nexus League/2026 Season/Spring Split_Week 7_6_1, Benelux Ascend Series/2026 Season/Spring Playoffs_Round 2_1_4",Senna,0.6666666666666666,0.5625,0.5314685314685315,0.031031468531468542,0.0625
2,Ezreal + Nocturne,True,True,12,7,"Circuito Desafiante/2026 Season/Split 2 Promotion_Round 1_2_1, Circuito Desafiante/2026 Season/Split 2 Promotion_Round 2_2_1, LCS/2026 Season/Spring Playoffs_Round 2_1_1",Nocturne,0.5833333333333334,0.5588235294117647,0.5314685314685315,0.02735499794323326,0.05882352941176472
2,Anivia + Senna,True,True,5,3,"Rift Legends/2026 Season/Spring Split_Week 5_6_2, Rift Legends/2026 Season/Spring Split_Week 6_4_2, PCS/2026 Season/Spring Season_Playoffs Round 4_1_1",Senna,0.6,0.55,0.5314685314685315,0.018531468531468587,0.050000000000000044
2,Ashe + Nocturne,True,True,5,3,"EMEA Masters/2026 Season/Spring Play-In_Round 2_8_1, EMEA Masters/2026 Season/Spring Play-In_Round 4_3_1, EMEA Masters/2026 Season/Spring Main Event_Quarterfinals_4_1",Nocturne,0.6,0.55,0.5314685314685315,0.018531468531468587,0.050000000000000044
2,Cassiopeia + Nocturne,True,True,5,3,"LCS/2026 Season/Spring Playoffs_Round 2_1_1, EMEA Masters/2026 Season/Spring Play-In_Round 4_3_1, 2026 Asia Masters_Day 4_1_1",Nocturne,0.6,0.55,0.5314685314685315,0.018531468531468587,0.050000000000000044
2,K'Sante + Senna,True,True,5,3,"LCK/2026 Season/Rounds 1-2_Week 6_2_2, LPL/2026 Season/Split 2_Week 7_3_1, North American Challengers League/2026 Season/Spring Season_Week 8_1_2",Senna,0.6,0.55,0.5314685314685315,0.018531468531468587,0.050000000000000044
2,Nocturne + Rell,True,True,5,3,"Circuito Desafiante/2026 Season/Split 2 Promotion_Round 1_3_1, EMEA Masters/2026 Season/Spring Play-In_Round 1_5_1, EMEA Masters/2026 Season/Spring Play-In_Qualification Round_3_1",Nocturne,0.6,0.55,0.5314685314685315,0.018531468531468587,0.050000000000000044
2,Orianna + Senna,True,True,5,3,"North American Challengers League/2026 Season/Spring Season_Week 7_6_2, Liga Regional Sur/2026 Season/Split 1 Playoffs_Round 1_4_3, LCS/2026 Season/Spring Season_Week 7_4_1",Senna,0.6,0.55,0.5314685314685315,0.018531468531468587,0.050000000000000044
2,Senna + Shyvana,True,True,5,3,"LPL/2026 Season/Split 2_Week 6_7_2, LIT/2026 Season/Spring Playoffs_Round 5_1_3, LIT/2026 Season/Summer Promotion_Semifinals_2_3",Senna,0.6,0.55,0.5314685314685315,0.018531468531468587,0.050000000000000044
2,Senna + Skarner,True,True,5,3,"Rift Legends/2026 Season/Spring Split_Week 5_2_1, Rift Legends/2026 Season/Spring Split_Week 5_6_2, Hitpoint Masters/2026 Season/Spring Split_Week 4_4_1",Senna,0.6,0.55,0.5314685314685315,0.018531468531468587,0.050000000000000044
2,Senna + Trundle,True,True,5,3,"North American Challengers League/2026 Season/Spring Season_Week 7_6_2, Esports World Cup 2026/Online Qualifiers/EMEA_Round 4_1_2, Esports World Cup 2026/Online Qualifiers/Korea_Round 4_2_2",Senna,0.6,0.55,0.5314685314685315,0.018531468531468587,0.050000000000000044
3,Nautilus + Ryze + Senna,True,True,5,3,"LCK/2026 Season/Rounds 1-2_Week 6_2_2, North American Challengers League/2026 Season/Spring Season_Week 8_1_2, LIT/2026 Season/Summer Promotion_Round 4_1_1",Senna,0.6,0.55,0.5314685314685315,0.018531468531468587,0.050000000000000044
2,Senna + Taliyah,True,True,7,4,"Esports World Cup 2026/Online Qualifiers/EMEA_Round 4_1_2, CBLOL/2026 Season/Split 1 Playoffs_Round 2_1_2, Nexus League/2026 Season/Spring Split_Week 7_6_1",Senna,0.5714285714285714,0.5416666666666666,0.5314685314685315,0.010198135198135172,0.04166666666666663
2,Nocturne + Ryze,True,True,9,5,"CBLOL/2026 Season/Split 1 Playoffs_Round 4_2_1, LCS/2026 Season/Spring Playoffs_Round 1_4_2, Benelux Ascend Series/2026 Season/Spring Playoffs_Semifinals_2_3",Nocturne,0.5555555555555556,0.5357142857142857,0.5314685314685315,0.004245754245754241,0.0357142857142857
2,Nautilus + Senna,True,True,29,15,"LCK/2026 Season/Rounds 1-2_Week 6_2_2, LES/2026 Season/Spring Split_Week 5_2_1, Liga Regional Sur/2026 Season/Split 1 Playoffs_Round 1_4_3",Senna,0.5172413793103449,0.5147058823529411,0.5314685314685315,-0.016762649115590333,0.014705882352941124
2,Senna + Seraphine,True,True,16,8,"Rift Legends/2026 Season/Spring Split_Week 5_2_1, Rift Legends/2026 Season/Spring Split_Week 5_4_2, Rift Legends/2026 Season/Spring Split_Week 5_6_2",Senna,0.5,0.5,0.5314685314685315,-0.03146853146853146,0.0
2,Jarvan IV + Senna,True,True,10,5,"LES/2026 Season/Spring Split_Week 5_2_1, TCL/2026 Season/Spring Split_Week 6_2_2, LFL/2026 Season/Spring Playoffs_Round 1_5_2",Senna,0.5,0.5,0.5314685314685315,-0.03146853146853146,0.0
2,Neeko + Nocturne,True,True,10,5,"Hitpoint Masters/2026 Season/Spring Playoffs_Round 3_2_3, Arabian League/2026 Season/Summer Promotion_Round 1_3_1, Road Of Legends/2026 Season/Spring Playoffs_Finals_1_3",Nocturne,0.5,0.5,0.5314685314685315,-0.03146853146853146,0.0
2,Senna + Wukong,True,True,10,5,"North American Challengers League/2026 Season/Spring Season_Week 7_4_3, Liga Regional Sur/2026 Season/Split 1 Playoffs_Round 1_4_3, LFL/2026 Season/Spring Playoffs_Round 2_3_2",Senna,0.5,0.5,0.5314685314685315,-0.03146853146853146,0.0
2,Alistar + Senna,True,True,8,4,"LPL/2026 Season/Split 2_Week 7_9_1, North American Challengers League/2026 Season/Spring Playoffs_Round 2_1_2, LEC/2026 Season/Spring Playoffs_Round 3_1_5",Senna,0.5,0.5,0.5314685314685315,-0.03146853146853146,0.0
2,Ambessa + Nocturne,True,True,8,4,"Arabian League/2026 Season/Summer Promotion_Round 1_3_1, Circuito Desafiante/2026 Season/Split 2 Promotion_Round 2_2_1, EMEA Masters/2026 Season/Spring Main Event_Groups Day 2_2_3",Nocturne,0.5,0.5,0.5314685314685315,-0.03146853146853146,0.0
2,Lee Sin + Senna,True,True,8,4,"Nexus League/2026 Season/Spring Split_Week 6_8_1, Prime League 1st Division/2026 Season/Spring Playoffs_Quarterfinals_2_3, VCS/2026 Season/Summer Season_Week 2_5_2",Senna,0.5,0.5,0.5314685314685315,-0.03146853146853146,0.0
2,Ahri + Nocturne,True,True,6,3,"EMEA Masters/2026 Season/Spring Main Event_Groups Day 1_2_1, Road Of Legends/2026 Season/Summer Promotion_Round 1_1_3, EMEA Masters/2026 Season/Spring Main Event_Groups Day 2_8_2",Nocturne,0.5,0.5,0.5314685314685315,-0.03146853146853146,0.0
2,Akali + Nocturne,True,True,6,3,"Arabian League/2026 Season/Summer Promotion_Round 2_1_1, EMEA Masters/2026 Season/Spring Play-In_Round 3_6_1, EMEA Masters/2026 Season/Spring Main Event_Groups Day 2_2_3",Nocturne,0.5,0.5,0.5314685314685315,-0.03146853146853146,0.0
2,K'Sante + Nocturne,True,True,6,3,"NLC/2026 Season/Spring Playoffs_Round 3_1_3, EMEA Masters/2026 Season/Spring Play-In_Round 1_1_1, EMEA Masters/2026 Season/Spring Play-In_Round 3_3_1",Nocturne,0.5,0.5,0.5314685314685315,-0.03146853146853146,0.0
2,Hwei + Senna,True,True,4,2,"LCS/2026 Season/Spring Playoffs_Round 1_1_3, Streamers Clash/Season 4_Day 7_5_1, Prime League 1st Division/2026 Season/Spring Playoffs_Finals_1_3",Senna,0.5,0.5,0.5314685314685315,-0.03146853146853146,0.0
2,Lulu + Nocturne,True,True,4,2,"LCK/2026 Season/Road to MSI_Round 2_1_3, EMEA Masters/2026 Season/Spring Main Event_Quarterfinals_2_3, LCK/2026 Season/Road to MSI_Round 4_1_4",Nocturne,0.5,0.5,0.5314685314685315,-0.03146853146853146,0.0
2,Nocturne + Senna,True,True,4,2,"NLC/2026 Season/Spring Split_Day 1_5_1, Liga Regional Sur/2026 Season/Split 1 Playoffs_Round 3_1_4, CBLOL/2026 Season/Split 1 Playoffs_Round 3_1_2","Nocturne, Senna",0.5,0.5,0.5314685314685315,-0.03146853146853146,0.0
2,Nocturne + Seraphine,True,True,4,2,"EMEA Masters/2026 Season/Spring Play-In_Round 4_3_1, EMEA Masters/2026 Season/Spring Main Event_Quarterfinals_4_1, Esports World Cup 2026/Online Qualifiers/South America_Round 4_2_2",Nocturne,0.5,0.5,0.5314685314685315,-0.03146853146853146,0.0
2,Olaf + Senna,True,True,4,2,"Prime League 1st Division/2026 Season/Spring Playoffs_Quarterfinals_2_3, NLC/2026 Season/Spring Split_Day 2_2_1, LES/2026 Season/Spring Playoffs_Semifinals_2_4",Senna,0.5,0.5,0.5314685314685315,-0.03146853146853146,0.0
2,Rell + Senna,True,True,4,2,"Benelux Ascend Series/2026 Season/Spring Split_Week 7_3_3, Hitpoint Masters/2026 Season/Spring Split_Week 4_4_1, Benelux Ascend Series/2026 Season/Spring Playoffs_Round 1_4_2",Senna,0.5,0.5,0.5314685314685315,-0.03146853146853146,0.0
2,Senna + Sylas,True,True,4,2,"Prime League 1st Division/2026 Season/Spring Playoffs_Semifinals_2_3, Streamers Clash/Season 4_Day 7_5_1, LPL/2026 Season/Split 2 Playoffs_Round 1_1_3",Senna,0.5,0.5,0.5314685314685315,-0.03146853146853146,0.0
2,Senna + Syndra,True,True,4,2,"Benelux Ascend Series/2026 Season/Spring Split_Week 7_3_3, Esports Balkan League/2026 Season/Spring Playoffs_Round 3_1_1, LIT/2026 Season/Summer Promotion_Semifinals_2_3",Senna,0.5,0.5,0.5314685314685315,-0.03146853146853146,0.0
3,Ashe + Nocturne + Seraphine,True,True,4,2,"EMEA Masters/2026 Season/Spring Play-In_Round 4_3_1, EMEA Masters/2026 Season/Spring Main Event_Quarterfinals_4_1, Esports World Cup 2026/Online Qualifiers/South America_Round 4_2_2",Nocturne,0.5,0.5,0.5314685314685315,-0.03146853146853146,0.0
3,Aurora + Neeko + Nocturne,True,True,4,2,"Hitpoint Masters/2026 Season/Spring Playoffs_Round 3_2_3, Road Of Legends/2026 Season/Spring Playoffs_Finals_1_3, EMEA Masters/2026 Season/Spring Play-In_Round 2_4_1",Nocturne,0.5,0.5,0.5314685314685315,-0.03146853146853146,0.0
3,Ahri + Neeko + Nocturne,True,True,2,1,"Road Of Legends/2026 Season/Summer Promotion_Round 1_1_3, EMEA Masters/2026 Season/Spring Main Event_Semifinals_1_1",Nocturne,0.5,0.5,0.5314685314685315,-0.03146853146853146,0.0
3,Akali + Caitlyn + Nocturne,True,True,2,1,"EMEA Masters/2026 Season/Spring Play-In_Round 3_6_1, EMEA Masters/2026 Season/Spring Main Event_Semifinals_2_1",Nocturne,0.5,0.5,0.5314685314685315,-0.03146853146853146,0.0
3,Akali + Ezreal + Nocturne,True,True,2,1,"EMEA Masters/2026 Season/Spring Main Event_Groups Day 2_2_3, 2026 Asian Games/Qualifier_Day 3_2_1",Nocturne,0.5,0.5,0.5314685314685315,-0.03146853146853146,0.0
3,Akali + Irelia + Nocturne,True,True,2,1,"EMEA Masters/2026 Season/Spring Play-In_Round 3_6_1, 2026 Asian Games/Qualifier_Day 3_2_1",Nocturne,0.5,0.5,0.5314685314685315,-0.03146853146853146,0.0
3,Alistar + Ambessa + Nocturne,True,True,2,1,"Circuito Desafiante/2026 Season/Split 2 Promotion_Round 2_2_1, EMEA Masters/2026 Season/Spring Main Event_Groups Day 2_2_3",Nocturne,0.5,0.5,0.5314685314685315,-0.03146853146853146,0.0
3,Alistar + Senna + Trundle,True,True,2,1,"Esports World Cup 2026/Online Qualifiers/Korea_Round 4_2_2, LCK/2026 Season/Rounds 1-2_Week 9_1_2",Senna,0.5,0.5,0.5314685314685315,-0.03146853146853146,0.0
3,Alistar + Senna + Zaahen,True,True,2,1,"LEC/2026 Season/Spring Playoffs_Round 3_1_5, Nexus League/2026 Season/Spring Playoffs_Round 2_1_3",Senna,0.5,0.5,0.5314685314685315,-0.03146853146853146,0.0
3,Ambessa + Ezreal + Nocturne,True,True,2,1,"Circuito Desafiante/2026 Season/Split 2 Promotion_Round 2_2_1, EMEA Masters/2026 Season/Spring Main Event_Groups Day 2_2_3",Nocturne,0.5,0.5,0.5314685314685315,-0.03146853146853146,0.0
3,Ambessa + Kai'Sa + Nocturne,True,True,2,1,"Arabian League/2026 Season/Summer Promotion_Round 1_3_1, EMEA Masters/2026 Season/Spring Main Event_Quarterfinals_1_1",Nocturne,0.5,0.5,0.5314685314685315,-0.03146853146853146,0.0
3,Ambessa + Nocturne + Sivir,True,True,2,1,"LCK/2026 Season/Road to MSI_Round 3_1_2, Hitpoint 2nd Division Challengers/2026 Season/Spring Playoffs_Finals_1_4",Nocturne,0.5,0.5,0.5314685314685315,-0.03146853146853146,0.0
3,Ambessa + Nocturne + Viktor,True,True,2,1,"Circuito Desafiante/2026 Season/Split 2 Promotion_Round 2_2_1, LJL/2026 Season/Spring Series_Semifinals_1_2",Nocturne,0.5,0.5,0.5314685314685315,-0.03146853146853146,0.0
3,Ambessa + Rell + Senna,True,True,2,1,"Benelux Ascend Series/2026 Season/Spring Split_Week 7_3_3, Hitpoint Masters/2026 Season/Spring Split_Week 4_4_1",Senna,0.5,0.5,0.5314685314685315,-0.03146853146853146,0.0
3,Anivia + Ashe + Nocturne,True,True,2,1,"EMEA Masters/2026 Season/Spring Main Event_Quarterfinals_4_1, LCS/2026 Season/Spring Playoffs_Round 3_1_1",Nocturne,0.5,0.5,0.5314685314685315,-0.03146853146853146,0.0
3,Anivia + Nocturne + Seraphine,True,True,2,1,"EMEA Masters/2026 Season/Spring Main Event_Quarterfinals_4_1, LCS/2026 Season/Spring Playoffs_Round 3_1_1",Nocturne,0.5,0.5,0.5314685314685315,-0.03146853146853146,0.0
3,Anivia + Nocturne + Sion,True,True,2,1,"Circuito Desafiante/2026 Season/Split 1 Playoffs_Finals_1_1, LCS/2026 Season/Spring Playoffs_Round 3_1_1",Nocturne,0.5,0.5,0.5314685314685315,-0.03146853146853146,0.0
3,Caitlyn + Cassiopeia + Nocturne,True,True,2,1,"VCS/2026 Season/Summer Playoffs_Round 2_1_1, Hitpoint 2nd Division Challengers/2026 Season/Spring Playoffs_Round 3_2_1",Nocturne,0.5,0.5,0.5314685314685315,-0.03146853146853146,0.0
3,Caitlyn + Lux + Nocturne,True,True,2,1,"EMEA Masters/2026 Season/Spring Main Event_Groups Day 1_2_1, VCS/2026 Season/Summer Playoffs_Round 2_1_1",Nocturne,0.5,0.5,0.5314685314685315,-0.03146853146853146,0.0
3,Caitlyn + Nocturne + Sion,True,True,2,1,"VCS/2026 Season/Summer Playoffs_Round 2_1_1, Hitpoint 2nd Division Challengers/2026 Season/Spring Playoffs_Round 3_2_1",Nocturne,0.5,0.5,0.5314685314685315,-0.03146853146853146,0.0
3,Cassiopeia + Neeko + Nocturne,True,True,2,1,"LCS/2026 Season/Spring Playoffs_Round 2_1_1, Hitpoint 2nd Division Challengers/2026 Season/Spring Playoffs_Round 3_2_1",Nocturne,0.5,0.5,0.5314685314685315,-0.03146853146853146,0.0
3,Cassiopeia + Nocturne + Sion,True,True,2,1,"VCS/2026 Season/Summer Playoffs_Round 2_1_1, Hitpoint 2nd Division Challengers/2026 Season/Spring Playoffs_Round 3_2_1",Nocturne,0.5,0.5,0.5314685314685315,-0.03146853146853146,0.0
3,Cassiopeia + Senna + Vi,True,True,2,1,"LPL/2026 Season/Split 2_Week 7_9_1, NLC/2026 Season/Spring Split_Day 1_4_1",Senna,0.5,0.5,0.5314685314685315,-0.03146853146853146,0.0
3,Galio + Jayce + Nocturne,True,True,2,1,"Esports World Cup 2026/Online Qualifiers/South America_Round 2_1_3, EMEA Masters/2026 Season/Spring Play-In_Qualification Round_4_2",Nocturne,0.5,0.5,0.5314685314685315,-0.03146853146853146,0.0
3,Gwen + Senna + Seraphine,True,True,2,1,"Rift Legends/2026 Season/Spring Split_Week 5_4_2, CBLOL/2026 Season/Split 1 Playoffs_Round 2_1_2",Senna,0.5,0.5,0.5314685314685315,-0.03146853146853146,0.0
