patch,patch_number,champion,patch_matches,picks,wins,bans,win_rate,smoothed_win_rate,pick_rate,ban_rate,presence_rate,op_score,op_rank,is_high_pro_presence_reference
26.09,2609,Olaf,813,25,14,22,0.56,0.55,0.03075030750307503,0.02706027060270603,0.05781057810578106,0.07046740467404677,76,False
26.09,2609,Kalista,813,21,12,19,0.5714285714285714,0.5576923076923077,0.025830258302583026,0.023370233702337023,0.04920049200492005,0.06905572901882866,77,False
26.09,2609,Mel,813,45,17,35,0.37777777777777777,0.39,0.055350553505535055,0.04305043050430504,0.0984009840098401,0.06888068880688807,78,False
26.09,2609,Alistar,813,50,25,29,0.5,0.5,0.06150061500615006,0.03567035670356704,0.0971709717097171,0.06801968019680196,79,False
26.09,2609,Smolder,813,47,20,29,0.425531914893617,0.4326923076923077,0.05781057810578106,0.03567035670356704,0.09348093480934809,0.06543665436654365,80,False
26.09,2609,Yone,813,33,18,15,0.5454545454545454,0.5394736842105263,0.04059040590405904,0.01845018450184502,0.05904059040590406,0.06501262381044863,81,False
26.09,2609,Kha'Zix,813,6,4,3,0.6666666666666666,0.5909090909090909,0.007380073800738007,0.0036900369003690036,0.01107011070110701,0.06229453203622947,82,False
26.09,2609,Dr. Mundo,813,33,17,30,0.5151515151515151,0.5131578947368421,0.04059040590405904,0.03690036900369004,0.07749077490774908,0.06213827927752964,83,False
26.09,2609,Galio,813,40,19,31,0.475,0.4777777777777778,0.04920049200492005,0.038130381303813035,0.08733087330873308,0.06113161131611315,84,False
26.09,2609,Irelia,813,16,9,20,0.5625,0.5476190476190477,0.01968019680196802,0.024600246002460024,0.04428044280442804,0.05956773853452823,85,False
26.09,2609,Nunu &amp; Willump,813,1,1,2,1.0,0.5833333333333334,0.0012300123001230013,0.0024600246002460025,0.0036900369003690036,0.052583025830258326,86,False
26.09,2609,Diana,813,1,1,1,1.0,0.5833333333333334,0.0012300123001230013,0.0012300123001230013,0.0024600246002460025,0.05172201722017222,87,False
26.09,2609,Sylas,813,33,13,27,0.3939393939393939,0.40789473684210525,0.04059040590405904,0.033210332103321034,0.07380073800738007,0.051660516605166046,88,False
26.09,2609,Janna,813,1,1,0,1.0,0.5833333333333334,0.0012300123001230013,0.0,0.0012300123001230013,0.05086100861008613,89,False
26.09,2609,Shaco,813,1,1,0,1.0,0.5833333333333334,0.0012300123001230013,0.0,0.0012300123001230013,0.05086100861008613,90,False
26.09,2609,Singed,813,1,1,0,1.0,0.5833333333333334,0.0012300123001230013,0.0,0.0012300123001230013,0.05086100861008613,91,False
26.09,2609,Sona,813,1,1,0,1.0,0.5833333333333334,0.0012300123001230013,0.0,0.0012300123001230013,0.05086100861008613,92,False
26.09,2609,Miss Fortune,813,43,15,15,0.3488372093023256,0.3645833333333333,0.05289052890528905,0.01845018450184502,0.07134071340713408,0.049938499384993854,93,False
26.09,2609,Aurelion Sol,813,7,4,17,0.5714285714285714,0.5416666666666666,0.008610086100861008,0.020910209102091022,0.02952029520295203,0.0456642066420664,94,False
26.09,2609,Xayah,813,36,15,15,0.4166666666666667,0.4268292682926829,0.04428044280442804,0.01845018450184502,0.06273062730627306,0.04391143911439114,95,False
26.09,2609,Shen,813,28,14,22,0.5,0.5,0.03444034440344403,0.02706027060270603,0.06150061500615006,0.04305043050430504,96,False
26.09,2609,Braum,813,27,12,23,0.4444444444444444,0.453125,0.033210332103321034,0.028290282902829027,0.06150061500615006,0.04305043050430504,97,False
26.09,2609,Tristana,813,19,10,10,0.5263157894736842,0.5208333333333334,0.023370233702337023,0.012300123001230012,0.03567035670356704,0.037469249692496945,98,False
26.09,2609,Zoe,813,15,6,28,0.4,0.425,0.01845018450184502,0.03444034440344403,0.05289052890528905,0.037023370233702335,99,False
26.09,2609,Nidalee,813,5,3,3,0.6,0.55,0.006150061500615006,0.0036900369003690036,0.00984009840098401,0.03688806888068883,100,False
26.09,2609,Zac,813,5,3,2,0.6,0.55,0.006150061500615006,0.0024600246002460025,0.008610086100861008,0.036027060270602734,101,False
26.09,2609,Tahm Kench,813,5,3,0,0.6,0.55,0.006150061500615006,0.0,0.006150061500615006,0.03430504305043053,102,False
26.09,2609,Aphelios,813,20,10,19,0.5,0.5,0.024600246002460024,0.023370233702337023,0.04797047970479705,0.03357933579335793,103,False
26.09,2609,Lux,813,11,6,5,0.5454545454545454,0.53125,0.013530135301353014,0.006150061500615006,0.01968019680196802,0.03252613776137761,104,False
26.09,2609,Poppy,813,21,7,14,0.3333333333333333,0.36538461538461536,0.025830258302583026,0.017220172201722016,0.04305043050430504,0.030135301353013528,105,False
26.09,2609,Ziggs,813,20,10,14,0.5,0.5,0.024600246002460024,0.017220172201722016,0.041820418204182044,0.02927429274292743,106,False
26.09,2609,Gragas,813,28,14,3,0.5,0.5,0.03444034440344403,0.0036900369003690036,0.038130381303813035,0.026691266912669123,107,False
26.09,2609,Yasuo,813,10,5,18,0.5,0.5,0.012300123001230012,0.02214022140221402,0.03444034440344403,0.02410824108241082,108,False
26.09,2609,Senna,813,21,9,7,0.42857142857142855,0.4423076923076923,0.025830258302583026,0.008610086100861008,0.03444034440344403,0.02410824108241082,109,False
26.09,2609,Kennen,813,17,7,9,0.4117647058823529,0.4318181818181818,0.020910209102091022,0.01107011070110701,0.03198031980319803,0.022386223862238618,110,False
26.09,2609,Qiyana,813,11,3,11,0.2727272727272727,0.34375,0.013530135301353014,0.013530135301353014,0.02706027060270603,0.01894218942189422,111,False
26.09,2609,Zed,813,10,5,11,0.5,0.5,0.012300123001230012,0.013530135301353014,0.025830258302583026,0.018081180811808116,112,False
26.09,2609,Zeri,813,18,8,3,0.4444444444444444,0.45652173913043476,0.02214022140221402,0.0036900369003690036,0.025830258302583026,0.018081180811808116,113,False
26.09,2609,Fiora,813,4,2,16,0.5,0.5,0.004920049200492005,0.01968019680196802,0.024600246002460024,0.017220172201722016,114,False
26.09,2609,Rek'Sai,813,15,7,5,0.4666666666666667,0.475,0.01845018450184502,0.006150061500615006,0.024600246002460024,0.017220172201722016,115,False
26.09,2609,Maokai,813,18,6,2,0.3333333333333333,0.3695652173913043,0.02214022140221402,0.0024600246002460025,0.024600246002460024,0.017220172201722016,116,False
26.09,2609,Lissandra,813,8,4,11,0.5,0.5,0.00984009840098401,0.013530135301353014,0.023370233702337023,0.016359163591635913,117,False
26.09,2609,Jinx,813,16,7,3,0.4375,0.4523809523809524,0.01968019680196802,0.0036900369003690036,0.023370233702337023,0.016359163591635913,118,False
26.09,2609,Vladimir,813,7,3,9,0.42857142857142855,0.4583333333333333,0.008610086100861008,0.01107011070110701,0.01968019680196802,0.013776137761377613,119,False
26.09,2609,Camille,813,14,5,2,0.35714285714285715,0.39473684210526316,0.017220172201722016,0.0024600246002460025,0.01968019680196802,0.013776137761377613,120,False
26.09,2609,Thresh,813,13,6,2,0.46153846153846156,0.4722222222222222,0.015990159901599015,0.0024600246002460025,0.01845018450184502,0.012915129151291511,121,False
26.09,2609,Cho'Gath,813,12,4,3,0.3333333333333333,0.38235294117647056,0.014760147601476014,0.0036900369003690036,0.01845018450184502,0.012915129151291511,122,False
26.09,2609,Yuumi,813,13,4,2,0.3076923076923077,0.3611111111111111,0.015990159901599015,0.0024600246002460025,0.01845018450184502,0.012915129151291511,123,False
26.09,2609,Shyvana,813,11,5,3,0.45454545454545453,0.46875,0.013530135301353014,0.0036900369003690036,0.017220172201722016,0.01205412054120541,124,False
26.09,2609,Draven,813,7,2,7,0.2857142857142857,0.375,0.008610086100861008,0.008610086100861008,0.017220172201722016,0.01205412054120541,125,False
26.09,2609,Darius,813,6,1,8,0.16666666666666666,0.3181818181818182,0.007380073800738007,0.00984009840098401,0.017220172201722016,0.01205412054120541,126,False
26.09,2609,Brand,813,11,4,2,0.36363636363636365,0.40625,0.013530135301353014,0.0024600246002460025,0.015990159901599015,0.011193111931119309,127,False
26.09,2609,Xerath,813,4,1,9,0.25,0.3888888888888889,0.004920049200492005,0.01107011070110701,0.015990159901599015,0.011193111931119309,128,False
26.09,2609,Viego,813,8,2,5,0.25,0.34615384615384615,0.00984009840098401,0.006150061500615006,0.015990159901599015,0.011193111931119309,129,False
26.09,2609,Volibear,813,7,3,5,0.42857142857142855,0.4583333333333333,0.008610086100861008,0.006150061500615006,0.014760147601476014,0.01033210332103321,130,False
26.09,2609,Elise,813,8,2,4,0.25,0.34615384615384615,0.00984009840098401,0.004920049200492005,0.014760147601476014,0.01033210332103321,131,False
26.09,2609,Kled,813,2,1,9,0.5,0.5,0.0024600246002460025,0.01107011070110701,0.013530135301353014,0.00947109471094711,132,False
26.09,2609,Hecarim,813,4,1,7,0.25,0.3888888888888889,0.004920049200492005,0.008610086100861008,0.013530135301353014,0.00947109471094711,133,False
26.09,2609,Ivern,813,2,1,7,0.5,0.5,0.0024600246002460025,0.008610086100861008,0.01107011070110701,0.007749077490774907,134,False
26.09,2609,Illaoi,813,2,1,5,0.5,0.5,0.0024600246002460025,0.006150061500615006,0.008610086100861008,0.006027060270602705,135,False
26.09,2609,Graves,813,3,1,4,0.3333333333333333,0.4375,0.0036900369003690036,0.004920049200492005,0.008610086100861008,0.006027060270602705,136,False
26.09,2609,Zyra,813,5,2,1,0.4,0.45,0.006150061500615006,0.0012300123001230013,0.007380073800738007,0.005166051660516605,137,False
26.09,2609,Katarina,813,2,1,3,0.5,0.5,0.0024600246002460025,0.0036900369003690036,0.006150061500615006,0.004305043050430504,138,False
26.09,2609,Blitzcrank,813,5,2,0,0.4,0.45,0.006150061500615006,0.0,0.006150061500615006,0.004305043050430504,139,False
26.09,2609,Garen,813,3,1,2,0.3333333333333333,0.4375,0.0036900369003690036,0.0024600246002460025,0.006150061500615006,0.004305043050430504,140,False
26.09,2609,Ekko,813,2,0,3,0.0,0.35714285714285715,0.0024600246002460025,0.0036900369003690036,0.006150061500615006,0.004305043050430504,141,False
26.09,2609,Riven,813,0,0,4,,0.5,0.0,0.004920049200492005,0.004920049200492005,0.003444034440344403,142,False
26.09,2609,Swain,813,4,1,0,0.25,0.3888888888888889,0.004920049200492005,0.0,0.004920049200492005,0.003444034440344403,143,False
26.09,2609,Kayn,813,3,0,1,0.0,0.3125,0.0036900369003690036,0.0012300123001230013,0.004920049200492005,0.003444034440344403,144,False
26.09,2609,Heimerdinger,813,0,0,3,,0.5,0.0,0.0036900369003690036,0.0036900369003690036,0.0025830258302583023,145,False
26.09,2609,Malzahar,813,2,1,1,0.5,0.5,0.0024600246002460025,0.0012300123001230013,0.0036900369003690036,0.0025830258302583023,146,False
26.09,2609,Amumu,813,3,1,0,0.3333333333333333,0.4375,0.0036900369003690036,0.0,0.0036900369003690036,0.0025830258302583023,147,False
26.09,2609,Fizz,813,3,1,0,0.3333333333333333,0.4375,0.0036900369003690036,0.0,0.0036900369003690036,0.0025830258302583023,148,False
26.09,2609,Udyr,813,3,1,0,0.3333333333333333,0.4375,0.0036900369003690036,0.0,0.0036900369003690036,0.0025830258302583023,149,False
26.09,2609,Rengar,813,1,0,2,0.0,0.4166666666666667,0.0012300123001230013,0.0024600246002460025,0.0036900369003690036,0.0025830258302583023,150,False
26.09,2609,Sett,813,3,0,0,0.0,0.3125,0.0036900369003690036,0.0,0.0036900369003690036,0.0025830258302583023,151,False
26.09,2609,Nasus,813,2,1,0,0.5,0.5,0.0024600246002460025,0.0,0.0024600246002460025,0.0017220172201722016,152,False
26.09,2609,Kindred,813,2,0,0,0.0,0.35714285714285715,0.0024600246002460025,0.0,0.0024600246002460025,0.0017220172201722016,153,False
26.09,2609,Mordekaiser,813,2,0,0,0.0,0.35714285714285715,0.0024600246002460025,0.0,0.0024600246002460025,0.0017220172201722016,154,False
26.09,2609,Bel'Veth,813,0,0,1,,0.5,0.0,0.0012300123001230013,0.0012300123001230013,0.0008610086100861008,155,False
26.09,2609,Twitch,813,0,0,1,,0.5,0.0,0.0012300123001230013,0.0012300123001230013,0.0008610086100861008,156,False
26.09,2609,Fiddlesticks,813,1,0,0,0.0,0.4166666666666667,0.0012300123001230013,0.0,0.0012300123001230013,0.0008610086100861008,157,False
26.09,2609,Karthus,813,1,0,0,0.0,0.4166666666666667,0.0012300123001230013,0.0,0.0012300123001230013,0.0008610086100861008,158,False
26.09,2609,Kayle,813,1,0,0,0.0,0.4166666666666667,0.0012300123001230013,0.0,0.0012300123001230013,0.0008610086100861008,159,False
26.09,2609,Nilah,813,1,0,0,0.0,0.4166666666666667,0.0012300123001230013,0.0,0.0012300123001230013,0.0008610086100861008,160,False
26.09,2609,Quinn,813,1,0,0,0.0,0.4166666666666667,0.0012300123001230013,0.0,0.0012300123001230013,0.0008610086100861008,161,False
26.09,2609,Taric,813,1,0,0,0.0,0.4166666666666667,0.0012300123001230013,0.0,0.0012300123001230013,0.0008610086100861008,162,False
26.09,2609,Veigar,813,1,0,0,0.0,0.4166666666666667,0.0012300123001230013,0.0,0.0012300123001230013,0.0008610086100861008,163,False
