match_id,date,patch,tournament,blue_team,red_team,winner,blue_bans,red_bans,blue_picks,red_picks,blue_roster,red_roster,blue_win,data_source,red_win
Prime League 2nd Division/2026 Season/Spring Playoffs_Round 1_3_1,2026-06-09 18:44:00,26.11,PRM 2nd Division 25-26 Spring Playoffs,CGN Esports,DKB XPERION NXT,CGN Esports,[],[],[],[],[],[],1,leaguepedia_cargo_patch_range,0
Prime League 2nd Division/2026 Season/Spring Playoffs_Round 1_3_2,2026-06-09 19:32:00,26.11,PRM 2nd Division 25-26 Spring Playoffs,CGN Esports,DKB XPERION NXT,CGN Esports,[],[],[],[],[],[],1,leaguepedia_cargo_patch_range,0
Prime League 2nd Division/2026 Season/Spring Playoffs_Round 1_4_2,2026-06-09 19:54:00,26.11,PRM 2nd Division 25-26 Spring Playoffs,MT1 Esports,Babos Gaming,MT1 Esports,[],[],[],[],[],[],1,leaguepedia_cargo_patch_range,0
Prime League 2nd Division/2026 Season/Spring Playoffs_Round 1_5_1,2026-06-11 16:14:00,26.11,PRM 2nd Division 25-26 Spring Playoffs,Hannover Esports e.V.,regnum4games,Hannover Esports e.V.,[],[],[],[],[],[],1,leaguepedia_cargo_patch_range,0
Prime League 2nd Division/2026 Season/Spring Playoffs_Round 2_1_1,2026-06-11 16:18:00,26.11,PRM 2nd Division 25-26 Spring Playoffs,All for One Gaming,Reveal Multigaming,Reveal Multigaming,[],[],[],[],[],[],0,leaguepedia_cargo_patch_range,1
Prime League 2nd Division/2026 Season/Spring Playoffs_Round 1_5_2,2026-06-11 17:04:00,26.11,PRM 2nd Division 25-26 Spring Playoffs,Hannover Esports e.V.,regnum4games,regnum4games,[],[],[],[],[],[],0,leaguepedia_cargo_patch_range,1
Prime League 2nd Division/2026 Season/Spring Playoffs_Round 2_1_2,2026-06-11 17:13:00,26.11,PRM 2nd Division 25-26 Spring Playoffs,All for One Gaming,Reveal Multigaming,All for One Gaming,[],[],[],[],[],[],1,leaguepedia_cargo_patch_range,0
Prime League 2nd Division/2026 Season/Spring Playoffs_Round 1_5_3,2026-06-11 18:04:00,26.11,PRM 2nd Division 25-26 Spring Playoffs,regnum4games,Hannover Esports e.V.,regnum4games,[],[],[],[],[],[],1,leaguepedia_cargo_patch_range,0
Prime League 2nd Division/2026 Season/Spring Playoffs_Round 2_1_3,2026-06-11 18:14:00,26.11,PRM 2nd Division 25-26 Spring Playoffs,All for One Gaming,Reveal Multigaming,All for One Gaming,[],[],[],[],[],[],1,leaguepedia_cargo_patch_range,0
Prime League 2nd Division/2026 Season/Spring Playoffs_Round 1_6_1,2026-06-11 18:41:00,26.11,PRM 2nd Division 25-26 Spring Playoffs,Babos Gaming,DKB XPERION NXT,Babos Gaming,[],[],[],[],[],[],1,leaguepedia_cargo_patch_range,0
Prime League 2nd Division/2026 Season/Spring Playoffs_Round 2_2_1,2026-06-11 18:43:00,26.11,PRM 2nd Division 25-26 Spring Playoffs,CGN Esports,MT1 Esports,CGN Esports,[],[],[],[],[],[],1,leaguepedia_cargo_patch_range,0
Prime League 2nd Division/2026 Season/Spring Playoffs_Round 2_2_2,2026-06-11 19:30:00,26.11,PRM 2nd Division 25-26 Spring Playoffs,MT1 Esports,CGN Esports,MT1 Esports,[],[],[],[],[],[],1,leaguepedia_cargo_patch_range,0
Prime League 2nd Division/2026 Season/Spring Playoffs_Round 1_6_2,2026-06-11 19:32:00,26.11,PRM 2nd Division 25-26 Spring Playoffs,Babos Gaming,DKB XPERION NXT,Babos Gaming,[],[],[],[],[],[],1,leaguepedia_cargo_patch_range,0
Prime League 2nd Division/2026 Season/Spring Playoffs_Round 2_2_3,2026-06-11 20:43:00,26.11,PRM 2nd Division 25-26 Spring Playoffs,MT1 Esports,CGN Esports,CGN Esports,[],[],[],[],[],[],0,leaguepedia_cargo_patch_range,1
Prime League 2nd Division/2026 Season/Spring Relegation_Relegation Round_2_1,2026-06-12 16:13:00,26.11,PRM 2nd Division 25-26 Spring Relegation,LOOKSMAXXER,TeamOrangeGaming Academy,LOOKSMAXXER,[],[],[],[],[],[],1,leaguepedia_cargo_patch_range,0
Prime League 2nd Division/2026 Season/Spring Relegation_Relegation Round_1_1,2026-06-12 16:21:00,26.11,PRM 2nd Division 25-26 Spring Relegation,Spongecord prime,Team Rift,Spongecord prime,[],[],[],[],[],[],1,leaguepedia_cargo_patch_range,0
Prime League 2nd Division/2026 Season/Spring Relegation_Relegation Round_2_2,2026-06-12 17:11:00,26.11,PRM 2nd Division 25-26 Spring Relegation,LOOKSMAXXER,TeamOrangeGaming Academy,LOOKSMAXXER,[],[],[],[],[],[],1,leaguepedia_cargo_patch_range,0
Prime League 2nd Division/2026 Season/Spring Relegation_Relegation Round_1_2,2026-06-12 17:14:00,26.11,PRM 2nd Division 25-26 Spring Relegation,Spongecord prime,Team Rift,Spongecord prime,[],[],[],[],[],[],1,leaguepedia_cargo_patch_range,0
Prime League 2nd Division/2026 Season/Spring Relegation_Relegation Round_3_1,2026-06-12 18:48:00,26.11,PRM 2nd Division 25-26 Spring Relegation,Locked In (Dutch Team),Circus Kittens,Circus Kittens,[],[],[],[],[],[],0,leaguepedia_cargo_patch_range,1
Prime League 2nd Division/2026 Season/Spring Relegation_Relegation Round_3_2,2026-06-12 19:43:00,26.11,PRM 2nd Division 25-26 Spring Relegation,Circus Kittens,Locked In (Dutch Team),Circus Kittens,[],[],[],[],[],[],1,leaguepedia_cargo_patch_range,0
Komplettligaen/2026 Season/Spring Playoffs_Finals_1_1,2026-06-13 14:31:00,26.12,Komplettligaen 2026 Spring Playoffs,VES Japan,Bitfix RG,VES Japan,[],[],[],[],[],[],1,leaguepedia_cargo_patch_range,0
Komplettligaen/2026 Season/Spring Playoffs_Finals_1_2,2026-06-13 15:36:00,26.12,Komplettligaen 2026 Spring Playoffs,Bitfix RG,VES Japan,VES Japan,[],[],[],[],[],[],0,leaguepedia_cargo_patch_range,1
Komplettligaen/2026 Season/Spring Playoffs_Finals_1_3,2026-06-13 16:29:00,26.12,Komplettligaen 2026 Spring Playoffs,VES Japan,Bitfix RG,Bitfix RG,[],[],[],[],[],[],0,leaguepedia_cargo_patch_range,1
Komplettligaen/2026 Season/Spring Playoffs_Finals_1_4,2026-06-13 17:26:00,26.12,Komplettligaen 2026 Spring Playoffs,Bitfix RG,VES Japan,VES Japan,[],[],[],[],[],[],0,leaguepedia_cargo_patch_range,1
2026 Asian Games/Qualifier_Day 3_4_1,2026-06-14 07:00:00,26.11,Asian Games 2026 Qualifier,Jordan (National Team),Malaysia (National Team),Malaysia (National Team),[],[],[],[],[],[],0,leaguepedia_cargo_patch_range,1
2026 Asian Games/Qualifier_Day 3_3_1,2026-06-14 07:02:00,26.11,Asian Games 2026 Qualifier,United Arab Emirates (National Team),Mongolia (National Team),United Arab Emirates (National Team),[],[],[],[],[],[],1,leaguepedia_cargo_patch_range,0
2026 Asian Games/Qualifier_Day 3_8_1,2026-06-14 09:29:00,26.11,Asian Games 2026 Qualifier,Mongolia (National Team),Jordan (National Team),Mongolia (National Team),[],[],[],[],[],[],1,leaguepedia_cargo_patch_range,0
Prime League 2nd Division/2026 Season/Spring Playoffs_Round 2_3_1,2026-06-14 13:12:00,26.11,PRM 2nd Division 25-26 Spring Playoffs,Babos Gaming,Reveal Multigaming,Reveal Multigaming,[],[],[],[],[],[],0,leaguepedia_cargo_patch_range,1
Prime League 2nd Division/2026 Season/Spring Playoffs_Round 2_4_1,2026-06-14 13:25:00,26.11,PRM 2nd Division 25-26 Spring Playoffs,regnum4games,MT1 Esports,MT1 Esports,[],[],[],[],[],[],0,leaguepedia_cargo_patch_range,1
Prime League 2nd Division/2026 Season/Spring Playoffs_Round 2_3_2,2026-06-14 14:20:00,26.11,PRM 2nd Division 25-26 Spring Playoffs,Reveal Multigaming,Babos Gaming,Babos Gaming,[],[],[],[],[],[],0,leaguepedia_cargo_patch_range,1
Prime League 2nd Division/2026 Season/Spring Playoffs_Round 2_4_2,2026-06-14 14:20:00,26.11,PRM 2nd Division 25-26 Spring Playoffs,MT1 Esports,regnum4games,MT1 Esports,[],[],[],[],[],[],1,leaguepedia_cargo_patch_range,0
Prime League 2nd Division/2026 Season/Spring Playoffs_Round 2_3_3,2026-06-14 15:22:00,26.11,PRM 2nd Division 25-26 Spring Playoffs,Reveal Multigaming,Babos Gaming,Babos Gaming,[],[],[],[],[],[],0,leaguepedia_cargo_patch_range,1
Prime League 2nd Division/2026 Season/Spring Playoffs_Round 4_1_1,2026-06-15 16:15:00,26.11,PRM 2nd Division 25-26 Spring Playoffs,CGN Esports,All for One Gaming,CGN Esports,[],[],[],[],[],[],1,leaguepedia_cargo_patch_range,0
Prime League 2nd Division/2026 Season/Spring Playoffs_Round 4_1_3,2026-06-15 17:53:00,26.11,PRM 2nd Division 25-26 Spring Playoffs,CGN Esports,All for One Gaming,CGN Esports,[],[],[],[],[],[],1,leaguepedia_cargo_patch_range,0
