source,target,teams_using_both,teams_using_pair_with_op_context
Qiyana,Zaahen,9,0
Alistar,Kog'Maw,9,0
Ambessa,Elise,9,0
Ambessa,Nidalee,9,0
Annie,Elise,9,0
Elise,Jayce,9,0
Elise,K'Sante,9,0
Elise,Lee Sin,9,0
Elise,Lucian,9,0
Elise,Miss Fortune,9,0
Elise,Nami,9,0
Elise,Neeko,9,0
Elise,Twisted Fate,9,0
Elise,Yunara,9,0
Lux,Poppy,9,0
Nidalee,Renekton,9,0
Poppy,Sejuani,9,0
Poppy,Yone,9,0
Ezreal,Tahm Kench,9,0
Lucian,Tahm Kench,9,0
Lulu,Tahm Kench,9,0
Milio,Tahm Kench,9,0
Leona,Zoe,9,0
Xayah,Zoe,9,0
Braum,Irelia,9,0
Braum,Zyra,9,0
Kalista,Sejuani,9,0
Sejuani,Yuumi,9,0
Zaahen,Zyra,9,0
Leona,Yasuo,9,0
Rumble,Soraka,9,0
Soraka,Wukong,9,0
Soraka,Xin Zhao,9,0
Taliyah,Yasuo,9,0
Bard,Zed,9,0
Ezreal,Zed,9,0
Seraphine,Zed,9,0
Wukong,Zed,9,0
Gwen,Rek'Sai,9,0
Lissandra,Rell,9,0
Rek'Sai,Ziggs,9,0
Tristana,Ziggs,9,0
Jayce,Qiyana,9,0
Kai'Sa,Qiyana,9,0
Kennen,Shen,9,0
Mel,Qiyana,9,0
Annie,Shyvana,9,0
Azir,Gragas,9,0
Azir,Shyvana,9,0
Corki,Shyvana,9,0
Galio,Nasus,9,0
K'Sante,Kindred,9,0
Kindred,Naafiri,9,0
Lee Sin,Shyvana,9,0
Nasus,Varus,9,0
Shyvana,Trundle,9,0
Akali,Qiyana,9,0
Alistar,Kha'Zix,9,0
Camille,Zeri,9,0
Irelia,Syndra,9,0
Lulu,Zyra,9,0
Orianna,Zyra,9,0
Yorick,Zyra,9,0
Amumu,Jarvan IV,9,0
Amumu,Viktor,9,0
Miss Fortune,Shyvana,9,0
Mordekaiser,Renekton,9,0
Maokai,Zeri,9,0
Anivia,Zyra,9,0
Karma,Zed,9,0
Orianna,Zed,9,0
Sivir,Zyra,9,0
Darius,Rell,9,0
Ambessa,Draven,9,0
Blitzcrank,Rakan,9,0
Blitzcrank,Skarner,9,0
Blitzcrank,Yorick,9,0
Corki,Draven,9,0
Draven,Jarvan IV,9,0
Draven,Milio,9,0
Draven,Nami,9,0
Draven,Sion,9,0
Draven,Wukong,9,0
Draven,Yunara,9,0
Gragas,Olaf,9,0
Kalista,Olaf,9,0
Sylas,Zoe,9,0
Blitzcrank,Kai'Sa,9,0
Blitzcrank,Mel,9,0
Blitzcrank,Miss Fortune,9,0
Corki,Kha'Zix,9,0
Jinx,Olaf,9,0
Kha'Zix,Trundle,9,0
Miss Fortune,Renata Glasc,9,0
Ashe,Xerath,9,0
Kai'Sa,Xerath,9,0
Rell,Xerath,9,0
Varus,Zoe,9,0
Aphelios,Leona,9,0
Gwen,Irelia,9,0
Hwei,Poppy,9,0
Aurora,Zyra,9,0
Irelia,Shen,9,0
Lux,Ornn,9,0
Pyke,Tristana,9,0
Renekton,Zyra,9,0
Trundle,Zyra,9,0
Ashe,Vladimir,9,0
Bard,Vladimir,9,0
Kai'Sa,Yasuo,9,0
Yasuo,Yunara,9,0
Ornn,Zed,9,0
Akali,Kennen,9,0
Dr. Mundo,Shen,9,0
Hwei,LeBlanc,9,0
Wukong,Xerath,9,0
Ornn,Zoe,9,0
Azir,Kog'Maw,9,0
Lux,Malphite,9,0
Fiora,Lucian,9,0
Fiora,Varus,9,0
Nasus,Renekton,9,0
Draven,Varus,9,0
Aphelios,Zeri,9,0
Malphite,Poppy,9,0
Jhin,Thresh,9,0
LeBlanc,Zoe,9,0
Annie,Fiora,9,0
Fiora,Sion,9,0
Fiora,Leona,9,0
Fiora,Ryze,9,0
Kennen,Xayah,9,0
Shyvana,Zaahen,9,0
Fiora,Seraphine,9,0
Draven,Karma,9,0
Nasus,Senna,8,6
Aphelios,Senna,8,6
Kennen,Senna,8,6
Irelia,Senna,8,5
Lissandra,Senna,8,5
Nocturne,Soraka,8,3
Fiora,Nocturne,8,3
Kindred,Nocturne,8,1
Draven,Nocturne,8,1
Akali,Tahm Kench,8,0
Aphelios,Smolder,8,0
Braum,Rek'Sai,8,0
Cassiopeia,Tahm Kench,8,0
Lee Sin,Tahm Kench,8,0
Malphite,Rek'Sai,8,0
Neeko,Tahm Kench,8,0
Rek'Sai,Smolder,8,0
Sivir,Viego,8,0
Tahm Kench,Wukong,8,0
Viego,Zaahen,8,0
Aatrox,Cho'Gath,8,0
Aphelios,Camille,8,0
Ahri,Gangplank,8,0
Cho'Gath,Jhin,8,0
Cho'Gath,K'Sante,8,0
Cho'Gath,Neeko,8,0
Shyvana,Xayah,8,0
Shyvana,Yorick,8,0
Aurora,Soraka,8,0
Naafiri,Soraka,8,0
Nami,Soraka,8,0
Orianna,Soraka,8,0
Ahri,Mordekaiser,8,0
Alistar,Viego,8,0
Anivia,Cho'Gath,8,0
Aurora,Darius,8,0
Cho'Gath,Lee Sin,8,0
Cho'Gath,Naafiri,8,0
Darius,Naafiri,8,0
Darius,Orianna,8,0
Darius,Sion,8,0
Gragas,Jax,8,0
Gragas,Pyke,8,0
Jarvan IV,Veigar,8,0
LeBlanc,Thresh,8,0
Lissandra,Sylas,8,0
Mordekaiser,Nami,8,0
Mordekaiser,Sylas,8,0
Orianna,Veigar,8,0
Pyke,Renata Glasc,8,0
Pyke,Smolder,8,0
Rakan,Viego,8,0
Sylas,Thresh,8,0
Sylas,Viego,8,0
Taliyah,Thresh,8,0
Thresh,Vayne,8,0
Akali,Zyra,8,0
Brand,Galio,8,0
Brand,Karma,8,0
Yasuo,Yone,8,0
Akali,Nidalee,8,0
Galio,Nidalee,8,0
Lissandra,Yorick,8,0
Nidalee,Varus,8,0
Nidalee,Viktor,8,0
Irelia,Twisted Fate,8,0
Ahri,Brand,8,0
Ambessa,Brand,8,0
Brand,Milio,8,0
Brand,Miss Fortune,8,0
Lissandra,Miss Fortune,8,0
Lissandra,Zeri,8,0
Lux,Zeri,8,0
Olaf,Yuumi,8,0
Jinx,Shen,8,0
Kog'Maw,LeBlanc,8,0
Vayne,Yuumi,8,0
Ahri,Fiora,8,0
Fiora,Jhin,8,0
Hwei,Kalista,8,0
Jhin,Kindred,8,0
Jhin,Vladimir,8,0
Karma,Kindred,8,0
Kindred,Pantheon,8,0
Orianna,Vladimir,8,0
Aphelios,Thresh,8,0
Kog'Maw,Yorick,8,0
Thresh,Trundle,8,0
Thresh,Zaahen,8,0
Aatrox,Lissandra,8,0
Hwei,Lux,8,0
Leona,Lux,8,0
Alistar,Volibear,8,0
Bard,Malzahar,8,0
Bard,Volibear,8,0
Ezreal,Malzahar,8,0
Lee Sin,Volibear,8,0
Malzahar,Nami,8,0
Malzahar,Sion,8,0
Camille,Sejuani,8,0
Corki,Elise,8,0
Elise,Milio,8,0
Elise,Skarner,8,0
Nidalee,Orianna,8,0
Orianna,Tahm Kench,8,0
Rumble,Tahm Kench,8,0
Ornn,Zyra,8,0
Akali,Soraka,8,0
Corki,Yasuo,8,0
Tristana,Yuumi,8,0
Ahri,Zed,8,0
Naafiri,Zed,8,0
Sion,Zed,8,0
Vi,Zed,8,0
Malzahar,Viktor,8,0
Rell,Volibear,8,0
Renekton,Volibear,8,0
Sivir,Volibear,8,0
Aatrox,Viego,8,0
Annie,Viego,8,0
Kennen,Miss Fortune,8,0
Miss Fortune,Viego,8,0
Pantheon,Viego,8,0
Rumble,Viego,8,0
Ambessa,Shyvana,8,0
Annie,Nasus,8,0
Ashe,Kindred,8,0
Caitlyn,Kindred,8,0
Jayce,Nasus,8,0
Kai'Sa,Nasus,8,0
Kindred,Lucian,8,0
Kindred,Milio,8,0
Kindred,Ryze,8,0
Lee Sin,Nasus,8,0
Lulu,Nasus,8,0
Naafiri,Nasus,8,0
Naafiri,Shyvana,8,0
Nasus,Neeko,8,0
Nasus,Ornn,8,0
Rek'Sai,Zeri,8,0
Ahri,Zyra,8,0
Alistar,Zyra,8,0
Irelia,Pyke,8,0
Kha'Zix,Xayah,8,0
Ahri,Amumu,8,0
Amumu,Ornn,8,0
Amumu,Sion,8,0
Amumu,Sylas,8,0
Amumu,Wukong,8,0
Amumu,Xin Zhao,8,0
Bard,Mordekaiser,8,0
Cho'Gath,Rumble,8,0
Cho'Gath,Yunara,8,0
Mordekaiser,Rumble,8,0
Mordekaiser,Syndra,8,0
Ornn,Soraka,8,0
Soraka,Viktor,8,0
Soraka,Xayah,8,0
Nami,Zyra,8,0
Aurora,Nasus,8,0
Nasus,Smolder,8,0
Nasus,Vayne,8,0
Blitzcrank,Neeko,8,0
Blitzcrank,Twisted Fate,8,0
Kog'Maw,Smolder,8,0
Annie,Blitzcrank,8,0
Aurora,Draven,8,0
Blitzcrank,Taliyah,8,0
Draven,Lucian,8,0
Draven,Naafiri,8,0
Draven,Rumble,8,0
Draven,Ryze,8,0
Dr. Mundo,Yasuo,8,0
Sivir,Yasuo,8,0
Trundle,Yasuo,8,0
Dr. Mundo,Pyke,8,0
Elise,Pyke,8,0
Alistar,Blitzcrank,8,0
Azir,Kha'Zix,8,0
Blitzcrank,Sylas,8,0
Kai'Sa,Kha'Zix,8,0
Kalista,Poppy,8,0
Kha'Zix,Mel,8,0
Kha'Zix,Miss Fortune,8,0
Kha'Zix,Olaf,8,0
Kha'Zix,Rell,8,0
Kha'Zix,Twisted Fate,8,0
Renata Glasc,Zaahen,8,0
K'Sante,Soraka,8,0
Karma,Xerath,8,0
Pantheon,Xerath,8,0
Renekton,Xerath,8,0
Varus,Xerath,8,0
Vayne,Zoe,8,0
Aphelios,Yone,8,0
Jinx,Thresh,8,0
Kindred,Viktor,8,0
Syndra,Thresh,8,0
Aphelios,Ziggs,8,0
Viktor,Vladimir,8,0
Nami,Vladimir,8,0
Gwen,Viego,8,0
K'Sante,Viego,8,0
Gwen,Nasus,8,0
Nasus,Sylas,8,0
Nasus,Twisted Fate,8,0
Nasus,Zaahen,8,0
LeBlanc,Rek'Sai,8,0
Qiyana,Skarner,8,0
Cassiopeia,Fiora,8,0
Fiora,Jayce,8,0
Fiora,Milio,8,0
Fiora,Nami,8,0
Fiora,Rell,8,0
Shen,Thresh,8,0
Kha'Zix,Skarner,8,0
Miss Fortune,Nasus,8,0
Caitlyn,Draven,8,0
Morgana,Wukong,8,0
Aphelios,Olaf,8,0
Dr. Mundo,Jax,8,0
Tristana,Zoe,8,0
Caitlyn,Fiora,8,0
Ambessa,Fiora,8,0
Anivia,Fiora,8,0
Pyke,Sejuani,8,0
Alistar,Kindred,8,0
Blitzcrank,Ziggs,8,0
Renata Glasc,Ziggs,8,0
Bard,Draven,8,0
Draven,Vi,8,0
Ornn,Thresh,8,0
Senna,Tahm Kench,7,5
Cho'Gath,Senna,7,5
Senna,Thresh,7,4
Brand,Nocturne,7,3
Gangplank,Nocturne,7,2
Malzahar,Nocturne,7,1
Nocturne,Vladimir,7,1
Anivia,Tahm Kench,7,0
Aphelios,Gragas,7,0
Aurora,Tahm Kench,7,0
Braum,Viego,7,0
Caitlyn,Tahm Kench,7,0
Galio,Viego,7,0
Gragas,Hwei,7,0
Gragas,Rek'Sai,7,0
Hwei,Jinx,7,0
Hwei,Viego,7,0
Jinx,Rek'Sai,7,0
Kai'Sa,Viego,7,0
Lissandra,Smolder,7,0
Skarner,Viego,7,0
Smolder,Tahm Kench,7,0
Tahm Kench,Yunara,7,0
Tahm Kench,Zaahen,7,0
Cho'Gath,Malphite,7,0
Cho'Gath,Nami,7,0
Seraphine,Zac,7,0
Wukong,Zac,7,0
Aphelios,Lux,7,0
Camille,Lux,7,0
Cassiopeia,Volibear,7,0
Kai'Sa,Volibear,7,0
Alistar,Cho'Gath,7,0
Ashe,Gangplank,7,0
Braum,Cho'Gath,7,0
Cassiopeia,Gangplank,7,0
Cho'Gath,Lulu,7,0
Ezreal,Gangplank,7,0
Gangplank,Karma,7,0
Gangplank,Lulu,7,0
Gangplank,Neeko,7,0
Gangplank,Vi,7,0
Gangplank,Wukong,7,0
Hwei,Shyvana,7,0
Rell,Soraka,7,0
Soraka,Vi,7,0
Ahri,Veigar,7,0
Ambessa,Mordekaiser,7,0
Cho'Gath,Mordekaiser,7,0
Corki,Mordekaiser,7,0
Darius,Varus,7,0
Darius,Wukong,7,0
Galio,Mordekaiser,7,0
Gragas,Kalista,7,0
Jax,Viego,7,0
Kalista,Lissandra,7,0
Leona,Veigar,7,0
Lucian,Mordekaiser,7,0
Milio,Mordekaiser,7,0
Mordekaiser,Orianna,7,0
Mordekaiser,Rakan,7,0
Mordekaiser,Sion,7,0
Mordekaiser,Vi,7,0
Naafiri,Viego,7,0
Renata Glasc,Smolder,7,0
Seraphine,Veigar,7,0
Smolder,Veigar,7,0
Brand,Neeko,7,0
Brand,Rumble,7,0
Brand,Vi,7,0
Shyvana,Yone,7,0
Yone,Zyra,7,0
Azir,Nidalee,7,0
Nami,Nidalee,7,0
Nidalee,Skarner,7,0
Nidalee,Twisted Fate,7,0
Nidalee,Yorick,7,0
Caitlyn,Kled,7,0
Kled,Orianna,7,0
Alistar,Brand,7,0
Brand,Sivir,7,0
Gwen,Lissandra,7,0
Shen,Yuumi,7,0
Kog'Maw,Maokai,7,0
LeBlanc,Yuumi,7,0
Fiora,Gnar,7,0
Fiora,Orianna,7,0
Fiora,Syndra,7,0
Kalista,Maokai,7,0
Kalista,Syndra,7,0
Kindred,Orianna,7,0
Syndra,Vladimir,7,0
Brand,Lucian,7,0
Brand,Renekton,7,0
Jhin,Volibear,7,0
Malzahar,Milio,7,0
Malzahar,Pantheon,7,0
Malzahar,Zaahen,7,0
Rakan,Volibear,7,0
Sion,Volibear,7,0
Volibear,Xayah,7,0
Volibear,Yone,7,0
Akali,Elise,7,0
Alistar,Elise,7,0
Elise,LeBlanc,7,0
Elise,Rakan,7,0
Elise,Vayne,7,0
Kog'Maw,Lux,7,0
Kog'Maw,Mel,7,0
Kog'Maw,Yone,7,0
LeBlanc,Lux,7,0
Nidalee,Yunara,7,0
Sejuani,Ziggs,7,0
Jayce,Tahm Kench,7,0
Irelia,Zyra,7,0
Kalista,Zeri,7,0
Ahri,Udyr,7,0
Cassiopeia,Soraka,7,0
Gnar,Soraka,7,0
Jarvan IV,Udyr,7,0
Jax,Yuumi,7,0
Renekton,Soraka,7,0
Tristana,Yasuo,7,0
Twisted Fate,Yasuo,7,0
Aurelion Sol,Bard,7,0
Aurelion Sol,Jhin,7,0
Aurelion Sol,Xin Zhao,7,0
Caitlyn,Zed,7,0
Jhin,Zed,7,0
Kai'Sa,Zed,7,0
Maokai,Zed,7,0
Pantheon,Zed,7,0
Yunara,Zed,7,0
Galio,Malzahar,7,0
Gwen,Malzahar,7,0
Gwen,Volibear,7,0
Malphite,Ziggs,7,0
Malzahar,Mel,7,0
Malzahar,Orianna,7,0
Malzahar,Ornn,7,0
Malzahar,Syndra,7,0
Malzahar,Xin Zhao,7,0
Neeko,Volibear,7,0
Ornn,Volibear,7,0
Syndra,Ziggs,7,0
Varus,Volibear,7,0
Vi,Volibear,7,0
Jayce,Viego,7,0
Kennen,Smolder,7,0
Leona,Qiyana,7,0
Lulu,Viego,7,0
Miss Fortune,Qiyana,7,0
Shen,Viego,7,0
Ambessa,Kindred,7,0
Annie,Kindred,7,0
Azir,Nasus,7,0
Cassiopeia,Kindred,7,0
Gragas,Zeri,7,0
Kai'Sa,Shyvana,7,0
Kindred,Lee Sin,7,0
Kindred,Leona,7,0
Kindred,Trundle,7,0
Kindred,Varus,7,0
Kindred,Yorick,7,0
Milio,Nasus,7,0
Nasus,Xayah,7,0
Nautilus,Swain,7,0
Swain,Xin Zhao,7,0
Yone,Zeri,7,0
Ashe,Tahm Kench,7,0
Camille,Yuumi,7,0
Galio,Kha'Zix,7,0
Leona,Zyra,7,0
Malphite,Zyra,7,0
Naafiri,Tahm Kench,7,0
Pantheon,Tahm Kench,7,0
Ryze,Tahm Kench,7,0
Seraphine,Tahm Kench,7,0
Syndra,Zyra,7,0
Tahm Kench,Varus,7,0
Amumu,Seraphine,7,0
Amumu,Varus,7,0
Cho'Gath,Gnar,7,0
Cho'Gath,Miss Fortune,7,0
Karma,Mordekaiser,7,0
Lee Sin,Soraka,7,0
Mordekaiser,Ornn,7,0
Amumu,Galio,7,0
Amumu,Orianna,7,0
Samira,Sion,7,0
Dr. Mundo,Maokai,7,0
Aatrox,Zyra,7,0
Cho'Gath,Maokai,7,0
Corki,Zyra,7,0
Skarner,Zyra,7,0
Syndra,Zed,7,0
Darius,Karma,7,0
Darius,Yunara,7,0
Dr. Mundo,Gragas,7,0
Jarvan IV,Morgana,7,0
K'Sante,Lillia,7,0
Karma,Lillia,7,0
Lillia,Orianna,7,0
Morgana,Nautilus,7,0
Morgana,Orianna,7,0
Aatrox,Blitzcrank,7,0
Aatrox,Elise,7,0
Blitzcrank,Ornn,7,0
Blitzcrank,Shen,7,0
Cassiopeia,Draven,7,0
Draven,Lee Sin,7,0
Draven,Orianna,7,0
Draven,Rell,7,0
Draven,Sivir,7,0
Draven,Skarner,7,0
Zeri,Ziggs,7,0
Smolder,Zoe,7,0
Aphelios,Dr. Mundo,7,0
Sylas,Zed,7,0
Blitzcrank,Poppy,7,0
Blitzcrank,Xayah,7,0
Kalista,Shen,7,0
Kha'Zix,Zaahen,7,0
Renata Glasc,Sejuani,7,0
Renata Glasc,Tristana,7,0
Ambessa,Xerath,7,0
Aurora,Xerath,7,0
Cho'Gath,Trundle,7,0
Lux,Pyke,7,0
Rakan,Xerath,7,0
Vi,Xerath,7,0
Viktor,Xerath,7,0
Xerath,Yunara,7,0
Akali,Kindred,7,0
Kindred,Vi,7,0
Mel,Zyra,7,0
Miss Fortune,Zyra,7,0
Tristana,Zyra,7,0
Twisted Fate,Zyra,7,0
Vayne,Zyra,7,0
Annie,Yasuo,7,0
K'Sante,Vladimir,7,0
Milio,Vladimir,7,0
Vladimir,Yunara,7,0
Azir,Kennen,7,0
Kennen,LeBlanc,7,0
Renekton,Tahm Kench,7,0
Xerath,Xin Zhao,7,0
Cho'Gath,Nasus,7,0
Gangplank,Seraphine,7,0
Gwen,Qiyana,7,0
Nasus,Shen,7,0
Nasus,Vi,7,0
Dr. Mundo,Rek'Sai,7,0
Gragas,Lux,7,0
Leona,Malzahar,7,0
Aatrox,Fiora,7,0
Fiora,Rumble,7,0
Olaf,Thresh,7,0
Shyvana,Twisted Fate,7,0
Kha'Zix,Sivir,7,0
Maokai,Nasus,7,0
Kha'Zix,Nami,7,0
Morgana,Ornn,7,0
Morgana,Seraphine,7,0
Aphelios,Poppy,7,0
Braum,Malzahar,7,0
Dr. Mundo,Olaf,7,0
Azir,Zoe,7,0
Gwen,Zoe,7,0
Lillia,Renekton,7,0
Gragas,Poppy,7,0
Poppy,Yuumi,7,0
Miss Fortune,Yasuo,7,0
Blitzcrank,Hwei,7,0
Aurora,Kindred,7,0
Kennen,Vayne,7,0
Kai'Sa,Zoe,7,0
Tahm Kench,Trundle,7,0
Gwen,Renata Glasc,7,0
Trundle,Zoe,7,0
Qiyana,Taliyah,7,0
Kennen,Tristana,7,0
Blitzcrank,LeBlanc,7,0
Elise,Rell,7,0
Sejuani,Thresh,7,0
Senna,Yasuo,6,6
Fiora,Senna,6,6
Blitzcrank,Senna,6,6
Qiyana,Senna,6,5
Senna,Zyra,6,5
Rek'Sai,Senna,6,5
Nidalee,Senna,6,4
Kled,Nocturne,6,2
Kha'Zix,Senna,6,2
Nocturne,Xerath,6,2
Anivia,Viego,6,0
Aphelios,Hwei,6,0
Aphelios,Rek'Sai,6,0
Aphelios,Tristana,6,0
Braum,Lissandra,6,0
Cassiopeia,Viego,6,0
Gragas,Lissandra,6,0
Hwei,Lissandra,6,0
Kassadin,Nautilus,6,0
Kassadin,Ornn,6,0
Lissandra,Sejuani,6,0
Lissandra,Tristana,6,0
Rek'Sai,Sejuani,6,0
Rek'Sai,Syndra,6,0
Smolder,Viego,6,0
Syndra,Tahm Kench,6,0
Tristana,Viego,6,0
Akali,Cho'Gath,6,0
Jarvan IV,Zac,6,0
Karma,Zac,6,0
Renekton,Zac,6,0
Smolder,Zac,6,0
Anivia,Volibear,6,0
Annie,Volibear,6,0
Camille,Volibear,6,0
Skarner,Volibear,6,0
Aatrox,Shyvana,6,0
Bard,Gangplank,6,0
Braum,Shyvana,6,0
Caitlyn,Gangplank,6,0
Cho'Gath,Vayne,6,0
Gangplank,Ryze,6,0
Aatrox,Soraka,6,0
Ambessa,Soraka,6,0
Lucian,Soraka,6,0
Lulu,Soraka,6,0
Skarner,Soraka,6,0
Ambessa,Cho'Gath,6,0
Ashe,Veigar,6,0
Aurora,Mordekaiser,6,0
Cho'Gath,Galio,6,0
Cho'Gath,Taliyah,6,0
Darius,Leona,6,0
Darius,Nami,6,0
Darius,Nocturne,6,0
Darius,Ryze,6,0
Darius,Vi,6,0
Hecarim,Jarvan IV,6,0
Ivern,Nautilus,6,0
Ivern,Rakan,6,0
Ivern,Wukong,6,0
Kalista,Yone,6,0
Leona,Lissandra,6,0
Leona,Renata Glasc,6,0
Leona,Thresh,6,0
Lissandra,Pyke,6,0
Mel,Mordekaiser,6,0
Mel,Viego,6,0
Mordekaiser,Ryze,6,0
Pyke,Thresh,6,0
Renata Glasc,Yone,6,0
Smolder,Thresh,6,0
Sylas,Veigar,6,0
Thresh,Yone,6,0
Vayne,Viego,6,0
Veigar,Viktor,6,0
Brand,Caitlyn,6,0
Brand,Rakan,6,0
Galio,Zyra,6,0
Lissandra,Lux,6,0
Bard,Kled,6,0
Irelia,Olaf,6,0
Jarvan IV,Kled,6,0
K'Sante,Kled,6,0
Karma,Kled,6,0
Kled,Lucian,6,0
Kled,Milio,6,0
Kled,Pantheon,6,0
Kled,Wukong,6,0
Kled,Xin Zhao,6,0
Brand,Jhin,6,0
Brand,Kai'Sa,6,0
Brand,Lee Sin,6,0
Brand,Malphite,6,0
Jinx,Maokai,6,0
Azir,Fiora,6,0
Azir,Kindred,6,0
Fiora,Skarner,6,0
Hwei,Kindred,6,0
Kindred,Sylas,6,0
Pantheon,Vladimir,6,0
Poppy,Renata Glasc,6,0
Galio,Kennen,6,0
Irelia,Kennen,6,0
Irelia,Yorick,6,0
Brand,Vayne,6,0
Garen,Ryze,6,0
Garen,Sion,6,0
Garen,Wukong,6,0
Hwei,Zeri,6,0
Alistar,Malzahar,6,0
Ashe,Malzahar,6,0
Caitlyn,Malzahar,6,0
Corki,Malzahar,6,0
Gnar,Malzahar,6,0
Hwei,Volibear,6,0
K'Sante,Malzahar,6,0
Karma,Malzahar,6,0
Lee Sin,Malzahar,6,0
Malzahar,Ryze,6,0
Malzahar,Yunara,6,0
Qiyana,Yone,6,0
Sylas,Volibear,6,0
Twisted Fate,Volibear,6,0
Alistar,Nidalee,6,0
Elise,Lulu,6,0
Elise,Mel,6,0
Elise,Shen,6,0
Elise,Yorick,6,0
Elise,Zaahen,6,0
Elise,Ziggs,6,0
Jax,Kog'Maw,6,0
Kog'Maw,Poppy,6,0
Kog'Maw,Sejuani,6,0
Kog'Maw,Ziggs,6,0
Lux,Maokai,6,0
Lux,Sejuani,6,0
Lux,Yone,6,0
Lux,Ziggs,6,0
Miss Fortune,Nidalee,6,0
Nidalee,Poppy,6,0
Nidalee,Rakan,6,0
Nidalee,Xayah,6,0
Yorick,Zoe,6,0
Azir,Zyra,6,0
Irelia,Kalista,6,0
Irelia,Sejuani,6,0
Irelia,Yuumi,6,0
Anivia,Brand,6,0
Anivia,Soraka,6,0
Aurora,Udyr,6,0
Brand,Corki,6,0
Caitlyn,Udyr,6,0
LeBlanc,Soraka,6,0
Lucian,Udyr,6,0
Milio,Soraka,6,0
Milio,Udyr,6,0
Nautilus,Udyr,6,0
Seraphine,Udyr,6,0
Soraka,Taliyah,6,0
Yone,Yuumi,6,0
Aurelion Sol,Ezreal,6,0
Aurelion Sol,Jarvan IV,6,0
Aurelion Sol,Naafiri,6,0
Aurelion Sol,Nautilus,6,0
Aurelion Sol,Neeko,6,0
Gnar,Zed,6,0
Mel,Zed,6,0
Anivia,Malzahar,6,0
Gragas,Maokai,6,0
Graves,Neeko,6,0
Jayce,Malzahar,6,0
Jayce,Volibear,6,0
Lissandra,Maokai,6,0
Malphite,Volibear,6,0
Malzahar,Neeko,6,0
Malzahar,Renekton,6,0
Poppy,Viego,6,0
Qiyana,Rell,6,0
Qiyana,Syndra,6,0
Anivia,Nasus,6,0
Bard,Kindred,6,0
Corki,Nasus,6,0
Corki,Swain,6,0
Ezreal,Swain,6,0
Gragas,Shyvana,6,0
Kindred,Neeko,6,0
Kindred,Sivir,6,0
Leona,Shyvana,6,0
Naafiri,Swain,6,0
Nasus,Taliyah,6,0
Ahri,Tahm Kench,6,0
Camille,Kha'Zix,6,0
Irelia,Smolder,6,0
Jinx,Pyke,6,0
K'Sante,Tahm Kench,6,0
Kha'Zix,Leona,6,0
Kha'Zix,Ornn,6,0
Kha'Zix,Yone,6,0
Kha'Zix,Yorick,6,0
Pyke,Zyra,6,0
Renata Glasc,Syndra,6,0
Renata Glasc,Zeri,6,0
Tahm Kench,Vi,6,0
Tahm Kench,Xayah,6,0
Yunara,Zyra,6,0
Aatrox,Mordekaiser,6,0
Akali,Amumu,6,0
Alistar,Soraka,6,0
Amumu,Bard,6,0
Amumu,Caitlyn,6,0
Amumu,Cho'Gath,6,0
Amumu,Ezreal,6,0
Amumu,Milio,6,0
Amumu,Pantheon,6,0
Amumu,Ryze,6,0
Gnar,Mordekaiser,6,0
Jhin,Soraka,6,0
Miss Fortune,Mordekaiser,6,0
Mordekaiser,Pantheon,6,0
Mordekaiser,Yunara,6,0
Rakan,Soraka,6,0
Sivir,Soraka,6,0
Amumu,Ashe,6,0
Amumu,Leona,6,0
Amumu,Rell,6,0
Amumu,Trundle,6,0
Aurora,Samira,6,0
Ezreal,Samira,6,0
Jarvan IV,Samira,6,0
Kai'Sa,Yuumi,6,0
Karma,Samira,6,0
Samira,Xin Zhao,6,0
Dr. Mundo,Sejuani,6,0
Kai'Sa,Zyra,6,0
Maokai,Zyra,6,0
Rell,Zed,6,0
Ryze,Zed,6,0
Taliyah,Zyra,6,0
Ahri,Morgana,6,0
Brand,Lulu,6,0
Brand,Yunara,6,0
Brand,Zaahen,6,0
Darius,Dr. Mundo,6,0
Darius,Gnar,6,0
Darius,Lulu,6,0
Kai'Sa,Lillia,6,0
Morgana,Naafiri,6,0
Morgana,Varus,6,0
Morgana,Viktor,6,0
Rell,Veigar,6,0
Aatrox,Nidalee,6,0
Blitzcrank,Olaf,6,0
Blitzcrank,Sejuani,6,0
Elise,Olaf,6,0
Annie,Draven,6,0
Draven,Taliyah,6,0
Viego,Yorick,6,0
Malphite,Yasuo,6,0
Camille,Gragas,6,0
Ahri,Kled,6,0
Kha'Zix,Sylas,6,0
Aphelios,Pyke,6,0
Azir,Blitzcrank,6,0
Blitzcrank,Jinx,6,0
Jax,Kha'Zix,6,0
Kalista,Rek'Sai,6,0
Kha'Zix,Taliyah,6,0
Miss Fortune,Rek'Sai,6,0
Renata Glasc,Shen,6,0
K'Sante,Xerath,6,0
Lee Sin,Xerath,6,0
Lucian,Xerath,6,0
Milio,Xerath,6,0
Naafiri,Xerath,6,0
Rumble,Xerath,6,0
Skarner,Xerath,6,0
Trundle,Xerath,6,0
Hwei,Irelia,6,0
Bard,Darius,6,0
Darius,Renekton,6,0
Kindred,Renekton,6,0
Annie,Zyra,6,0
Braum,Kog'Maw,6,0
Braum,Lux,6,0
Irelia,Jax,6,0
Irelia,Miss Fortune,6,0
Irelia,Poppy,6,0
Irelia,Ziggs,6,0
Kog'Maw,Pyke,6,0
