patch,champion,role,feature_type,feature_value,count,total_games,usage_rate
26.09,Aatrox,Jungle,item,Sundered Sky,33,33,1.0
26.09,Aatrox,Jungle,item,Sterak's Gage,21,33,0.6363636363636364
26.09,Aatrox,Jungle,item,Mercury's Treads,17,33,0.5151515151515151
26.09,Aatrox,Jungle,item,Death's Dance,14,33,0.42424242424242425
26.09,Aatrox,Jungle,item,Plated Steelcaps,12,33,0.36363636363636365
26.09,Aatrox,Jungle,item,Control Ward,10,33,0.30303030303030304
26.09,Aatrox,Jungle,item,Spear of Shojin,8,33,0.24242424242424243
26.09,Aatrox,Jungle,item,Steel Sigil,7,33,0.21212121212121213
26.09,Aatrox,Jungle,item,Spirit Visage,6,33,0.18181818181818182
26.09,Aatrox,Jungle,item,Cloth Armor,5,33,0.15151515151515152
26.09,Aatrox,Jungle,item,Pickaxe,4,33,0.12121212121212122
26.09,Aatrox,Jungle,item,Maw of Malmortius,3,33,0.09090909090909091
26.09,Aatrox,Jungle,item,Voltaic Cyclosword,3,33,0.09090909090909091
26.09,Aatrox,Jungle,item,Guardian Angel,3,33,0.09090909090909091
26.09,Aatrox,Jungle,item,Caulfield's Warhammer,3,33,0.09090909090909091
26.09,Aatrox,Jungle,item,Slightly Magical Footwear,3,33,0.09090909090909091
26.09,Aatrox,Jungle,item,Null-Magic Mantle,2,33,0.06060606060606061
26.09,Aatrox,Jungle,item,Ruby Crystal,2,33,0.06060606060606061
26.09,Aatrox,Jungle,item,B. F. Sword,2,33,0.06060606060606061
26.09,Aatrox,Jungle,item,Giant's Belt,1,33,0.030303030303030304
26.09,Aatrox,Jungle,item,Gluttonous Greaves,1,33,0.030303030303030304
26.09,Aatrox,Jungle,item,Hexdrinker,1,33,0.030303030303030304
26.09,Aatrox,Jungle,item,Tunneler,1,33,0.030303030303030304
26.09,Aatrox,Jungle,item,Executioner's Calling,1,33,0.030303030303030304
26.09,Aatrox,Jungle,item,Endless Hunger,1,33,0.030303030303030304
26.09,Aatrox,Jungle,key_rune,Conqueror,33,33,1.0
26.09,Aatrox,Top,item,Sundered Sky,30,33,0.9090909090909091
26.09,Aatrox,Top,item,Spear of Shojin,19,33,0.5757575757575758
26.09,Aatrox,Top,item,Mercury's Treads,17,33,0.5151515151515151
26.09,Aatrox,Top,item,Plated Steelcaps,16,33,0.48484848484848486
26.09,Aatrox,Top,item,Doran's Shield,13,33,0.3939393939393939
26.09,Aatrox,Top,item,Sterak's Gage,11,33,0.3333333333333333
26.09,Aatrox,Top,item,Long Sword,9,33,0.2727272727272727
26.09,Aatrox,Top,item,Control Ward,8,33,0.24242424242424243
26.09,Aatrox,Top,item,Guardian Angel,6,33,0.18181818181818182
26.09,Aatrox,Top,item,Death's Dance,6,33,0.18181818181818182
26.09,Aatrox,Top,item,Steel Sigil,6,33,0.18181818181818182
26.09,Aatrox,Top,item,Maw of Malmortius,5,33,0.15151515151515152
26.09,Aatrox,Top,item,Caulfield's Warhammer,5,33,0.15151515151515152
26.09,Aatrox,Top,item,Black Cleaver,5,33,0.15151515151515152
26.09,Aatrox,Top,item,Pickaxe,5,33,0.15151515151515152
26.09,Aatrox,Top,item,Tunneler,5,33,0.15151515151515152
26.09,Aatrox,Top,item,Serylda's Grudge,4,33,0.12121212121212122
26.09,Aatrox,Top,item,Voltaic Cyclosword,3,33,0.09090909090909091
26.09,Aatrox,Top,item,Doran's Blade,3,33,0.09090909090909091
26.09,Aatrox,Top,item,Ruby Crystal,2,33,0.06060606060606061
26.09,Aatrox,Top,item,Hexdrinker,2,33,0.06060606060606061
26.09,Aatrox,Top,item,Refillable Potion,2,33,0.06060606060606061
26.09,Aatrox,Top,item,Cloth Armor,1,33,0.030303030303030304
26.09,Aatrox,Top,item,Serpent's Fang,1,33,0.030303030303030304
26.09,Aatrox,Top,item,Endless Hunger,1,33,0.030303030303030304
26.09,Aatrox,Top,item,Edge of Night,1,33,0.030303030303030304
26.09,Aatrox,Top,item,Glowing Mote,1,33,0.030303030303030304
26.09,Aatrox,Top,key_rune,Conqueror,25,33,0.7575757575757576
26.09,Aatrox,Top,key_rune,Grasp of the Undying,5,33,0.15151515151515152
26.09,Aatrox,Top,key_rune,Electrocute,3,33,0.09090909090909091
26.09,Ahri,Mid,item,Malignance,101,129,0.7829457364341085
26.09,Ahri,Mid,item,Hextech Rocketbelt,84,129,0.6511627906976745
26.09,Ahri,Mid,item,Dark Seal,61,129,0.4728682170542636
26.09,Ahri,Mid,item,Crimson Lucidity,58,129,0.4496124031007752
26.09,Ahri,Mid,item,Needlessly Large Rod,45,129,0.3488372093023256
26.09,Ahri,Mid,item,Chainlaced Crushers,35,129,0.2713178294573643
26.09,Ahri,Mid,item,Spellslinger's Shoes,35,129,0.2713178294573643
26.09,Ahri,Mid,item,Rabadon's Deathcap,32,129,0.24806201550387597
26.09,Ahri,Mid,item,Shadowflame,30,129,0.23255813953488372
26.09,Ahri,Mid,item,Blackfire Torch,26,129,0.20155038759689922
26.09,Ahri,Mid,item,Doran's Ring,25,129,0.1937984496124031
26.09,Ahri,Mid,item,Mejai's Soulstealer,25,129,0.1937984496124031
26.09,Ahri,Mid,item,Zhonya's Hourglass,19,129,0.14728682170542637
26.09,Ahri,Mid,item,Control Ward,17,129,0.13178294573643412
26.09,Ahri,Mid,item,Lich Bane,15,129,0.11627906976744186
26.09,Ahri,Mid,item,Hextech Alternator,13,129,0.10077519379844961
26.09,Ahri,Mid,item,Amplifying Tome,13,129,0.10077519379844961
26.09,Ahri,Mid,item,Void Staff,13,129,0.10077519379844961
26.09,Ahri,Mid,item,Blighting Jewel,13,129,0.10077519379844961
26.09,Ahri,Mid,item,Cryptbloom,11,129,0.08527131782945736
26.09,Ahri,Mid,item,Cosmic Drive,11,129,0.08527131782945736
26.09,Ahri,Mid,item,Liandry's Torment,10,129,0.07751937984496124
26.09,Ahri,Mid,item,Fiendish Codex,7,129,0.05426356589147287
26.09,Ahri,Mid,item,Shattered Armguard,5,129,0.03875968992248062
26.09,Ahri,Mid,item,Oblivion Orb,4,129,0.031007751937984496
26.09,Ahri,Mid,item,Banshee's Veil,3,129,0.023255813953488372
26.09,Ahri,Mid,item,Seeker's Armguard,3,129,0.023255813953488372
26.09,Ahri,Mid,item,Refillable Potion,2,129,0.015503875968992248
26.09,Ahri,Mid,item,Rod of Ages,2,129,0.015503875968992248
26.09,Ahri,Mid,item,Verdant Barrier,2,129,0.015503875968992248
26.09,Ahri,Mid,item,Blasting Wand,2,129,0.015503875968992248
26.09,Ahri,Mid,item,Sheen,2,129,0.015503875968992248
26.09,Ahri,Mid,item,Fated Ashes,1,129,0.007751937984496124
26.09,Ahri,Mid,item,Aether Wisp,1,129,0.007751937984496124
26.09,Ahri,Mid,item,Immortal Path,1,129,0.007751937984496124
26.09,Ahri,Mid,item,Horizon Focus,1,129,0.007751937984496124
26.09,Ahri,Mid,item,Bloodletter's Curse,1,129,0.007751937984496124
26.09,Ahri,Mid,item,Elixir of Sorcery,1,129,0.007751937984496124
26.09,Ahri,Mid,key_rune,Electrocute,122,129,0.9457364341085271
26.09,Ahri,Mid,key_rune,Deathfire Touch,6,129,0.046511627906976744
26.09,Akali,Mid,item,Hextech Gunblade,78,86,0.9069767441860465
26.09,Akali,Mid,item,Shadowflame,59,86,0.686046511627907
26.09,Akali,Mid,item,Spellslinger's Shoes,59,86,0.686046511627907
26.09,Akali,Mid,item,Dark Seal,40,86,0.46511627906976744
26.09,Akali,Mid,item,Hextech Rocketbelt,34,86,0.3953488372093023
26.09,Akali,Mid,item,Zhonya's Hourglass,29,86,0.3372093023255814
26.09,Akali,Mid,item,Needlessly Large Rod,28,86,0.32558139534883723
26.09,Akali,Mid,item,Chainlaced Crushers,24,86,0.27906976744186046
26.09,Akali,Mid,item,Doran's Shield,14,86,0.16279069767441862
26.09,Akali,Mid,item,Blighting Jewel,13,86,0.1511627906976744
26.09,Akali,Mid,item,Rabadon's Deathcap,13,86,0.1511627906976744
26.09,Akali,Mid,item,Amplifying Tome,13,86,0.1511627906976744
26.09,Akali,Mid,item,Shattered Armguard,10,86,0.11627906976744186
26.09,Akali,Mid,item,Blasting Wand,8,86,0.09302325581395349
26.09,Akali,Mid,item,Mejai's Soulstealer,8,86,0.09302325581395349
26.09,Akali,Mid,item,Hextech Alternator,8,86,0.09302325581395349
26.09,Akali,Mid,item,Seeker's Armguard,7,86,0.08139534883720931
26.09,Akali,Mid,item,Void Staff,7,86,0.08139534883720931
26.09,Akali,Mid,item,Liandry's Torment,4,86,0.046511627906976744
26.09,Akali,Mid,item,Stormsurge,4,86,0.046511627906976744
26.09,Akali,Mid,item,Control Ward,3,86,0.03488372093023256
26.09,Akali,Mid,item,Immortal Path,3,86,0.03488372093023256
26.09,Akali,Mid,item,Aether Wisp,1,86,0.011627906976744186
26.09,Akali,Mid,item,Doran's Ring,1,86,0.011627906976744186
26.09,Akali,Mid,item,Quicksilver Sash,1,86,0.011627906976744186
26.09,Akali,Mid,item,Fiendish Codex,1,86,0.011627906976744186
26.09,Akali,Mid,item,Lich Bane,1,86,0.011627906976744186
26.09,Akali,Mid,item,Cloth Armor,1,86,0.011627906976744186
26.09,Akali,Mid,item,Verdant Barrier,1,86,0.011627906976744186
26.09,Akali,Mid,item,Glowing Mote,1,86,0.011627906976744186
26.09,Akali,Mid,item,Riftmaker,1,86,0.011627906976744186
26.09,Akali,Mid,key_rune,Electrocute,82,86,0.9534883720930233
26.09,Akali,Mid,key_rune,Conqueror,4,86,0.046511627906976744
26.09,Akali,Top,item,Zhonya's Hourglass,1,1,1.0
26.09,Akali,Top,item,Hextech Gunblade,1,1,1.0
26.09,Akali,Top,item,Void Staff,1,1,1.0
26.09,Akali,Top,item,Sorcerer's Shoes,1,1,1.0
26.09,Akali,Top,item,Shadowflame,1,1,1.0
26.09,Akali,Top,key_rune,Electrocute,1,1,1.0
26.09,Alistar,Support,item,Celestial Opposition,46,50,0.92
26.09,Alistar,Support,item,Zeke's Convergence,34,50,0.68
26.09,Alistar,Support,item,Kindlegem,31,50,0.62
26.09,Alistar,Support,item,Locket of the Iron Solari,30,50,0.6
26.09,Alistar,Support,item,Ionian Boots of Lucidity,18,50,0.36
26.09,Alistar,Support,item,Boots of Swiftness,16,50,0.32
26.09,Alistar,Support,item,Protoplasm Harness,15,50,0.3
26.09,Alistar,Support,item,Ruby Crystal,12,50,0.24
26.09,Alistar,Support,item,Cloth Armor,10,50,0.2
26.09,Alistar,Support,item,Mercury's Treads,9,50,0.18
26.09,Alistar,Support,item,Glowing Mote,8,50,0.16
26.09,Alistar,Support,item,Plated Steelcaps,7,50,0.14
26.09,Alistar,Support,item,Null-Magic Mantle,5,50,0.1
26.09,Alistar,Support,item,Solstice Sleigh,4,50,0.08
26.09,Alistar,Support,item,Knight's Vow,4,50,0.08
26.09,Alistar,Support,item,Bandlepipes,3,50,0.06
26.09,Alistar,Support,item,Refillable Potion,3,50,0.06
26.09,Alistar,Support,item,Giant's Belt,3,50,0.06
26.09,Alistar,Support,item,Mikael's Blessing,3,50,0.06
26.09,Alistar,Support,item,Negatron Cloak,2,50,0.04
26.09,Alistar,Support,item,Chain Vest,2,50,0.04
26.09,Alistar,Support,item,Forbidden Idol,2,50,0.04
26.09,Alistar,Support,item,Frozen Heart,1,50,0.02
26.09,Alistar,Support,item,Oblivion Orb,1,50,0.02
26.09,Alistar,Support,item,Abyssal Mask,1,50,0.02
26.09,Alistar,Support,item,Bramble Vest,1,50,0.02
26.09,Alistar,Support,item,Warden's Mail,1,50,0.02
26.09,Alistar,Support,key_rune,Unsealed Spellbook,39,50,0.78
26.09,Alistar,Support,key_rune,Aftershock,9,50,0.18
26.09,Alistar,Support,key_rune,Glacial Augment,2,50,0.04
26.09,Ambessa,Jungle,item,Death's Dance,8,12,0.6666666666666666
26.09,Ambessa,Jungle,item,Axiom Arc,6,12,0.5
26.09,Ambessa,Jungle,item,Plated Steelcaps,5,12,0.4166666666666667
26.09,Ambessa,Jungle,item,Voltaic Cyclosword,5,12,0.4166666666666667
26.09,Ambessa,Jungle,item,Caulfield's Warhammer,4,12,0.3333333333333333
26.09,Ambessa,Jungle,item,Profane Hydra,4,12,0.3333333333333333
26.09,Ambessa,Jungle,item,Spear of Shojin,4,12,0.3333333333333333
26.09,Ambessa,Jungle,item,Long Sword,4,12,0.3333333333333333
26.09,Ambessa,Jungle,item,Mercury's Treads,3,12,0.25
26.09,Ambessa,Jungle,item,Sundered Sky,2,12,0.16666666666666666
26.09,Ambessa,Jungle,item,Slightly Magical Footwear,2,12,0.16666666666666666
26.09,Ambessa,Jungle,item,Steel Sigil,2,12,0.16666666666666666
26.09,Ambessa,Jungle,item,Gluttonous Greaves,2,12,0.16666666666666666
26.09,Ambessa,Jungle,item,Guardian Angel,2,12,0.16666666666666666
26.09,Ambessa,Jungle,item,Control Ward,2,12,0.16666666666666666
26.09,Ambessa,Jungle,item,Hexdrinker,1,12,0.08333333333333333
26.09,Ambessa,Jungle,item,Serpent's Fang,1,12,0.08333333333333333
26.09,Ambessa,Jungle,item,Hubris,1,12,0.08333333333333333
26.09,Ambessa,Jungle,item,Null-Magic Mantle,1,12,0.08333333333333333
26.09,Ambessa,Jungle,item,Endless Hunger,1,12,0.08333333333333333
26.09,Ambessa,Jungle,item,Eclipse,1,12,0.08333333333333333
26.09,Ambessa,Jungle,item,Seeker's Armguard,1,12,0.08333333333333333
26.09,Ambessa,Jungle,item,Sterak's Gage,1,12,0.08333333333333333
26.09,Ambessa,Jungle,item,Negatron Cloak,1,12,0.08333333333333333
26.09,Ambessa,Jungle,key_rune,Conqueror,12,12,1.0
26.09,Ambessa,Mid,item,Death's Dance,1,1,1.0
26.09,Ambessa,Mid,item,Tiamat,1,1,1.0
26.09,Ambessa,Mid,item,Endless Hunger,1,1,1.0
26.09,Ambessa,Mid,item,Voltaic Cyclosword,1,1,1.0
26.09,Ambessa,Mid,item,Serpent's Fang,1,1,1.0
26.09,Ambessa,Mid,item,Immortal Path,1,1,1.0
26.09,Ambessa,Mid,key_rune,First Strike,1,1,1.0
26.09,Ambessa,Top,item,Eclipse,83,86,0.9651162790697675
26.09,Ambessa,Top,item,Spear of Shojin,64,86,0.7441860465116279
26.09,Ambessa,Top,item,Plated Steelcaps,40,86,0.46511627906976744
26.09,Ambessa,Top,item,Death's Dance,32,86,0.37209302325581395
26.09,Ambessa,Top,item,Mercury's Treads,30,86,0.3488372093023256
26.09,Ambessa,Top,item,Control Ward,24,86,0.27906976744186046
26.09,Ambessa,Top,item,Pickaxe,19,86,0.22093023255813954
26.09,Ambessa,Top,item,Caulfield's Warhammer,19,86,0.22093023255813954
26.09,Ambessa,Top,item,Long Sword,17,86,0.19767441860465115
26.09,Ambessa,Top,item,Steel Sigil,17,86,0.19767441860465115
26.09,Ambessa,Top,item,Black Cleaver,16,86,0.18604651162790697
26.09,Ambessa,Top,item,Doran's Shield,16,86,0.18604651162790697
26.09,Ambessa,Top,item,Hexdrinker,14,86,0.16279069767441862
26.09,Ambessa,Top,item,Executioner's Calling,9,86,0.10465116279069768
26.09,Ambessa,Top,item,Serpent's Fang,8,86,0.09302325581395349
26.09,Ambessa,Top,item,Maw of Malmortius,7,86,0.08139534883720931
26.09,Ambessa,Top,item,Boots,7,86,0.08139534883720931
26.09,Ambessa,Top,item,Guardian Angel,4,86,0.046511627906976744
26.09,Ambessa,Top,item,B. F. Sword,4,86,0.046511627906976744
26.09,Ambessa,Top,item,Voltaic Cyclosword,4,86,0.046511627906976744
26.09,Ambessa,Top,item,Slightly Magical Footwear,3,86,0.03488372093023256
26.09,Ambessa,Top,item,Ruby Crystal,3,86,0.03488372093023256
26.09,Ambessa,Top,item,Gluttonous Greaves,3,86,0.03488372093023256
26.09,Ambessa,Top,item,Null-Magic Mantle,3,86,0.03488372093023256
26.09,Ambessa,Top,item,Refillable Potion,3,86,0.03488372093023256
26.09,Ambessa,Top,item,Cloth Armor,2,86,0.023255813953488372
26.09,Ambessa,Top,item,Serrated Dirk,2,86,0.023255813953488372
26.09,Ambessa,Top,item,Tunneler,2,86,0.023255813953488372
26.09,Ambessa,Top,item,Phage,2,86,0.023255813953488372
26.09,Ambessa,Top,item,Endless Hunger,2,86,0.023255813953488372
26.09,Ambessa,Top,item,Boots of Swiftness,2,86,0.023255813953488372
26.09,Ambessa,Top,item,Profane Hydra,2,86,0.023255813953488372
26.09,Ambessa,Top,item,Doran's Blade,2,86,0.023255813953488372
26.09,Ambessa,Top,item,Randuin's Omen,1,86,0.011627906976744186
26.09,Ambessa,Top,item,Kindlegem,1,86,0.011627906976744186
26.09,Ambessa,Top,item,Serylda's Grudge,1,86,0.011627906976744186
26.09,Ambessa,Top,item,Glowing Mote,1,86,0.011627906976744186
26.09,Ambessa,Top,item,Edge of Night,1,86,0.011627906976744186
26.09,Ambessa,Top,item,Rectrix,1,86,0.011627906976744186
26.09,Ambessa,Top,item,Total Biscuit of Everlasting Will,1,86,0.011627906976744186
26.09,Ambessa,Top,item,Sterak's Gage,1,86,0.011627906976744186
26.09,Ambessa,Top,item,Chempunk Chainsword,1,86,0.011627906976744186
26.09,Ambessa,Top,item,Ionian Boots of Lucidity,1,86,0.011627906976744186
26.09,Ambessa,Top,item,The Brutalizer,1,86,0.011627906976744186
26.09,Ambessa,Top,item,Winged Moonplate,1,86,0.011627906976744186
26.09,Ambessa,Top,key_rune,Grasp of the Undying,69,86,0.8023255813953488
26.09,Ambessa,Top,key_rune,Electrocute,14,86,0.16279069767441862
26.09,Ambessa,Top,key_rune,Conqueror,3,86,0.03488372093023256
26.09,Amumu,Support,item,Celestial Opposition,3,3,1.0
26.09,Amumu,Support,item,Zeke's Convergence,3,3,1.0
26.09,Amumu,Support,item,Locket of the Iron Solari,2,3,0.6666666666666666
26.09,Amumu,Support,item,Kindlegem,2,3,0.6666666666666666
26.09,Amumu,Support,item,Plated Steelcaps,1,3,0.3333333333333333
26.09,Amumu,Support,item,Zhonya's Hourglass,1,3,0.3333333333333333
26.09,Amumu,Support,item,Health Potion,1,3,0.3333333333333333
26.09,Amumu,Support,item,Ionian Boots of Lucidity,1,3,0.3333333333333333
26.09,Amumu,Support,item,Mercury's Treads,1,3,0.3333333333333333
26.09,Amumu,Support,item,Abyssal Mask,1,3,0.3333333333333333
26.09,Amumu,Support,item,Chain Vest,1,3,0.3333333333333333
26.09,Amumu,Support,key_rune,Aftershock,3,3,1.0
26.09,Anivia,Mid,item,Rod of Ages,62,62,1.0
26.09,Anivia,Mid,item,Malignance,41,62,0.6612903225806451
26.09,Anivia,Mid,item,Seraph's Embrace,33,62,0.532258064516129
26.09,Anivia,Mid,item,Swiftmarch,22,62,0.3548387096774194
26.09,Anivia,Mid,item,Liandry's Torment,17,62,0.27419354838709675
26.09,Anivia,Mid,item,Crimson Lucidity,16,62,0.25806451612903225
26.09,Anivia,Mid,item,Spellslinger's Shoes,12,62,0.1935483870967742
26.09,Anivia,Mid,item,Chainlaced Crushers,11,62,0.1774193548387097
26.09,Anivia,Mid,item,Dark Seal,11,62,0.1774193548387097
26.09,Anivia,Mid,item,Control Ward,11,62,0.1774193548387097
26.09,Anivia,Mid,item,Doran's Ring,10,62,0.16129032258064516
26.09,Anivia,Mid,item,Zhonya's Hourglass,10,62,0.16129032258064516
26.09,Anivia,Mid,item,Needlessly Large Rod,10,62,0.16129032258064516
26.09,Anivia,Mid,item,Oblivion Orb,9,62,0.14516129032258066
26.09,Anivia,Mid,item,Cryptbloom,8,62,0.12903225806451613
26.09,Anivia,Mid,item,Hextech Rocketbelt,8,62,0.12903225806451613
26.09,Anivia,Mid,item,Seeker's Armguard,7,62,0.11290322580645161
26.09,Anivia,Mid,item,Void Staff,6,62,0.0967741935483871
26.09,Anivia,Mid,item,Haunting Guise,6,62,0.0967741935483871
26.09,Anivia,Mid,item,Bloodletter's Curse,6,62,0.0967741935483871
26.09,Anivia,Mid,item,Blighting Jewel,5,62,0.08064516129032258
26.09,Anivia,Mid,item,Amplifying Tome,5,62,0.08064516129032258
26.09,Anivia,Mid,item,Actualizer,4,62,0.06451612903225806
26.09,Anivia,Mid,item,Rabadon's Deathcap,3,62,0.04838709677419355
26.09,Anivia,Mid,item,Lost Chapter,3,62,0.04838709677419355
26.09,Anivia,Mid,item,Fated Ashes,3,62,0.04838709677419355
26.09,Anivia,Mid,item,Blasting Wand,3,62,0.04838709677419355
26.09,Anivia,Mid,item,Shattered Armguard,2,62,0.03225806451612903
26.09,Anivia,Mid,item,Mejai's Soulstealer,2,62,0.03225806451612903
26.09,Anivia,Mid,item,Immortal Path,1,62,0.016129032258064516
26.09,Anivia,Mid,item,Glowing Mote,1,62,0.016129032258064516
26.09,Anivia,Mid,item,Ruby Crystal,1,62,0.016129032258064516
26.09,Anivia,Mid,item,Refillable Potion,1,62,0.016129032258064516
26.09,Anivia,Mid,item,Morellonom,1,62,0.016129032258064516
26.09,Anivia,Mid,item,Blackfire Torch,1,62,0.016129032258064516
26.09,Anivia,Mid,key_rune,Electrocute,38,62,0.6129032258064516
26.09,Anivia,Mid,key_rune,Deathfire Touch,24,62,0.3870967741935484
26.09,Anivia,Support,item,Rod of Ages,11,12,0.9166666666666666
26.09,Anivia,Support,item,Solstice Sleigh,9,12,0.75
26.09,Anivia,Support,item,Oblivion Orb,8,12,0.6666666666666666
26.09,Anivia,Support,item,Boots of Swiftness,8,12,0.6666666666666666
26.09,Anivia,Support,item,Amplifying Tome,5,12,0.4166666666666667
26.09,Anivia,Support,item,Kindlegem,5,12,0.4166666666666667
26.09,Anivia,Support,item,Bandlepipes,4,12,0.3333333333333333
26.09,Anivia,Support,item,Celestial Opposition,3,12,0.25
26.09,Anivia,Support,item,Mikael's Blessing,3,12,0.25
26.09,Anivia,Support,item,Ionian Boots of Lucidity,3,12,0.25
26.09,Anivia,Support,item,Forbidden Idol,2,12,0.16666666666666666
26.09,Anivia,Support,item,Ruby Crystal,2,12,0.16666666666666666
26.09,Anivia,Support,item,Fiendish Codex,1,12,0.08333333333333333
26.09,Anivia,Support,item,Tear of the Goddess,1,12,0.08333333333333333
26.09,Anivia,Support,item,Haunting Guise,1,12,0.08333333333333333
26.09,Anivia,Support,item,Slightly Magical Footwear,1,12,0.08333333333333333
26.09,Anivia,Support,item,Glowing Mote,1,12,0.08333333333333333
26.09,Anivia,Support,key_rune,Electrocute,12,12,1.0
26.09,Anivia,Top,item,Rod of Ages,31,31,1.0
26.09,Anivia,Top,item,Boots of Swiftness,27,31,0.8709677419354839
26.09,Anivia,Top,item,Malignance,23,31,0.7419354838709677
26.09,Anivia,Top,item,Zhonya's Hourglass,12,31,0.3870967741935484
26.09,Anivia,Top,item,Seraph's Embrace,9,31,0.2903225806451613
26.09,Anivia,Top,item,Doran's Ring,8,31,0.25806451612903225
26.09,Anivia,Top,item,Haunting Guise,7,31,0.22580645161290322
26.09,Anivia,Top,item,Control Ward,7,31,0.22580645161290322
26.09,Anivia,Top,item,Liandry's Torment,6,31,0.1935483870967742
26.09,Anivia,Top,item,Needlessly Large Rod,5,31,0.16129032258064516
26.09,Anivia,Top,item,Amplifying Tome,4,31,0.12903225806451613
26.09,Anivia,Top,item,Hextech Rocketbelt,4,31,0.12903225806451613
26.09,Anivia,Top,item,Dark Seal,4,31,0.12903225806451613
26.09,Anivia,Top,item,Mercury's Treads,2,31,0.06451612903225806
26.09,Anivia,Top,item,Fiendish Codex,2,31,0.06451612903225806
26.09,Anivia,Top,item,Blighting Jewel,2,31,0.06451612903225806
26.09,Anivia,Top,item,Blasting Wand,2,31,0.06451612903225806
26.09,Anivia,Top,item,Lost Chapter,2,31,0.06451612903225806
26.09,Anivia,Top,item,Sorcerer's Shoes,1,31,0.03225806451612903
26.09,Anivia,Top,item,Shattered Armguard,1,31,0.03225806451612903
26.09,Anivia,Top,item,Mejai's Soulstealer,1,31,0.03225806451612903
26.09,Anivia,Top,item,Oblivion Orb,1,31,0.03225806451612903
26.09,Anivia,Top,item,Tear of the Goddess,1,31,0.03225806451612903
26.09,Anivia,Top,item,Cryptbloom,1,31,0.03225806451612903
26.09,Anivia,Top,item,Hextech Alternator,1,31,0.03225806451612903
26.09,Anivia,Top,item,Void Staff,1,31,0.03225806451612903
26.09,Anivia,Top,item,Fated Ashes,1,31,0.03225806451612903
26.09,Anivia,Top,item,Seeker's Armguard,1,31,0.03225806451612903
26.09,Anivia,Top,item,Verdant Barrier,1,31,0.03225806451612903
26.09,Anivia,Top,item,Ionian Boots of Lucidity,1,31,0.03225806451612903
26.09,Anivia,Top,item,Refillable Potion,1,31,0.03225806451612903
26.09,Anivia,Top,key_rune,Deathfire Touch,19,31,0.6129032258064516
26.09,Anivia,Top,key_rune,Electrocute,11,31,0.3548387096774194
26.09,Anivia,Top,key_rune,Arcane Comet,1,31,0.03225806451612903
26.09,Annie,Mid,item,Malignance,120,126,0.9523809523809523
26.09,Annie,Mid,item,Hextech Rocketbelt,100,126,0.7936507936507936
26.09,Annie,Mid,item,Dark Seal,60,126,0.47619047619047616
26.09,Annie,Mid,item,Spellslinger's Shoes,49,126,0.3888888888888889
26.09,Annie,Mid,item,Crimson Lucidity,47,126,0.373015873015873
26.09,Annie,Mid,item,Needlessly Large Rod,37,126,0.29365079365079366
26.09,Annie,Mid,item,Shadowflame,32,126,0.25396825396825395
26.09,Annie,Mid,item,Doran's Ring,28,126,0.2222222222222222
26.09,Annie,Mid,item,Swiftmarch,26,126,0.20634920634920634
26.09,Annie,Mid,item,Liandry's Torment,24,126,0.19047619047619047
26.09,Annie,Mid,item,Void Staff,20,126,0.15873015873015872
26.09,Annie,Mid,item,Rabadon's Deathcap,19,126,0.15079365079365079
26.09,Annie,Mid,item,Amplifying Tome,19,126,0.15079365079365079
26.09,Annie,Mid,item,Control Ward,15,126,0.11904761904761904
26.09,Annie,Mid,item,Blighting Jewel,14,126,0.1111111111111111
26.09,Annie,Mid,item,Hextech Alternator,11,126,0.0873015873015873
26.09,Annie,Mid,item,Zhonya's Hourglass,10,126,0.07936507936507936
26.09,Annie,Mid,item,Blasting Wand,9,126,0.07142857142857142
26.09,Annie,Mid,item,Mejai's Soulstealer,8,126,0.06349206349206349
26.09,Annie,Mid,item,Bloodletter's Curse,8,126,0.06349206349206349
26.09,Annie,Mid,item,Fiendish Codex,8,126,0.06349206349206349
26.09,Annie,Mid,item,Seeker's Armguard,7,126,0.05555555555555555
26.09,Annie,Mid,item,Shattered Armguard,6,126,0.047619047619047616
26.09,Annie,Mid,item,Haunting Guise,5,126,0.03968253968253968
26.09,Annie,Mid,item,Cryptbloom,5,126,0.03968253968253968
26.09,Annie,Mid,item,Chainlaced Crushers,4,126,0.031746031746031744
26.09,Annie,Mid,item,Fated Ashes,3,126,0.023809523809523808
26.09,Annie,Mid,item,Stormsurge,2,126,0.015873015873015872
26.09,Annie,Mid,item,Oblivion Orb,2,126,0.015873015873015872
26.09,Annie,Mid,item,Aether Wisp,2,126,0.015873015873015872
26.09,Annie,Mid,item,Glowing Mote,1,126,0.007936507936507936
26.09,Annie,Mid,item,Verdant Barrier,1,126,0.007936507936507936
26.09,Annie,Mid,item,Rylai's Crystal Scepter,1,126,0.007936507936507936
26.09,Annie,Mid,key_rune,Deathfire Touch,68,126,0.5396825396825397
26.09,Annie,Mid,key_rune,Electrocute,57,126,0.4523809523809524
26.09,Aphelios,Bot,item,Infinity Edge,17,20,0.85
26.09,Aphelios,Bot,item,Hexoptics C44,13,20,0.65
26.09,Aphelios,Bot,item,Lord Dominik's Regards,12,20,0.6
26.09,Aphelios,Bot,item,Doran's Blade,10,20,0.5
26.09,Aphelios,Bot,item,Stormrazor,8,20,0.4
26.09,Aphelios,Bot,item,B. F. Sword,7,20,0.35
26.09,Aphelios,Bot,item,Cloak of Agility,6,20,0.3
